"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00058793","1996-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","5","1,0","2","1,0","0","1,0","4","5,0","3",",0","1",",0","27",",0","3",",0","8",",0","0",",0","","","","","-20.0",",0,07,","76","5,,0,07,","58",",,0,07,","7.1","1,,0,07,","26.1",",0,24,","","","2555.6","0","459.4",",0","","","","","","","","","","","13.5","1,,,0","128",",,,0","3.51",",0","13.08",",,,0","-6.05",",,,0","",""
"USC00058793","1996-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","6.0","0","6.0",",0","3",",0","2",",0","0",",0","2","2,0","0",",0","0",",0","9",",0","0",",0","16",",0","1",",0","","","","","-3.3",",0,30,","25","2,,0,14,+","13",",,0,14,+","2.8",",,0,14,","33.3",",0,25,","","","2745.7","0","190.1",",0","","","","","","","","","","","6.8",",,,0","26",",,,0","12.20",",0","21.36",",,,0","3.03",",,,0","",""
"USC00058793","1996-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","71.3","0","65.3","1,0","8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","26","1,0","10","1,0","","","","","1.7",",0,01,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,26,","38.9","1,0,19,+","353.5",",,,0","2792.6","0","46.9","1,0","","","","","","","","","","","79.6",",,,0","0",",,,0","18.92","1,0","28.28","1,,,0","9.55",",,,0","8088",",,,0"
"USC00058793","1996-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","211.5","0","140.2",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","","","6.7",",0,08,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,04,","37.2",",0,22,+","323.7",",,,0","2795.9","0","3.3",",0","","","","","","","","","","","54.6",",,,0","0",",,,0","22.90",",0","31.26",",,,0","14.53",",,,0","6070",",,,0"
"USC00058793","1996-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","386.9","0","175.4",",0","12",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","16",",0","","","","","12.8",",0,24,+","0",",,0,31,+","0",",,0,31,+","62.7",",,0,01,","38.9",",0,06,","276.5","2,,,0","5.5","0","5.5",",0","","","","","","","","","","","159.4",",,,0","0",",,,0","23.81",",0","31.10",",,,0","16.53",",,,0","5333",",,,0"
"USC00058793","1996-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","529.2","0","142.3",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","11.7",",0,12,","0",",,0,31,+","0",",,0,31,+","33.3",",,0,31,+","36.1",",0,07,+","286.5",",,,0","6.3","0","0.8",",0","","","","","","","","","","","125.9",",,,0","0",",,,0","22.90",",0","30.19",",,,0","15.60",",,,0","5584",",,,0"
"USC00058793","1996-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","575.0","0","45.8",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","1.1",",0,28,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,07,","31.7",",0,23,","190.2",",,,0","64.2","0","57.9",",0","","","","","","","","","","","74.5",",,,0","0",",,,0","17.93",",0","24.81",",,,0","11.05",",,,0","5246","4,,,0"
"USC00058793","1996-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","580.7","0","5.7",",0","5",",0","0",",0","0",",0","1","2,0","1",",0","0",",0","8",",0","0",",0","16",",0","0",",0","","","","","-4.4",",0,22,","25","2,,0,21,","25",",,0,21,","1.3",",,0,29,+","31.7",",0,13,","","","246.5","0","182.3",",0","","","","","","","","","","","4.5",",,,0","25",",,,0","12.64",",0","21.33",",,,0","3.95",",,,0","6097",",,,0"
"USC00058793","1996-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","580.7","0","0.0","1,0","5",",0","0",",0","0",",0","0",",0","0","1,0","0",",0","25",",0","1","1,0","4","1,0","0","1,0","","","","","-12.2",",0,25,+","0",",T,0,30,","0","1,T,0,30,","2.3",",,0,16,","26.7","1,0,20,","","","635.8","0","389.3","1,0","","","","","","","","","","","3.7",",,,0","0","1,T,,0","4.86","1,0","12.71","1,,,0","-3.00",",,,0","",""
"USC00058793","1996-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","580.7","0","0.0",",0","2",",0","1",",0","0",",0","2","2,0","1",",0","2",",0","28",",0","4",",0","3",",0","0",",0","","","","","-21.7",",0,19,","51","2,,0,17,","51",",,0,17,","3.8",",,0,17,","24.4",",0,10,","","","1153.1","0","517.3",",0","","","","","","","","","","","4.8",",,,0","64",",,,0","1.65",",0","10.30",",,,0","-7.01",",,,0","",""
"USC00058793","1997-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","6",",0","2",",0","2",",0","28",",0","7",",0","3",",0","0",",0","","","","","-19.4",",0,12,","127",",,0,15,+","97",",,0,11,","3.6",",,0,11,","24.4",",0,03,","","","1733.6","0","580.5",",0","","","","","","","","","","","7.9",",,,0","168",",,,0","-0.39",",0","7.61",",,,0","-8.40",",,,0","",""
"USC00058793","1997-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","7","1,0","3","1,0","0","1,0","8","2,0","4",",0","0","1,0","23","1,0","4",",0","2",",0","0",",0","","","","","-13.9","1,0,27,","178","2,,0,27,","102",",,0,24,","12.2","1,,0,24,","22.2",",0,18,","","","2183.5","0","449.9",",0","","","","","","","","","","","26.9","1,,,0","278",",,,0","1.62","1,0","8.59",",,,0","-5.34","1,,,0","",""
"USC00058793","1997-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","2",",0","1",",0","0",",0","1",",0","0",",0","0","1,0","20","1,0","0",",0","13",",0","0",",0","","","","","-10.0","1,0,15,","25",",,0,01,","3",",,0,05,","2.5",",,0,25,","27.8",",0,21,","","","2481.8","0","298.3",",0","","","","","","","","","","","2.8",",,,0","3",",,,0","8.45","1,0","18.16",",,,0","-1.26","1,,,0","",""
"USC00058793","1997-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","12",",0","8",",0","0",",0","5","2,0","2","1,0","0",",0","13",",0","3",",0","10",",0","0",",0","","","","","-13.3",",0,12,","51","2,,0,12,+","51","1,,0,11,","22.4",",,0,24,","28.3",",0,20,","","","2807.3","0","325.5",",0","","","","","","","","","","","80.1",",,,0","89","1,,,0","7.48",",0","14.92",",,,0","0.04",",,,0","",""
"USC00058793","1997-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","12.8","0","12.8",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","1",",0","","","","","-1.1",",0,03,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,23,","33.3",",0,18,","","","2889.3","0","82.0",",0","","","","","","","","","","","18.9",",,,0","0",",,,0","16.10",",0","24.65",",,,0","7.55",",,,0","",""
"USC00058793","1997-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","117.6","0","104.8",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","","","","","9.4",",0,04,","0",",,0,30,+","0",",,0,30,+","13.7",",,0,10,","38.9",",0,21,","278.8",",,,0","2896.2","0","6.9",",0","","","","","","","","","","","41.1",",,,0","0",",,,0","21.60",",0","29.79",",,,0","13.40",",,,0","",""
"USC00058793","1997-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","348.6","0","231.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","10.6",",0,04,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,30,","39.4",",0,02,+","359.1",",,,0","0.0","0","0.0",",0","","","","","","","","","","","42.7",",,,0","0",",,,0","25.78",",0","34.78",",,,0","16.79",",,,0","6185",",,,0"
"USC00058793","1997-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","508.5","0","159.9",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","10.0",",0,07,","0",",,0,31,+","0",",,0,31,+","55.1",",,0,06,","35.6",",0,29,","256.2","1,,,0","4.2","0","4.2",",0","","","","","","","","","","","162.1",",,,0","0",",,,0","23.36",",0","30.63",",,,0","16.08",",,,0","4782",",,,0"
"USC00058793","1997-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","600.9","0","92.4",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","6",",0","","","","","5.6",",0,21,+","0",",,0,30,+","0",",,0,30,+","6.9",",,0,21,","36.1",",0,19,","236.8",",,,0","36.1","0","31.9",",0","","","","","","","","","","","18.0",",,,0","0",",,,0","20.35",",0","28.06",",,,0","12.64",",,,0","",""
"USC00058793","1997-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","627.6","0","26.7",",0","5",",0","4",",0","2",",0","6",",0","1",",0","0",",0","7",",0","1",",0","16",",0","2",",0","","","","","-10.6",",0,27,+","229",",,0,26,","216",",,0,26,","32.3",",,0,26,","32.2",",0,06,+","","","260.5","0","224.4",",0","","","","","","","","","","","77.5",",,,0","229",",,,0","11.96",",0","19.65",",,,0","4.27",",,,0","",""
"USC00058793","1997-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","627.6","0","0.0",",0","8",",0","0",",0","0",",0","3",",0","1",",0","0",",0","26",",0","4",",0","3",",0","0",",0","","","","","-13.3",",0,15,","51",",,0,14,","38",",,0,14,","1.0",",,0,14,","21.7",",0,26,+","","","705.3","0","444.8",",0","","","","","","","","","","","3.6",",,,0","66",",,,0","3.51",",0","10.62",",,,0","-3.61",",,,0","",""
"USC00058793","1997-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","627.6","0","0.0","1,0","7",",0","5",",0","0",",0","22","2,0","6",",0","0",",0","31",",0","12","1,0","0","1,0","0","1,0","","","","","-13.9",",0,26,","203","2,,0,26,+","178",",,0,23,","17.5",",,0,23,","15.0","1,0,19,+","","","1305.6","0","600.3","1,0","","","","","","","","","","","44.4",",,,0","422",",,,0","-1.71","1,0","3.16","1,,,0","-6.57",",,,0","",""
"USC00058793","1998-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0","2,0","0",",0","0",",0","30",",0","4",",0","0",",0","0",",0","","","","","-12.8",",0,10,","0","2,T,0,22,","8",",,0,22,","0.8",",,0,22,","18.9",",0,28,+","","","1826.9","0","521.3",",0","","","","","","","","","","","0.8",",,,0","8",",,,0","1.52",",0","8.58",",,,0","-5.55",",,,0","",""
"USC00058793","1998-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","1","3,0","0",",0","0",",0","25",",0","1",",0","1",",0","0",",0","","","","","-7.8",",0,27,+","25","3,,0,05,","13",",,0,05,","6.9",",,0,16,","23.3",",0,25,","","","2243.4","0","416.5",",0","","","","","","","","","","","18.1",",,,0","13",",,,0","3.46",",0","10.39",",,,0","-3.47",",,,0","",""
"USC00058793","1998-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","6",",0","5",",0","0",",0","","","4",",0","0",",0","25",",0","4",",0","8",",0","0",",0","","","","","-13.9",",0,11,","","","203",",,0,19,","23.1",",,0,19,","30.0",",0,26,","","","2706.9","0","463.5",",0","","","","","","","","","","","59.6",",,,0","330",",,,0","3.38",",0","11.00",",,,0","-4.24",",,,0","",""
"USC00058793","1998-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","1.1","0","1.1",",0","8",",0","3",",0","0",",0","0","2,0","0",",0","0",",0","14",",0","0",",0","10",",0","0",",0","","","","","-6.7",",0,17,","0","2,,0,30,+","0",",,0,30,+","16.3",",,0,27,","31.7",",0,25,","","","2974.8","0","267.9",",0","","","","","","","","","","","38.9",",,,0","0",",,,0","9.44",",0","18.01",",,,0","0.87",",,,0","6720",",,,0"
"USC00058793","1998-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","56.3","0","55.2",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","","","","","3.3",",0,08,+","0",",,0,31,+","0",",,0,31,+","52.1",",,0,09,","36.1",",0,31,","290.7",",,,0","3024.6","0","49.8",",0","","","","","","","","","","","58.7",",,,0","0",",,,0","18.51",",0","27.55",",,,0","9.46",",,,0","5481",",,,0"
"USC00058793","1998-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","194.6","0","138.3",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","18",",0","","","","","5.0",",0,05,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,15,","40.0",",0,30,+","341.6","1,,,0","3051.5","0","26.9",",0","","","","","","","","","","","21.6",",,,0","0",",,,0","22.04",",0","31.50",",,,0","12.59",",,,0","5598",",,,0"
"USC00058793","1998-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","420.8","0","226.2",",0","14",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","15.6",",0,17,+","0",",,0,31,+","0",",,0,31,+","92.2",",,0,27,","39.4",",0,07,","321.1","2,,,0","0.0","0","0.0",",0","","","","","","","","","","","288.2",",,,0","0",",,,0","25.63",",0","33.50",",,,0","17.76",",,,0","4953",",,,0"
"USC00058793","1998-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","570.3","0","149.5",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","12.8",",0,07,+","0",",,0,31,+","0",",,0,31,+","34.0",",,0,11,","36.1",",0,25,","282.9",",,,0","0.0","0","0.0",",0","","","","","","","","","","","91.2",",,,0","0",",,,0","23.15",",0","30.66",",,,0","15.65",",,,0","4249",",,,0"
"USC00058793","1998-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","700.5","0","130.2",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","15",",0","","","","","7.2",",0,22,","0",",,0,30,+","0",",,0,30,+","6.9",",,0,14,","35.6",",0,07,+","263.2",",,,0","10.5","0","10.5",",0","","","","","","","","","","","11.4",",,,0","0",",,,0","22.32",",0","31.02",",,,0","13.63",",,,0","4641",",,,0"
"USC00058793","1998-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","708.3","0","7.8","1,0","7",",0","5",",0","2",",0","","","0",",0","0","1,0","1","1,0","0",",0","21",",0","1",",0","","","","","-1.1","1,0,18,","","","0",",,0,31,+","52.8",",,0,01,","32.8",",0,15,","163.5","2,,,0","155.3","0","144.8",",0","","","","","","","","","","","99.2",",,,0","0",",,,0","13.85","1,0","22.08",",,,0","5.62","1,,,0","5236",",,,0"
"USC00058793","1998-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","708.3","0","0.0","1,0","4",",0","2",",0","1",",0","0",",0","0",",0","0","1,0","14","1,0","0",",0","7",",0","0",",0","","","","","-7.2","1,0,11,","0",",,0,30,+","0",",,0,30,+","26.7",",,0,01,","28.3",",0,23,","","","468.6","0","313.3",",0","","","","","","","","","","","40.9",",,,0","0",",,,0","7.52","1,0","14.94",",,,0","0.10","1,,,0","",""
"USC00058793","1998-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","708.3","0","0.0","1,0","5",",0","3",",0","0",",0","9","4,0","3",",0","3","1,0","27","1,0","7",",0","1",",0","0",",0","","","","","-22.2","1,0,24,","51","4,,0,25,+","41",",,0,06,","4.3",",,0,06,","21.7",",0,03,","","","1000.6","0","532.0",",0","","","","","","","","","","","10.9",",,,0","99",",,,0","0.56","1,0","8.20",",,,0","-7.08","1,,,0","",""
"USC00058793","1999-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","4",",0","2",",0","0",",0","4","2,0","2",",0","0",",0","29",",0","2",",0","2",",0","0",",0","","","","","-16.1",",0,04,","178","2,,0,30,","114",",,0,29,","10.2",",,0,29,","23.9",",0,16,","","","1510.7","0","510.1",",0","","","","","","","","","","","21.2",",,,0","189",",,,0","1.88",",0","9.45",",,,0","-5.69",",,,0","",""
"USC00058793","1999-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","","","1",",0","0",",0","24",",0","1",",0","4",",0","0",",0","","","","","-12.2",",0,12,","","","25",",,0,11,","2.5",",,0,11,","22.8",",0,15,+","","","1863.6","0","352.9",",0","","","","","","","","","","","2.5",",,,0","25",",,,0","5.73",",0","15.03",",,,0","-3.57",",,,0","",""
"USC00058793","1999-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","3,0","6",",0","2",",0","0",",0","6",",0","3",",0","0","3,0","21","3,0","4",",0","4",",0","0",",0","","","","","-11.7","3,0,14,","203",",,0,19,","203",",,0,19,","21.1",",,0,19,","25.6",",0,17,","","","2226.3","0","362.7",",0","","","","","","","","","","","45.9",",,,0","380",",,,0","5.34","3,0","12.72",",,,0","-2.04","3,,,0","",""
"USC00058793","1999-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","13",",0","0",",0","","","","","-6.1",",0,17,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,29,","28.3",",0,01,","","","2462.2","0","235.9",",0","","","","","","","","","","","94.7",",,,0","0",",,,0","10.47",",0","18.50",",,,0","2.44",",,,0","7071",",,,0"
"USC00058793","1999-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","17.7","0","17.7",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","","","","","1.1",",0,07,+","0",",,0,31,+","0",",,0,31,+","51.1",",,0,02,","32.2",",0,23,","240.6","1,,,0","2569.1","0","106.9",",0","","","","","","","","","","","107.4",",,,0","0",",,,0","15.45",",0","23.31",",,,0","7.60",",,,0","6678",",,,0"
"USC00058793","1999-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","121.1","0","103.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","13",",0","","","","","7.8",",0,06,+","0",",,0,30,+","0",",,0,30,+","6.4",",,0,12,","36.7",",0,27,","304.1",",,,0","2578.3","0","9.2",",0","","","","","","","","","","","14.3",",,,0","0",",,,0","21.47",",0","29.74",",,,0","13.20",",,,0","6284",",,,0"
"USC00058793","1999-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","346.2","0","225.1",",0","8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","10.0",",0,11,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,06,","38.3",",0,26,+","312.6","2,,,0","0.5","0","0.5",",0","","","","","","","","","","","48.5",",,,0","0",",,,0","25.58",",0","33.78",",,,0","17.37",",,,0","6007",",,,0"
"USC00058793","1999-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","525.8","0","179.6",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","11.7",",0,14,","0",",,0,31,+","0",",,0,31,+","49.5",",,0,01,","36.7",",0,29,","284.2",",,,0","0.5","0","0.0",",0","","","","","","","","","","","95.2",",,,0","0",",,,0","24.13",",0","32.06",",,,0","16.19",",,,0","3673",",,,0"
"USC00058793","1999-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","584.8","0","59.0",",0","8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","5",",0","","","","","-1.1",",0,29,","0",",,0,30,+","0",",,0,30,+","25.7",",,0,16,","35.6",",0,01,","197.3",",,,0","68.3","0","67.8",",0","","","","","","","","","","","57.3",",,,0","0",",,,0","18.04",",0","25.54",",,,0","10.54",",,,0","4188",",,,0"
"USC00058793","1999-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","587.9","0","3.1",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","19",",0","0",",0","","","","","-5.0",",0,18,","0",",,0,31,+","0",",,0,31,+","66.0",",,0,08,","31.1",",0,13,+","175.7",",,,0","265.0","0","196.7",",0","","","","","","","","","","","94.0",",,,0","0",",,,0","12.09",",0","21.60",",,,0","2.58",",,,0","4044",",,,0"
"USC00058793","1999-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","587.9","0","0.0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","19","1,0","0",",0","14",",0","0",",0","","","","","-12.8","1,0,25,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","26.1",",0,12,","","","539.3","0","274.3",",0","","","","","","","","","","","0.0",",,,0","0",",,,0","8.93","1,0","18.54",",,,0","-0.68","1,,,0","3145",",,,0"
"USC00058793","1999-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","587.9","0","0.0",",0","3",",0","1",",0","0",",0","1","2,0","1",",0","0",",0","30",",0","2",",0","3",",0","0",",0","","","","","-11.1",",0,22,+","25","2,,0,05,","25",",,0,05,","3.3",",,0,05,","23.3",",0,02,","","","1024.1","0","484.8",",0","","","","","","","","","","","4.1",",,,0","25",",,,0","2.70",",0","10.45",",,,0","-5.05",",,,0","",""
"USC00058793","2000-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","5","3,0","2",",0","0",",0","30",",0","3",",0","0",",0","0",",0","","","","","-14.4",",0,04,","51","3,,0,27,+","51",",,0,27,+","4.6",",,0,04,","19.4",",0,16,+","","","1535.2","0","511.1",",0","","","","","","","","","","","9.2",",,,0","115",",,,0","1.85",",0","10.26",",,,0","-6.56",",,,0","",""
"USC00058793","2000-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0","2,0","0",",0","0",",0","20",",0","1",",0","8",",0","0",",0","","","","","-10.0",",0,19,+","0","2,,0,29,+","0",",,0,29,+","0.5",",,0,11,","25.6",",0,22,","","","1882.1","0","346.9",",0","","","","","","","","","","","0.5",",,,0","0",",,,0","6.37",",0","15.79",",,,0","-3.04",",,,0","",""
"USC00058793","2000-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","14",",0","10",",0","0",",0","","","4",",0","0",",0","16",",0","0",",0","3",",0","0",",0","","","","","-9.4",",0,17,","","","76",",,0,16,","18.8",",,0,23,","24.4",",0,28,","","","2260.7","0","378.6",",0","","","","","","","","","","","90.4",",,,0","257",",,,0","6.12",",0","12.93",",,,0","-0.69",",,,0","",""
"USC00058793","2000-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.6","0","0.6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","19",",0","0",",0","","","","","-6.7",",0,08,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,30,","31.7",",0,19,","","","2458.0","0","197.3",",0","","","","","","","","","","","29.1",",,,0","0",",,,0","11.78",",0","21.12",",,,0","2.44",",,,0","6407",",,,0"
"USC00058793","2000-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","72.8","0","72.2",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","9",",0","","","","","-1.1",",0,13,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,09,","38.9",",0,31,+","323.4",",,,0","2528.5","0","70.5",",0","","","","","","","","","","","17.0",",,,0","0",",,,0","18.39",",0","27.39",",,,0","9.39",",,,0","5878",",,,0"
"USC00058793","2000-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","187.7","0","114.9","1,0","9",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","28",",0","15",",0","","","","","8.3","1,0,18,","0",",,0,30,+","0",",,0,30,+","15.2",",,0,25,","36.7",",0,24,+","331.6",",,,0","2536.9","0","8.4",",0","","","","","","","","","","","34.9",",,,0","0",",,,0","21.99","1,0","30.14",",,,0","13.85","1,,,0","7220",",,,0"
"USC00058793","2000-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","411.7","0","224.0",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","13.9",",0,29,+","0",",,0,31,+","0",",,0,31,+","39.6",",,0,17,","38.3",",0,25,","360.0","1,,,0","0.0","0","0.0",",0","","","","","","","","","","","80.6",",,,0","0",",,,0","25.56",",0","34.33",",,,0","16.79",",,,0","4985","1,,,0"
"USC00058793","2000-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","127.0",",0","3",",0","1",",0","0",",0","0","1,0","0",",0","0",",0","1",",0","0",",0","26",",0","17",",0","","","","","-2.2",",0,25,","0","1,,0,30,+","0",",,0,30,+","2.5",",,0,08,","38.9",",0,07,+","","","","","43.8",",0","","","","","","","","","","","4.1",",,,0","0",",,,0","21.11",",0","31.15",",,,0","11.06",",,,0","5443",",,,0"
"USC00058793","2000-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","12.6",",0","5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","2",",0","","","","","-3.9",",0,08,","0",",,0,31,+","0",",,0,31,+","54.4",",,0,24,","33.9",",0,02,","185.0","4,,,0","","","174.0",",0","","","","","","","","","","","121.5",",,,0","0",",,,0","13.12",",0","20.93",",,,0","5.32",",,,0","",""
"USC00058793","2000-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","0",",0","0",",0","","","","","-11.1",",0,12,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,12,","20.6",",0,01,","","","","","487.8",",0","","","","","","","","","","","7.4",",,,0","0",",,,0","2.07",",0","9.22",",,,0","-5.08",",,,0","",""
