"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00058793","1971-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","3","3,0","3",",0","0",",0","24",",0","4",",0","0",",0","0",",0","","","","","-13.3",",0,08,","51","3,,0,22,+","51",",,0,18,","21.1",",,0,18,","20.0",",0,13,","","","2134.5","0","454.6",",0","","","","","","","","","","","29.0",",,,0","153",",,,0","2.10",",0","9.05",",,,0","-4.86",",,,0","",""
"USC00058793","1971-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","1.7","0","1.7",",0","3",",0","1",",0","0",",0","0",",0","1",",0","0",",0","24",",0","1",",0","9",",0","0",",0","","","","","-11.1",",0,03,","0",",T,0,06,+","25",",,0,06,","3.3",",,0,29,","28.3",",0,31,","","","2491.7","0","357.2",",0","","","","","","","","","","","4.6",",,,0","30",",,,0","6.86",",0","16.45",",,,0","-2.72",",,,0","",""
"USC00058793","1971-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","1.7","0","0.0",",0","6",",0","3",",0","0",",0","0","1,0","0",",0","0",",0","10",",0","0",",0","11",",0","0",",0","","","","","-6.7",",0,06,+","0","1,,0,30,+","10",",,0,04,","8.4",",,0,19,","26.7",",0,12,","","","2723.8","0","232.1",",0","","","","","","","","","","","21.4",",,,0","10",",,,0","10.60",",0","19.40",",,,0","1.80",",,,0","",""
"USC00058793","1971-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","15.1","0","13.4",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","25",",0","0",",0","","","","","-0.6",",0,12,","0",",,0,31,+","0",",,0,31,+","44.7",",,0,30,","31.7",",0,22,+","","","2824.0","0","100.2",",0","","","","","","","","","","","76.5",",,,0","0",",,,0","15.53",",0","24.82",",,,0","6.25",",,,0","",""
"USC00058793","1971-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","197.5","0","182.4",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","","","","","9.4",",0,05,","0",",,0,30,+","0",",,0,30,+","19.8",",,0,09,","40.0",",0,24,+","","","2824.0","0","0.0",",0","","","","","","","","","","","27.4",",,,0","0",",,,0","24.41",",0","32.98",",,,0","15.85",",,,0","",""
"USC00058793","1971-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","385.2","0","187.7",",0","10",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","","","10.0",",0,30,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,16,","41.1",",0,12,","","","2.0","0","2.0",",0","","","","","","","","","","","100.8",",,,0","0",",,,0","24.32",",0","32.69",",,,0","15.95",",,,0","",""
"USC00058793","1971-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","515.3","0","130.1",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","10.0",",0,06,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,14,","34.4",",0,22,","","","3.7","0","1.7",",0","","","","","","","","","","","37.0",",,,0","0",",,,0","22.48",",0","30.13",",,,0","14.82",",,,0","",""
"USC00058793","1971-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","598.7","0","83.4",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","12",",0","","","","","0.6",",0,19,+","0",",,0,30,+","0",",,0,30,+","16.5",",,0,17,","37.2",",0,07,","","","92.5","0","88.8",",0","","","","","","","","","","","27.0",",,,0","0",",,,0","18.15",",0","26.72",",,,0","9.59",",,,0","",""
"USC00058793","1971-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","602.9","0","4.2",",0","4","1,0","2","1,0","0","1,0","0","2,0","0","2,0","0",",0","6",",0","1",",0","18",",0","0",",0","","","","","-5.6",",0,31,+","0","2,,0,31,+","0","2,,0,31,+","7.9","1,,0,18,","28.9",",0,01,","","","281.5","0","189.0",",0","","","","","","","","","","","18.3","1,,,0","0","2,,,0","12.37",",0","20.81",",,,0","3.93",",,,0","",""
"USC00058793","1971-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","602.9","0","0.0",",0","4",",0","3",",0","0",",0","0","3,0","0","3,0","0",",0","25",",0","2",",0","4",",0","0",",0","","","","","-9.4",",0,06,","0","3,,0,30,+","0","3,,0,30,+","16.5",",,0,16,","27.8",",0,11,","","","679.2","0","397.7",",0","","","","","","","","","","","35.6",",,,0","0","3,,,0","5.08",",0","12.74",",,,0","-2.59",",,,0","",""
"USC00058793","1971-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","602.9","0","0.0",",0","1",",0","1",",0","0",",0","6",",0","1",",0","0",",0","30",",0","4",",0","3",",0","0",",0","","","","","-13.9",",0,05,","51",",,0,02,","76",",,0,02,","8.9",",,0,02,","23.3",",0,25,","","","1214.3","0","535.1",",0","","","","","","","","","","","8.9",",,,0","76",",,,0","1.07",",0","8.49",",,,0","-6.35",",,,0","",""
"USC00058793","1972-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","3",",0","1",",0","0",",0","3",",0","2",",0","4",",0","28",",0","4","1,0","1","1,0","0","1,0","","","","","-22.8",",0,15,+","76",",,0,13,","76",",,0,13,","2.5",",,0,03,","22.2","1,0,23,","","","1745.4","0","531.1","1,0","","","","","","","","","","","5.0",",,,0","114",",,,0","0.59","1,0","10.18","1,,,0","-9.00",",,,0","",""
"USC00058793","1972-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","6",",0","0",",0","","","","","-15.6",",0,03,","0",",,0,29,+","0",",T,0,02,","0.0",",T,0,02,","26.7",",0,29,","","","2144.1","0","398.7",",0","","","","","","","","","","","0.0",",T,,0","0",",T,,0","4.58",",0","14.34",",,,0","-5.18",",,,0","",""
"USC00058793","1972-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","2",",0","2",",0","0",",0","1",",0","2",",0","0",",0","13",",0","0",",0","18",",0","0",",0","","","","","-12.8",",0,29,","51",",,0,28,","102",",,0,28,","11.4",",,0,28,","28.9",",0,10,","","","2385.9","0","241.8",",0","","","","","","","","","","","14.4",",,,0","140",",,,0","10.53",",0","20.68",",,,0","0.39",",,,0","",""
"USC00058793","1972-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","8.9","0","8.9",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","21",",0","1",",0","","","","","-3.3",",0,01,","0",",,0,30,+","0",",T,0,15,","5.1",",,0,15,","32.2",",0,06,","","","2529.5","0","143.6",",0","","","","","","","","","","","5.1",",,,0","0",",T,,0","13.84",",0","23.12",",,,0","4.56",",,,0","",""
"USC00058793","1972-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","36.9","0","28.0",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","2",",0","","","","","-1.1",",0,01,","0",",,0,31,+","0",",,0,31,+","74.9",",,0,11,","33.3",",0,21,","","","2608.4","0","78.9",",0","","","","","","","","","","","103.5",",,,0","0",",,,0","16.69",",0","24.39",",,,0","8.99",",,,0","",""
"USC00058793","1972-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","155.9","0","119.0","1,0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","10","1,0","","","","","8.9",",0,15,+","0",",,0,30,+","0",",,0,30,+","28.4",",,0,15,","35.6","1,0,03,","","","2608.7","0","0.3","1,0","","","","","","","","","","","109.6",",,,0","0",",,,0","22.47","1,0","30.74","1,,,0","14.20",",,,0","",""
"USC00058793","1972-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","330.7","0","174.8",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","","","8.9",",0,06,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,03,","37.2",",0,14,","","","5.3","0","5.3",",0","","","","","","","","","","","53.5",",,,0","0",",,,0","23.80",",0","31.30",",,,0","16.30",",,,0","",""
"USC00058793","1972-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","478.6","0","147.9",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","9.4",",0,25,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,24,","34.4",",0,12,+","","","8.4","0","3.1",",0","","","","","","","","","","","50.0",",,,0","0",",,,0","23.00",",0","30.15",",,,0","15.85",",,,0","",""
"USC00058793","1972-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","554.5","0","75.9",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","","","","","4.4",",0,30,","0",",,0,30,+","0",",,0,30,+","17.3",",,0,20,","33.9",",0,18,+","","","44.6","0","36.2",",0","","","","","","","","","","","42.7",",,,0","0",",,,0","19.66",",0","27.16",",,,0","12.15",",,,0","",""
"USC00058793","1972-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","564.8","0","10.3",",0","4",",0","2",",0","0",",0","1",",0","1",",0","0",",0","8",",0","2",",0","17",",0","0",",0","","","","","-5.0",",0,31,","51",",,0,31,","51",",,0,31,","3.8",",,0,31,","31.1",",0,02,","","","225.6","0","181.0",",0","","","","","","","","","","","8.9",",,,0","51",",,,0","12.83",",0","20.45",",,,0","5.21",",,,0","",""
"USC00058793","1972-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","564.8","0","0.0",",0","10",",0","8",",0","0",",0","16",",0","6",",0","0",",0","27",",0","4",",0","1",",0","0",",0","","","","","-16.1",",0,22,","152",",,0,27,","127",",,0,27,","20.3",",,0,09,","21.1",",0,05,","","","744.3","0","518.7",",0","","","","","","","","","","","68.4",",,,0","433",",,,0","1.04",",0","7.36",",,,0","-5.28",",,,0","",""
"USC00058793","1972-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","564.8","0","0.0","1,0","6",",0","0",",0","0",",0","18",",0","3",",0","3",",0","30",",0","10","1,0","0","1,0","0","1,0","","","","","-22.2",",0,06,","51",",,0,17,+","38",",,0,12,+","2.3",",,0,09,","16.7","1,0,27,","","","1369.6","0","625.3","1,0","","","","","","","","","","","9.4",",,,0","127",",,,0","-2.37","1,0","3.96","1,,,0","-8.69",",,,0","",""
"USC00058793","1973-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","","0.0",",0","5",",0","2",",0","0",",0","7",",0","3",",0","0",",0","30",",0","10",",0","0",",0","0",",0","","","","","-16.7",",0,10,+","102",",,0,27,","140",",,0,27,","11.4",",,0,27,","18.3",",0,16,","","","1968.4","","598.8",",0","","","","","","","","","","","18.0",",,,0","216",",,,0","-0.98",",0","5.07",",,,0","-7.04",",,,0","",""
"USC00058793","1973-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","","0.0",",0","1",",0","1",",0","0",",0","6",",0","0",",0","0",",0","26",",0","1",",0","1",",0","0",",0","","","","","-11.7",",0,09,","76",",,0,01,","3",",,0,01,","2.5",",,0,01,","21.1",",0,24,","","","2401.7","","433.3",",0","","","","","","","","","","","2.5",",,,0","3",",,,0","2.86",",0","10.24",",,,0","-4.52",",,,0","",""
"USC00058793","1973-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","","0.0",",0","13",",0","12",",0","0",",0","2",",0","4",",0","0",",0","17",",0","0",",0","1",",0","0",",0","","","","","-4.4",",0,16,","152",",,0,30,","152",",,0,30,","11.4",",,0,30,+","21.1",",0,18,","","","2784.0","","382.3",",0","","","","","","","","","","","69.5",",,,0","381",",,,0","6.00",",0","12.05",",,,0","-0.05",",,,0","",""
"USC00058793","1973-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","","0.0","1,0","4",",0","3",",0","0",",0","6",",0","1",",0","0",",0","13",",0","1","1,0","8","1,0","0","1,0","","","","","-8.3",",0,09,+","102",",,0,01,","51",",,0,07,","8.6",",,0,26,","27.8","1,0,28,","","","3081.1","","297.1","1,0","","","","","","","","","","","19.5",",,,0","64",",,,0","8.30","1,0","15.80","1,,,0","0.79",",,,0","",""
"USC00058793","1973-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","14.4","","14.4",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","0.6",",0,03,","0",",,0,31,+","0",",,0,31,+","12.4",",,0,13,","29.4",",0,25,+","","","3173.4","","92.3",",0","","","","","","","","","","","39.0",",,,0","0",",,,0","15.82",",0","23.60",",,,0","8.04",",,,0","",""
"USC00058793","1973-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","150.0","","135.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","","","7.8",",0,20,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,28,","38.9",",0,25,","","","3177.3","","3.9",",0","","","","","","","","","","","5.1",",,,0","0",",,,0","22.73",",0","31.49",",,,0","13.96",",,,0","",""
"USC00058793","1973-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","323.4","","173.4",",0","10",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","11.1",",0,15,","0",",,0,31,+","0",",,0,31,+","40.6",",,0,14,","39.4",",0,07,","","","0.0","","0.0",",0","","","","","","","","","","","159.7",",,,0","0",",,,0","23.93",",0","31.04",",,,0","16.82",",,,0","",""
"USC00058793","1973-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","512.0","","188.6","1,0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","17","1,0","","","","","13.9",",0,29,+","0",",,0,31,+","0",",,0,31,+","40.6",",,0,04,","37.2","1,0,24,","","","0.0","","0.0","1,0","","","","","","","","","","","62.4",",,,0","0",",,,0","24.62","1,0","32.32","1,,,0","16.92",",,,0","",""
"USC00058793","1973-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","534.1","","22.1",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","5.0",",0,17,+","0",",,0,30,+","0",",,0,30,+","71.1",",,0,24,","31.7",",0,02,","","","75.3","","75.3",",0","","","","","","","","","","","95.5",",,,0","0",",,,0","16.56",",0","22.72",",,,0","10.39",",,,0","",""
"USC00058793","1973-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","0.0",",0","1",",0","1",",0","0",",0","1",",0","1",",0","0",",0","20",",0","0",",0","8",",0","0",",0","","","","","-10.0",",0,21,","25",",,0,20,","25",",,0,20,","2.5",",,0,20,","27.8",",0,12,","","","","","345.3",",0","","","","","","","","","","","2.5",",,,0","25",",,,0","6.82",",0","14.54",",,,0","-0.90",",,,0","",""
"USC00058793","1974-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","0.0",",0","","","","","","","","","","","0",",0","27",",0","1",",0","1",",0","0",",0","","","","","-12.2",",0,25,+","","","","","","","21.1",",0,26,","","","","","402.3",",0","","","","","","","","","","","","","","","3.97",",0","13.28",",,,0","-5.35",",,,0","",""
"USC00058793","1974-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","0.0",",0","3",",0","2",",0","0",",0","0",",0","1",",0","0",",0","16",",0","0",",0","16",",0","0",",0","","","","","-11.7",",0,21,","0",",,0,31,+","25",",,0,10,","14.0",",,0,10,","27.8",",0,30,","","","","","292.7",",0","","","","","","","","","","","26.7",",,,0","25",",,,0","8.89",",0","18.67",",,,0","-0.88",",,,0","",""
"USC00058793","1974-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","10.0",",0","2",",0","1",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","18",",0","1",",0","","","","","-4.4",",0,16,+","0",",T,0,03,","51",",,0,13,","5.6",",,0,13,","32.2",",0,25,","","","","","165.0",",0","","","","","","","","","","","6.1",",,,0","56",",,,0","13.17",",0","22.47",",,,0","3.87",",,,0","",""
"USC00058793","1974-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","61.7","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","13","1,0","","","","","2.2",",0,05,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,25,","36.7","1,0,28,","","","","","22.3","1,0","","","","","","","","","","","9.1",",,,0","0",",,,0","19.56","1,0","30.41","1,,,0","8.71",",,,0","",""
"USC00058793","1974-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","138.5",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","13",",0","","","","","6.7",",0,08,","0",",,0,30,+","0",",,0,30,+","35.6",",,0,08,","40.0",",0,20,","","","","","13.1",",0","","","","","","","","","","","75.1",",,,0","0",",,,0","22.51",",0","31.44",",,,0","13.59",",,,0","",""
"USC00058793","1974-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","241.2","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","29","1,0","","","","","12.2",",0,30,+","0",",,0,31,+","0",",,0,31,+","18.5",",,0,29,","38.3","1,0,02,","","","0.0","0","0.0","1,0","","","","","","","","","","","23.8",",,,0","0",",,,0","26.29","1,0","35.46","1,,,0","17.13",",,,0","",""
"USC00058793","1974-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","113.6","1,0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","11","1,0","","","","","8.9",",0,11,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,08,","35.6","1,0,19,","","","3.3","0","3.3","1,0","","","","","","","","","","","47.0",",,,0","0",",,,0","22.10","1,0","29.72","1,,,0","14.48",",,,0","",""
"USC00058793","1974-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","28.8","3,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","17","2,0","4","2,0","","","","","2.2","1,0,03,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,14,","35.6","2,0,10,","","","86.7","0","83.4","2,0","","","","","","","","","","","8.4",",,,0","0",",,,0","16.58","3,0","24.36","2,,,0","8.79","1,,,0","",""
"USC00058793","1974-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","9.4",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","19",",0","0",",0","","","","","-1.1",",0,15,","0",",,0,31,+","0",",,0,31,+","28.2",",,0,12,","31.1",",0,05,","","","213.3","0","126.6",",0","","","","","","","","","","","36.9",",,,0","0",",,,0","14.55",",0","22.85",",,,0","6.25",",,,0","",""
"USC00058793","1974-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","2",",0","0",",0","","","","","-16.1",",0,30,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,02,","23.9",",0,21,","","","600.1","0","386.8",",0","","","","","","","","","","","7.6",",,,0","0",",,,0","5.44",",0","12.90",",,,0","-2.02",",,,0","",""
"USC00058793","1974-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","0.0","1,0","1",",0","0",",0","0",",0","2",",0","1",",0","0",",0","30",",0","1","1,0","0","1,0","0","1,0","","","","","-15.6",",0,01,","51",",,0,31,+","51",",,0,30,","1.8",",,0,30,","20.0","1,0,04,","","","1149.2","0","549.1","1,0","","","","","","","","","","","1.8",",,,0","51",",,,0","0.13","1,0","8.17","1,,,0","-7.90",",,,0","",""
"USC00058793","1975-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","2",",0","1",",0","0",",0","8","1,0","2",",0","1",",0","31",",0","4","1,0","1","1,0","0","1,0","","","","","-22.2",",0,12,","51","1,,0,30,+","51",",,0,30,+","2.8",",,0,30,","21.7","1,0,26,","","","1691.3","0","542.1","1,0","","","","","","","","","","","3.6",",,,0","115",",,,0","0.20","1,0","7.98","1,,,0","-7.58",",,,0","",""
"USC00058793","1975-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","4",",0","1",",0","0",",0","4",",0","1",",0","1",",0","28",",0","5","1,0","0","1,0","0","1,0","","","","","-19.4",",0,06,","51",",,0,07,+","51",",,0,05,","2.5",",,0,05,","20.0","1,0,28,","","","2188.6","0","497.3","1,0","","","","","","","","","","","3.9",",,,0","77",",,,0","-0.13","1,0","8.56","1,,,0","-8.81",",,,0","",""
"USC00058793","1975-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","","","","","0",",0","26",",0","2",",0","5",",0","0",",0","","","","","-10.6",",0,29,","","","","","17.8",",,0,09,","26.7",",0,20,","","","2607.9","0","419.3",",0","","","","","","","","","","","17.8",",,,0","","","4.81",",0","13.57",",,,0","-3.96",",,,0","",""
"USC00058793","1975-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","2",",0","2",",0","0",",0","","","","","0",",0","14",",0","0",",0","13",",0","0",",0","","","","","-13.3",",0,02,","","","","","21.6",",,0,10,","27.8",",0,17,","","","2868.6","0","260.7",",0","","","","","","","","","","","24.4",",,,0","","","9.64",",0","18.78",",,,0","0.50",",,,0","",""
"USC00058793","1975-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","7.7","0","7.7","1,0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","24","1,0","0","1,0","","","","","-2.2",",0,07,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,28,","30.0","1,0,21,+","","","2975.1","0","106.5","1,0","","","","","","","","","","","50.3",",,,0","0",",,,0","14.99","1,0","23.72","1,,,0","6.26",",,,0","",""
"USC00058793","1975-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","76.6","0","68.9",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","","","3.3",",0,11,","0",",,0,30,+","0",",,0,30,+","21.1",",,0,21,","34.4",",0,03,","","","2993.7","0","18.6",",0","","","","","","","","","","","52.9",",,,0","0",",,,0","20.01",",0","27.63",",,,0","12.39",",,,0","",""
