"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00053005","1947-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","219.2","0","0.0",",0","7",",0","3",",0","0",",0","","","3",",0","3",",0","30",",0","4",",0","0",",0","0",",0","","","","","-22.2",",0,22,","","","76",",,0,10,","7.4",",,0,27,","15.6",",0,01,","","","843.6","0","573.1",",0","","","","","22.4",",,,0","272",",,,0","-0.77",",0","6.11",",,,0","-7.66",",,,0","","","","","",""
"USC00053005","1947-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","219.2","0","0.0",",0","4",",0","2",",0","0",",0","","","3",",0","1",",0","30",",0","3",",0","0",",0","0",",0","","","","","-27.2",",0,31,","","","229",",,0,30,","15.5",",,0,30,","18.9",",0,26,","","","1426.5","0","582.9",",0","","","","","20.6",",,,0","354",",,,0","-0.47",",0","6.76",",,,0","-7.70",",,,0","","","","","",""
"USC00053005","1948-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","9",",0","5",",0","0",",0","","","6",",0","8",",0","31",",0","11",",0","0",",0","0",",0","","","","","-35.6",",0,28,","","","124",",,0,25,","7.6",",,0,26,","13.9",",0,08,","","","2144.4","0","717.9",",0","","","","","25.8",",,,0","429",",,,0","-4.83",",0","2.65",",,,0","-12.30",",,,0","","","","","",""
"USC00053005","1948-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","","","3",",0","8",",0","27",",0","11",",0","0",",0","0",",0","","","","","-24.4",",0,08,","","","107",",,0,29,","10.2",",,0,29,","14.4",",0,26,+","","","2797.4","0","653.0",",0","","","","","17.8",",,,0","206",",,,0","-4.18",",0","2.79",",,,0","-11.16",",,,0","","","","","",""
"USC00053005","1948-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","1,0","9",",0","2",",0","0",",0","","","3",",0","6","1,0","27","1,0","8",",0","0",",0","0",",0","","","","","-23.9","1,0,12,","","","86",",,0,03,","5.1",",,0,03,","20.6",",0,24,","","","3368.7","0","571.3",",0","","","","","17.3",",,,0","246",",,,0","-0.87","1,0","6.62",",,,0","-8.35","1,,,0","","","","","",""
"USC00053005","1948-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","2",",0","1",",0","0",",0","","","0",",0","0",",0","11",",0","0",",0","10",",0","0",",0","","","","","-7.8",",0,12,","","","0",",T,0,11,","16.5",",,0,24,","27.8",",0,29,","","","3624.7","0","256.0",",0","","","","","17.0",",,,0","0",",T,,0","9.80",",0","18.51",",,,0","1.09",",,,0","","","","","",""
"USC00053005","1948-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","2.5","0","2.5","1,0","11","1,0","4","1,0","1","1,0","","","0","1,0","0","1,0","4","1,0","0","1,0","19","1,0","0","1,0","","","","","-5.6","1,0,06,","","","0","1,,0,31,+","27.4","1,,0,31,","30.6","1,0,20,+","","","3777.6","0","152.9","1,0","","","","","54.9","1,,,0","0","1,,,0","13.32","1,0","21.36","1,,,0","5.28","1,,,0","","","","","",""
"USC00053005","1948-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","31.1","0","28.6",",0","11",",0","6",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","","","","","6.1",",0,28,","","","0",",,0,30,+","14.0",",,0,21,","32.2",",0,17,","","","3812.8","0","35.2",",0","","","","","47.8",",,,0","0",",,,0","18.11",",0","25.50",",,,0","10.73",",,,0","","","","","",""
"USC00053005","1948-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","119.7","0","88.6",",0","4",",0","1",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","7.2",",0,30,","","","0",",,0,31,+","5.1",",,0,01,","33.9",",0,08,","","","0.1","0","0.1",",0","","","","","9.2",",,,0","0",",,,0","21.19",",0","30.09",",,,0","12.29",",,,0","","","","","",""
"USC00053005","1948-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","185.0","0","65.3",",0","6",",0","1",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","5.6",",0,27,","","","0",",,0,31,+","12.7",",,0,05,","34.4",",0,28,+","","","1.8","0","1.7",",0","","","","","19.1",",,,0","0",",,,0","20.39",",0","29.93",",,,0","10.84",",,,0","","","","","",""
"USC00053005","1948-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","211.4","0","26.4",",0","5",",0","0",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","","","","","3.3",",0,10,","","","0",",,0,30,+","1.8",",,0,07,+","34.4",",0,04,","","","41.2","0","39.4",",0","","","","","5.2",",,,0","0",",,,0","17.90",",0","27.28",",,,0","8.51",",,,0","","","","","",""
"USC00053005","1948-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","211.4","0","0.0",",0","3",",0","2",",0","0",",0","","","1",",0","0",",0","21",",0","0",",0","12",",0","0",",0","","","","","-14.4",",0,17,","","","114",",,0,16,","12.7",",,0,16,","27.8",",0,03,","","","324.3","0","283.1",",0","","","","","18.3",",,,0","114",",,,0","9.20",",0","19.00",",,,0","-0.59",",,,0","","","","","",""
"USC00053005","1948-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","211.4","0","0.0",",0","5",",0","1",",0","0",",0","","","3",",0","0",",0","28",",0","2",",0","0",",0","0",",0","","","","","-13.9",",0,28,","","","89",",,0,11,","5.1",",,0,11,","19.4",",0,15,","","","826.2","0","501.9",",0","","","","","9.8",",,,0","191",",,,0","1.60",",0","8.76",",,,0","-5.56",",,,0","","","","","",""
"USC00053005","1948-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","211.4","0","0.0",",0","5",",0","4",",0","0",",0","","","4",",0","3",",0","30",",0","6",",0","0",",0","0",",0","","","","","-28.3",",0,25,","","","180",",,0,23,","9.4",",,0,23,","18.9",",0,03,","","","1481.9","0","655.7",",0","","","","","23.9",",,,0","394",",,,0","-2.82",",0","5.00",",,,0","-10.64",",,,0","","","","","",""
"USC00053005","1949-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","8",",0","1",",0","0",",0","30",",0","4",",0","16","1,0","30","1,0","20","1,0","0","1,0","0","1,0","","","","","-33.3","1,0,29,","178",",,0,05,+","102",",,0,03,","2.5",",,0,28,","10.6","1,0,08,","","","2307.5","0","825.6","1,0","","","","","8.9",",,,0","324",",,,0","-10.21","2,0","-2.30","1,,,0","-18.11","1,,,0","","","","","",""
"USC00053005","1949-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","8","2,0","1","1,0","8",",0","28",",0","10",",0","0",",0","0",",0","","","","","-26.1",",0,13,","51","2,,0,08,+","30","1,,0,13,","2.0",",,0,13,","17.2",",0,23,","","","2920.8","0","613.3",",0","","","","","2.8",",,,0","38","1,,,0","-3.57",",0","4.86",",,,0","-12.00",",,,0","","","","","",""
"USC00053005","1949-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","9",",0","5",",0","0",",0","7",",0","4",",0","0","1,0","28","1,0","1","1,0","0","1,0","0","1,0","","","","","-15.6","1,0,31,","76",",,0,31,+","145",",,0,29,","21.3",",,0,09,","20.0","1,0,20,","","","3357.5","0","436.7","1,0","","","","","49.8",",,,0","403",",,,0","3.15","2,0","10.62","1,,,0","-4.33","1,,,0","","","","","",""
"USC00053005","1949-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","1","1,0","1",",0","0",",0","14",",0","1",",0","10",",0","0",",0","","","","","-6.7",",0,11,","102","1,,0,14,","102",",,0,14,","16.8",",,0,14,","28.3",",0,25,","","","3639.5","0","282.0",",0","","","","","38.9",",,,0","110",",,,0","8.93",",0","16.58",",,,0","1.28",",,,0","","","2858","1,,,0","",""
"USC00053005","1949-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.3","0","0.3",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","","","","","0.0",",0,01,","0",",,0,31,+","0",",T,0,07,","23.6",",,0,06,","28.9",",0,04,","107.6","5,,,0","3797.7","0","158.2",",0","","","","","74.5",",,,0","0",",T,,0","13.24",",0","20.47",",,,0","6.01",",,,0","","","2332",",,,0","",""
"USC00053005","1949-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","28.4","0","28.1",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","","","","","5.0",",0,02,+","0",",,0,30,+","0",",,0,30,+","89.9",",,0,04,","32.8",",0,29,","117.4","2,,,0","3848.8","0","51.1",",0","","","","","160.4",",,,0","0",",,,0","17.56",",0","24.78",",,,0","10.35",",,,0","","","1474",",,,0","",""
"USC00053005","1949-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","120.8","0","92.4",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","10","","10.0",",0,21,","0",",,0,31,+","0",",T,0,15,","44.7",",,0,08,","33.9",",0,31,+","155.1","3,,,0","1.4","0","1.4",",0","","","","","79.6",",,,0","0",",T,,0","21.27",",0","29.37",",,,0","13.17",",,,0","","","1416","1,,,0","",""
"USC00053005","1949-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","196.0","0","75.2",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","7.8",",0,22,+","0",",,0,31,+","0",",T,0,08,","9.7",",,0,08,","35.0",",0,22,","170.5","2,,,0","6.5","0","5.1",",0","","","","","18.9",",,,0","0",",T,,0","20.60",",0","29.13",",,,0","12.06",",,,0","","","1340",",,,0","",""
"USC00053005","1949-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","200.5","0","4.5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","1.1",",0,18,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,03,","31.7",",0,20,","106.3","5,,,0","97.1","0","90.6",",0","","","","","10.7",",,,0","0",",,,0","15.46",",0","24.20",",,,0","6.73",",,,0","","","1179","3,,,0","",""
"USC00053005","1949-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","200.5","0","0.0",",0","9",",0","6",",0","0",",0","1",",0","1",",0","0",",0","15",",0","0",",0","6",",0","0",",0","","","","","-6.7",",0,22,","25",",,0,20,","38",",,0,20,","7.6",",,0,30,","27.2",",0,05,","70.4","3,,,0","413.4","0","316.3",",0","","","","","31.7",",,,0","56",",,,0","8.13",",0","16.35",",,,0","-0.09",",,,0","","","1831","3,,,0","",""
"USC00053005","1949-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","200.5","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","8",",0","0",",0","","","","","-9.4",",0,21,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,11,","22.8",",0,18,","","","733.1","0","319.7",",0","","","","","0.0",",T,,0","0",",,,0","7.68",",0","17.71",",,,0","-2.35",",,,0","","","","","",""
"USC00053005","1949-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","200.5","0","0.0",",0","1",",0","0",",0","0",",0","2",",0","1",",0","2",",0","30",",0","5",",0","0",",0","0",",0","","","","","-21.7",",0,12,","51",",,0,11,","51",",,0,11,","1.5",",,0,11,","18.9",",0,05,","","","1353.9","0","620.8",",0","","","","","1.5",",,,0","51",",,,0","-1.69",",0","7.04",",,,0","-10.43",",,,0","","","","","",""
"USC00053005","1950-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","5","1,0","1",",0","7",",0","31",",0","9",",0","0",",0","0",",0","","","","","-28.3",",0,04,","51","1,,0,27,+","71",",,0,25,","5.1",",,0,25,","19.4",",0,21,","","","2052.1","0","698.2",",0","","","","","9.2",",,,0","102",",,,0","-4.19",",0","4.77",",,,0","-13.15",",,,0","","","","","",""
"USC00053005","1950-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","1",",0","0",",0","1",",0","28",",0","0",",0","1",",0","0",",0","","","","","-17.8",",0,02,","25",",,0,28,","18",",,0,28,","1.8",",,0,28,","21.7",",0,26,","","","2519.5","0","467.4",",0","","","","","4.4",",,,0","31",",,,0","1.64",",0","10.57",",,,0","-7.29",",,,0","","","","","",""
"USC00053005","1950-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","4",",0","3",",0","1",",0","24",",0","3",",0","0",",0","0",",0","","","","","-23.9",",0,13,","76",",,0,12,","46",",,0,12,","4.6",",,0,12,","20.6",",0,05,","","","2994.9","0","475.4",",0","","","","","9.2",",,,0","120",",,,0","3.00",",0","10.53",",,,0","-4.54",",,,0","","","4893","1,,,0","",""
"USC00053005","1950-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","6",",0","5",",0","0",",0","3",",0","2",",0","0",",0","17",",0","0",",0","6",",0","0",",0","","","","","-8.9",",0,19,","102",",,0,28,","127",",,0,28,","17.8",",,0,28,","27.8",",0,22,","","","3299.4","0","304.5",",0","","","","","50.9",",,,0","180",",,,0","8.18",",0","16.41",",,,0","-0.04",",,,0","","","3951",",,,0","",""
"USC00053005","1950-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","10",",0","6",",0","1",",0","1",",0","1",",0","0",",0","6",",0","0",",0","11",",0","0",",0","","","","","-1.7",",0,06,","76",",,0,25,","114",",,0,25,","54.1",",,0,25,","28.3",",0,23,+","108.3","3,,,0","3532.1","0","232.7",",0","","","","","99.5",",,,0","114",",,,0","10.83",",0","18.26",",,,0","3.39",",,,0","","","2649","4,,,0","",""
"USC00053005","1950-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","36.7","0","36.7",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","","","5","","2.2",",0,04,","0",",,0,30,+","0",",T,0,19,+","18.5",",,0,03,","32.2",",0,12,","172.8","1,,,0","3576.6","0","44.5",",0","","","","","33.7",",,,0","0",",T,,0","18.07",",0","26.60",",,,0","9.55",",,,0","","","2201",",,,0","",""
"USC00053005","1950-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","75.7","0","39.0",",0","16",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","7.2",",0,19,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,21,","31.7",",0,16,+","142.9","2,,,0","8.6","0","8.6",",0","","","","","35.2",",,,0","0",",,,0","19.31",",0","26.38",",,,0","12.24",",,,0","","","1669",",,,0","",""
"USC00053005","1950-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","97.5","0","21.8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","6.7",",0,23,+","0",",,0,31,+","0",",,0,31,+","5.8",",,0,27,","31.7",",0,31,+","130.3","4,,,0","24.6","0","16.0",",0","","","","","15.2",",,,0","0",",,,0","18.52",",0","27.44",",,,0","9.60",",,,0","","","1445","3,,,0","",""
"USC00053005","1950-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","108.5","0","11.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","1",",0","1","","3","","2.2",",0,26,","0",",,0,30,+","0",",,0,30,+","8.1",",,0,19,","32.2",",0,01,","85.7","5,,,0","140.8","0","116.2",",0","","","","","43.3",",,,0","0",",,,0","14.83",",0","21.75",",,,0","7.91",",,,0","","","1378","2,,,0","",""
"USC00053005","1950-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","108.5","0","0.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","20",",0","0",",0","","","1","","-2.8",",0,27,+","0",",,0,31,+","0",",,0,31,+","4.3",",,0,02,","28.9",",0,12,","82.5","3,,,0","341.4","0","200.6",",0","","","","","7.9",",,,0","0",",,,0","11.86",",0","22.12",",,,0","1.61",",,,0","","","1903","1,,,0","",""
"USC00053005","1950-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","108.5","0","0.0",",0","4",",0","2",",0","0",",0","4","2,0","1","1,0","2",",0","24",",0","2",",0","0",",0","0",",0","","","","","-26.7",",0,10,","127","2,,0,08,","119","1,,0,08,","6.4",",,0,08,","20.6",",0,04,","","","808.3","0","466.9",",0","","","","","12.8",",,,0","132","1,,,0","2.77",",0","10.44",",,,0","-4.90",",,,0","","","2637",",,,0","",""
"USC00053005","1950-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","108.5","0","0.0",",0","2",",0","0",",0","0",",0","2","2,0","1",",0","2",",0","29",",0","2",",0","0",",0","0",",0","","","","","-24.4",",0,06,","25","2,,0,06,+","41",",,0,05,","1.8",",,0,05,","16.1",",0,25,+","","","1354.1","0","545.8",",0","","","","","2.1",",,,0","46",",,,0","0.73",",0","9.01",",,,0","-7.56",",,,0","","","3883","1,,,0","",""
"USC00053005","1951-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","8",",0","1",",0","0",",0","9",",0","6",",0","5",",0","28",",0","6",",0","0",",0","0",",0","","","","","-28.9",",0,31,","152",",,0,31,+","114",",,0,29,","8.6",",,0,29,","17.8",",0,25,","","","2033.0","0","678.9",",0","","","","","18.5",",,,0","314",",,,0","-3.57",",0","4.15",",,,0","-11.29",",,,0","","","3582",",,,0","",""
"USC00053005","1951-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","5",",0","3",",0","0",",0","8",",0","1",",0","5",",0","25",",0","3",",0","2",",0","0",",0","","","","","-40.6",",0,01,","102",",,0,01,","76",",,0,13,","7.9",",,0,12,","21.1",",0,11,+","","","2571.0","0","538.0",",0","","","","","17.9",",,,0","112",",,,0","-0.88",",0","7.33",",,,0","-9.10",",,,0","","","2280","2,,,0","",""
"USC00053005","1951-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","9","2,0","0","2,0","0","2,0","0",",0","2",",0","0",",0","30",",0","3",",0","0",",0","0",",0","","","","","-13.9",",0,12,","0",",T,0,28,+","30",",,0,18,","2.3","2,,0,18,","20.0",",0,26,","","","3105.3","0","534.3",",0","","","","","9.0",",a,,0","81",",a,,0","1.10",",0","9.17",",,,0","-6.97",",,,0","","","5720",",,,0","",""
"USC00053005","1951-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","9","2,0","5","2,0","0","2,0","0","4,0","2","1,0","0",",0","16",",0","0",",0","4",",0","0",",0","","","","","-9.4",",0,02,","0","4,,0,30,+","102","1,,0,10,","8.6","2,,0,05,","22.8",",0,29,+","87.7","3,,,0","3467.8","0","362.5",",0","","","","","28.2","2,,,0","171","1,,,0","6.25",",0","13.67",",,,0","-1.17",",,,0","","","3428","1,,,0","",""
"USC00053005","1951-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","4.7","0","4.7",",0","10","3,0","7","3,0","0","3,0","0",",0","0",",0","0",",0","5",",0","0",",0","14",",0","0",",0","","","13","","-3.3",",0,02,","0",",,0,31,+","0",",,0,31,+","21.1","3,,0,17,","31.1",",0,28,","","","3641.2","0","173.4",",0","","","","","65.6","1,a,,0","0",",,,0","12.89",",0","20.43",",,,0","5.36",",,,0","","","2482","3,,,0","",""
"USC00053005","1951-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","10.3","0","5.6",",0","16",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","0.6",",0,02,","0",",,0,30,+","0",",T,0,02,+","9.9",",,0,01,","31.1",",0,25,","115.2","2,,,0","3752.2","0","111.0",",0","","","","","53.8",",,,0","0",",T,,0","14.82",",0","22.17",",,,0","7.47",",,,0","","","1835","1,,,0","",""
"USC00053005","1951-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","117.0","0","106.7",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","","","9","","7.2",",0,13,","0",",,0,31,+","0",",T,0,31,+","26.2",",,0,22,","36.1",",0,07,","160.1","4,,,0","10.9","0","10.9",",0","","","","","50.2",",,,0","0",",T,,0","21.42",",0","29.96",",,,0","12.89",",,,0","","","1501",",,,0","",""
"USC00053005","1951-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","165.5","0","48.5",",0","14",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","8.3",",0,16,","0",",,0,31,+","0",",,0,31,+","77.7",",,0,03,","33.3",",0,16,","105.7","5,,,0","24.8","0","13.9",",0","","","","","187.8",",,,0","0",",,,0","19.45",",0","26.87",",,,0","12.02",",,,0","","","1234","2,,,0","",""
"USC00053005","1951-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","170.8","0","5.3",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","22",",0","0",",0","","","2","","-1.7",",0,27,+","0",",,0,30,+","0",",,0,30,+","14.0",",,0,21,","31.1",",0,11,+","125.8","1,,,0","142.8","0","118.0",",0","","","","","24.4",",,,0","0",",,,0","14.58",",0","22.86",",,,0","6.30",",,,0","","","3639",",,,0","",""
"USC00053005","1951-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","170.8","0","0.0",",0","6",",0","2",",0","1",",0","1",",0","1",",0","0",",0","20",",0","1",",0","7",",0","0",",0","","","","","-5.0",",0,31,","51",",,0,21,","71",",,0,21,","42.4",",,0,05,","25.0",",0,01,","","","466.5","0","323.7",",0","","","","","69.3",",,,0","79",",,,0","7.89",",0","15.98",",,,0","-0.20",",,,0","","","1608",",,,0","",""
"USC00053005","1951-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","170.8","0","0.0",",0","6",",0","2",",0","0",",0","5",",0","2",",0","2",",0","29",",0","3",",0","0",",0","0",",0","","","","","-27.2",",0,02,","102",",,0,02,+","102",",,0,01,","8.6",",,0,01,","17.8",",0,20,","","","986.6","0","520.1",",0","","","","","16.8",",,,0","178",",,,0","1.00",",0","9.52",",,,0","-7.53",",,,0","","","2128","1,,,0","",""
"USC00053005","1951-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","170.8","0","0.0",",0","8",",0","4",",0","0",",0","18","1,0","4",",0","5",",0","31",",0","8",",0","0",",0","0",",0","","","","","-23.3",",0,20,+","102","1,,0,31,+","102",",,0,30,","7.6",",,0,30,","16.7",",0,01,","","","1655.8","0","669.2",",0","","","","","23.8",",,,0","249",",,,0","-3.25",",0","3.63",",,,0","-10.14",",,,0","","","8135",",,,0","",""
"USC00053005","1952-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","12",",0","0",",0","4",",0","31",",0","9",",0","0",",0","0",",0","","","","","-25.0",",0,03,+","102",",,0,02,+","5",",,0,01,","1.5",",,0,18,","13.9",",0,29,","","","2307.9","0","652.1",",0","","","","","1.8",",,,0","5",",,,0","-2.70",",0","5.03",",,,0","-10.44",",,,0","","","2614",",,,0","",""
"USC00053005","1952-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","29",",0","0",",0","0",",0","0",",0","","","","","-18.3",",0,25,","0",",T,0,29,+","10",",,0,18,","0.8",",,0,29,+","17.2",",0,27,","","","2829.4","0","521.5",",0","","","","","2.2",",,,0","21",",,,0","0.35",",0","8.60",",,,0","-7.90",",,,0","","","2581","1,,,0","",""
"USC00053005","1952-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","8",",0","4",",0","0",",0","13",",0","5",",0","1",",0","30",",0","6",",0","0",",0","0",",0","","","","","-23.3",",0,23,","330",",,0,21,","234",",,0,21,","15.0",",,0,21,","16.7",",0,30,","","","3423.1","0","593.7",",0","","","","","40.0",",,,0","577",",,,0","-0.82",",0","6.00",",,,0","-7.64",",,,0","","","4749","1,,,0","",""
"USC00053005","1952-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","9",",0","0",",0","","","","","-5.6",",0,05,","0",",T,0,22,+","8",",,0,08,","20.8",",,0,21,","25.6",",0,27,","","","3723.7","0","300.6",",0","","","","","48.0",",,,0","13",",,,0","8.31",",0","16.38",",,,0","0.25",",,,0","","","2610","3,,,0","",""
"USC00053005","1952-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","12",",0","5",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","0",",0","","","","","0.0",",0,11,","0",",,0,31,+","0",",T,0,09,","42.9",",,0,16,","28.3",",0,04,","109.6","2,,,0","3884.7","0","161.0",",0","","","","","94.2",",,,0","0",",T,,0","13.14",",0","20.28",",,,0","6.00",",,,0","","","5452",",,,0","",""
"USC00053005","1952-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","71.6","0","71.6",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","","","5","","4.4",",0,17,","0",",,0,30,+","0",",T,0,27,+","25.7",",,0,27,","35.6",",0,12,","","","3892.2","0","7.5",",0","","","","","62.5",",,,0","0",",T,,0","20.47",",0","29.36",",,,0","11.59",",,,0","","","1362","3,,,0","",""
