"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023043","1941-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","67.9","0","65.4",",0","15",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","5",",0","","","","","","","8.9",",0,02,","0",",,0,31,+","0",",,0,31,+","42.7",",,0,21,","34.4",",0,09,","","","1841.8","0","29.6",",0","162.9",",,,0","","","0",",,,0","19.49",",0","25.70",",,,0","13.28",",,,0","","","","","","","","","","","",""
"USW00023043","1941-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","195.4","0","127.5","1,0","6",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","7",",0","","","","","","","11.1","1,0,12,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,05,","35.0",",0,30,","","","1842.1","0","0.3",",0","21.7",",,,0","","","0",",,,0","22.69","1,0","29.58",",,,0","15.80","1,,,0","","","","","","","","","","","",""
"USW00023043","1941-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","397.3","0","201.9",",0","10",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","","","15.6",",0,12,","0",",,0,31,+","0",",,0,31,+","30.7",",,0,21,","35.0",",0,10,+","","","0.0","0","0.0",",0","97.3",",,,0","","","0",",,,0","24.85",",0","31.65",",,,0","18.05",",,,0","","","","","","","","","","","",""
"USW00023043","1941-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","599.5","0","202.2",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","","","15.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","25.7",",,0,12,","35.0",",0,26,","","","0.0","0","0.0",",0","49.9",",,,0","","","0",",,,0","24.85",",0","31.75",",,,0","17.96",",,,0","","","","","","","","","","","",""
"USW00023043","1941-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","696.7","0","97.2",",0","15",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","6",",0","","","","","","","7.8",",0,29,+","0",",,0,30,+","0",",,0,30,+","57.4",",,0,22,","33.3",",0,05,+","","","18.6","0","18.6",",0","198.2",",,,0","","","0",",,,0","20.95",",0","27.18",",,,0","14.72",",,,0","","","","","","","","","","","",""
"USW00023043","1941-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","712.4","0","15.7",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","","","","","1.1",",0,31,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,22,","30.6",",0,13,","","","108.8","0","90.2",",0","89.0",",,,0","","","0",",,,0","15.93",",0","22.13",",,,0","9.73",",,,0","","","","","","","","","","","",""
"USW00023043","1941-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","712.4","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","12",",0","0",",0","","","","","","","-7.2",",0,23,","0",",,0,30,+","0",",,0,30,+","2.8",",,0,21,","25.0",",0,16,+","","","361.6","0","252.8",",0","2.8",",,,0","","","0",",,,0","9.91",",0","18.35",",,,0","1.46",",,,0","","","","","","","","","","","",""
"USW00023043","1941-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","712.4","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","1",",0","0",",0","","","","","","","-6.1",",0,28,","0",",T,0,10,","13",",,0,11,","4.3",",,0,10,","22.8",",0,04,","","","740.6","0","379.0",",0","8.7",",,,0","","","13",",,,0","6.11",",0","13.75",",,,0","-1.54",",,,0","","","","","","","","","","","",""
"USW00023043","1942-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","1",",0","0",",0","24",",0","2",",0","3",",0","0",",0","","","","","","","-8.9",",0,10,+","0",",T,0,06,+","46",",,0,03,","3.6",",,0,02,","22.8",",0,25,","","","1170.2","0","429.6",",0","3.9",",,,0","","","46",",,,0","4.48",",0","11.96",",,,0","-3.01",",,,0","","","","","","","","","","","",""
"USW00023043","1942-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","1",",0","0",",0","20",",0","1",",0","3",",0","0",",0","","","","","","","-13.9",",0,18,","0",",T,0,10,","25",",,0,10,","3.0",",,0,10,","22.2",",0,04,","","","1537.1","0","366.9",",0","5.3",",,,0","","","25",",,,0","5.23",",0","13.09",",,,0","-2.63",",,,0","","","","","","","","","","","",""
"USW00023043","1942-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0","1,0","1",",0","1",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0","1,0","13","1,0","0","1,0","","","","","","","-5.6",",0,21,","0",",T,0,07,","41",",,0,07,","4.3",",,0,07,","26.7","1,0,23,","","","1806.7","0","269.6","1,0","4.3",",,,0","","","41",",,,0","9.40","1,0","17.98","1,,,0","0.81",",,,0","","","","","","","","","","","",""
"USW00023043","1942-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","1.4","0","1.4",",0","9",",0","5",",0","0",",0","0",",0","2",",0","0",",0","2",",0","0",",0","20",",0","0",",0","","","","","","","-0.6",",0,09,+","0",",T,0,08,","76",",,0,08,","21.8",",,0,22,","30.6",",0,04,","","","1915.2","0","108.5",",0","61.3",",,,0","","","106",",,,0","14.76",",0","22.23",",,,0","7.29",",,,0","","","","","","","","","","","",""
"USW00023043","1942-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","71.2","0","69.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","","","","","6.1",",0,01,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,23,","36.7",",0,26,","","","1939.3","0","24.1",",0","0.3",",,,0","","","0",",,,0","19.80",",0","28.57",",,,0","11.04",",,,0","","","","","","","","","","","",""
"USW00023043","1942-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","272.3","0","201.1",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","","","","","","","12.2",",0,05,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,07,","39.4",",0,19,","","","1939.3","0","0.0",",0","14.3",",,,0","","","0",",,,0","25.04",",0","33.56",",,,0","16.52",",,,0","","","","","","","","","","","",""
"USW00023043","1942-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","514.4","0","242.1",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","","","14.4",",0,02,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,20,","37.8",",0,12,","","","0.0","0","0.0",",0","49.9",",,,0","","","0",",,,0","26.14",",0","34.04",",,,0","18.24",",,,0","","","","","","","","","","","",""
"USW00023043","1942-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","713.9","0","199.5",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","","","","","16.1",",0,17,","0",",,0,31,+","0",",,0,31,+","61.2",",,0,31,","34.4",",0,10,+","","","0.0","0","0.0",",0","92.2",",,,0","","","0",",,,0","24.77",",0","31.03",",,,0","18.51",",,,0","","","","","","","","","","","",""
"USW00023043","1942-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","808.8","0","94.9",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","","","","","","","3.9",",0,27,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,01,","34.4",",0,17,","","","27.3","0","27.3",",0","63.6",",,,0","","","0",",,,0","20.59",",0","27.94",",,,0","13.24",",,,0","","","","","","","","","","","",""
"USW00023043","1942-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","813.8","0","5.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","","","","","1.7",",0,27,","0",",,0,31,+","0",",,0,31,+","12.4",",,0,02,","30.0",",0,09,+","","","120.7","0","93.4",",0","35.3",",,,0","","","0",",,,0","15.48",",0","22.97",",,,0","7.99",",,,0","","","","","","","","","","","",""
"USW00023043","1942-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","813.8","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","17",",0","0",",0","","","","","","","-5.6",",0,22,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","28.9",",0,19,","","","322.2","0","201.5",",0","0.0",",,,0","","","0",",,,0","11.62",",0","21.51",",,,0","1.72",",,,0","","","","","","","","","","","",""
"USW00023043","1942-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","813.8","0","0.0",",0","4",",0","2",",0","1",",0","2",",0","1",",0","0",",0","21",",0","1",",0","7",",0","0",",0","","","","","","","-7.2",",0,28,","102",",,0,06,","114",",,0,06,","31.8",",,0,20,","27.2",",0,02,","","","662.9","0","340.7",",0","45.3",",,,0","","","114",",,,0","7.34",",0","15.58",",,,0","-0.90",",,,0","","","","","","","","","","","",""
"USW00023043","1943-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","6",",0","0",",0","","","","","","","-13.9",",0,19,","0",",T,0,27,","10",",,0,27,","1.0",",,0,27,","25.6",",0,23,+","","","1055.6","0","392.7",",0","1.3",",,,0","","","10",",,,0","5.67",",0","14.22",",,,0","-2.88",",,,0","","","","","","","","","","","",""
"USW00023043","1943-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","9",",0","0",",0","","","","","","","-7.8",",0,11,","0",",,0,28,+","0",",,0,28,+","0.0",",,0,28,+","26.7",",0,22,","","","1315.6","0","260.0",",0","0.0",",,,0","","","0",",,,0","9.05",",0","18.29",",,,0","-0.20",",,,0","","","","","","","","","","","",""
"USW00023043","1943-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","2.5","0","2.5","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","1","1,0","16","1,0","0","1,0","","","","","","","-10.0",",0,03,","0",",,0,31,+","0",",T,0,06,+","0.0",",T,0,12,+","31.1","1,0,29,","","","1539.5","0","223.9","1,0","0.0",",T,,0","","","0",",T,,0","10.80","1,0","20.06","1,,,0","1.55",",,,0","","","","","","","","","","","",""
"USW00023043","1943-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","41.8","0","39.3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","","","4.4",",0,13,+","0",",,0,30,+","0",",,0,30,+","3.8",",,0,18,","35.6",",0,24,","","","1587.7","0","48.2",",0","5.8",",,,0","","","0",",,,0","18.03",",0","27.29",",,,0","8.78",",,,0","","","","","","","","","","","",""
"USW00023043","1943-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","122.4","0","80.6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","","","","","","","6.1",",0,16,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,09,","35.0",",0,02,","","","1611.0","0","23.3",",0","29.7",",,,0","","","0",",,,0","20.18",",0","28.73",",,,0","11.63",",,,0","","","","","","","","","","","",""
"USW00023043","1943-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","338.2","0","215.8",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","","","","","","","13.9",",0,19,","0",",,0,30,+","0",",,0,30,+","25.7",",,0,29,","37.2",",0,15,","","","1611.0","0","0.0",",0","60.8",",,,0","","","0",",,,0","25.53",",0","33.15",",,,0","17.90",",,,0","","","","","","","","","","","",""
"USW00023043","1943-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","577.0","0","238.8",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","","","16.7",",0,21,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,09,","38.9",",0,29,","","","0.0","0","0.0",",0","17.3",",,,0","","","0",",,,0","26.04",",0","33.56",",,,0","18.51",",,,0","","","","","","","","","","","",""
"USW00023043","1943-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","871.4","0","294.4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","","","16.1",",0,30,","0",",,0,31,+","0",",,0,31,+","4.3",",,0,14,","39.4",",0,20,","","","0.0","0","0.0",",0","5.7",",,,0","","","0",",,,0","27.83",",0","35.91",",,,0","19.75",",,,0","","","","","","","","","","","",""
"USW00023043","1943-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","981.1","0","109.7",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","8",",0","","","","","","","10.0",",0,21,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,02,","35.6",",0,05,","","","10.5","0","10.5",",0","20.1",",,,0","","","0",",,,0","21.64",",0","29.06",",,,0","14.22",",,,0","","","","","","","","","","","",""
"USW00023043","1943-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","982.5","0","1.4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","","","1.1",",0,21,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,01,","31.7",",0,17,","","","105.9","0","95.4",",0","0.3",",,,0","","","0",",,,0","15.30",",0","24.42",",,,0","6.18",",,,0","","","","","","","","","","","",""
"USW00023043","1943-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","982.5","0","0.0",",0","2",",0","2",",0","0",",0","1",",0","1",",0","0",",0","20",",0","0",",0","10",",0","0",",0","","","","","","","-6.7",",0,09,+","51",",,0,26,","102",",,0,26,","11.9",",,0,26,","28.9",",0,05,","","","400.1","0","294.2",",0","14.7",",,,0","","","102",",,,0","8.53",",0","17.78",",,,0","-0.73",",,,0","","","","","","","","","","","",""
"USW00023043","1943-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","982.5","0","0.0",",0","5",",0","4",",0","1",",0","8",",0","3",",0","0",",0","28",",0","2",",0","0",",0","0",",0","","","","","","","-13.3",",0,29,+","51",",,0,28,+","203",",,0,09,","48.8",",,0,09,","18.3",",0,01,","","","877.6","0","477.5",",0","67.6",",,,0","","","356",",,,0","2.93",",0","9.91",",,,0","-4.05",",,,0","","","","","","","","","","","",""
"USW00023043","1944-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","1",",0","2",",0","0",",0","28",",0","0",",0","0",",0","0",",0","","","","","","","-12.2",",0,08,","25",",,0,07,","25",",,0,07,+","15.0",",,0,01,","18.9",",0,24,+","","","1328.9","0","451.3",",0","22.9",",,,0","","","50",",,,0","3.77",",0","12.18",",,,0","-4.64",",,,0","","","","","","","","","","","",""
"USW00023043","1944-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","4",",0","0",",0","","","","","","","-8.9",",0,11,","0",",,0,29,+","0",",T,0,19,","9.9",",,0,27,","22.8",",0,08,","","","1643.2","0","314.3",",0","14.8",",,,0","","","0",",T,,0","7.50",",0","15.06",",,,0","-0.07",",,,0","","","","","","","","","","","",""
"USW00023043","1944-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","1",",0","0",",0","11",",0","0",",0","15",",0","0",",0","","","","","","","-7.2",",0,29,","0",",T,0,18,","25",",,0,18,","2.8",",,0,18,","26.7",",0,24,","","","1885.4","0","242.2",",0","2.8",",,,0","","","25",",,,0","10.52",",0","19.59",",,,0","1.45",",,,0","","","","","","","","","","","",""
"USW00023043","1944-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","24",",0","0",",0","","","","","","","-1.1",",0,23,","0",",,0,30,+","0",",,0,30,+","1.3",",,0,02,","27.8",",0,30,+","","","2008.5","0","123.1",",0","1.8",",,,0","","","0",",,,0","14.23",",0","22.99",",,,0","5.47",",,,0","","","","","","","","","","","",""
"USW00023043","1944-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","79.2","0","79.2",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","","","","","","","1.1",",0,05,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,12,","34.4",",0,31,","","","2030.0","0","21.5",",0","3.6",",,,0","","","0",",,,0","20.20",",0","28.91",",,,0","11.48",",,,0","","","","","","","","","","","",""
"USW00023043","1944-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","292.0","0","212.8",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","","","","","","","10.6",",0,05,","0",",,0,30,+","0",",,0,30,+","34.8",",,0,28,","38.9",",0,21,","","","2030.0","0","0.0",",0","50.4",",,,0","","","0",",,,0","25.43",",0","33.90",",,,0","16.95",",,,0","","","","","","","","","","","",""
"USW00023043","1944-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","546.6","0","254.6",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","","","15.6",",0,14,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,17,","38.9",",0,31,+","","","0.0","0","0.0",",0","38.6",",,,0","","","0",",,,0","26.55",",0","34.01",",,,0","19.09",",,,0","","","","","","","","","","","",""
"USW00023043","1944-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","773.3","0","226.7","2,0","7",",0","2",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","31",",0","23",",0","","","","","","","12.2","2,0,31,","0",",,0,31,+","0",",,0,31,+","85.9",",,0,24,","40.6",",0,03,","","","0.0","0","0.0",",0","97.3",",,,0","","","0",",,,0","26.17","2,0","33.53",",,,0","18.82","2,,,0","","","","","","","","","","","",""
"USW00023043","1944-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","849.9","0","76.6",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","7",",0","","","","","","","8.9",",0,12,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,26,","34.4",",0,21,+","","","10.6","0","10.6",",0","21.8",",,,0","","","0",",,,0","20.53",",0","27.52",",,,0","13.55",",,,0","","","","","","","","","","","",""
"USW00023043","1944-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","861.3","0","11.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","","","3.9",",0,22,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,15,","30.6",",0,13,","","","86.5","0","75.9",",0","22.5",",,,0","","","0",",,,0","16.25",",0","24.04",",,,0","8.46",",,,0","","","","","","","","","","","",""
"USW00023043","1944-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","861.3","0","0.0",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","10",",0","0",",0","","","","","","","-6.7",",0,29,","0",",,0,30,+","0",",,0,30,+","2.8",",,0,16,","26.7",",0,01,","","","357.6","0","271.1",",0","6.7",",,,0","","","0",",,,0","9.30",",0","16.79",",,,0","1.80",",,,0","","","","","","","","","","","",""
"USW00023043","1944-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","861.3","0","0.0",",0","5",",0","1",",0","0",",0","0",",0","1",",0","0",",0","29",",0","0",",0","1",",0","0",",0","","","","","","","-8.9",",0,11,+","0",",,0,31,+","51",",,0,27,","3.6",",,0,27,","21.1",",0,20,","","","815.4","0","457.8",",0","5.5",",,,0","","","51",",,,0","3.56",",0","10.79",",,,0","-3.66",",,,0","","","","","","","","","","","",""
"USW00023043","1945-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","1",",0","0",",0","","","","","","","-6.7",",0,30,","0",",,0,31,+","0",",T,0,30,","0.3",",,0,26,+","21.1",",0,14,","","","1197.4","0","382.0",",0","0.9",",,,0","","","0",",T,,0","6.01",",0","13.96",",,,0","-1.94",",,,0","","","","","","","","","","","",""
"USW00023043","1945-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0","1,0","9","1,0","0","1,0","","","","","","","-7.2",",0,27,+","0",",,0,28,+","0",",T,0,26,+","0.0",",T,0,26,+","27.2","1,0,14,","","","1448.7","0","251.3","1,0","0.0",",T,,0","","","0",",T,,0","8.96","1,0","18.31","1,,,0","-0.39",",,,0","","","","","","","","","","","",""
"USW00023043","1945-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","17",",0","0",",0","","","","","","","-2.2",",0,21,+","0",",,0,31,+","0",",T,0,19,","4.8",",,0,19,","27.2",",0,26,","","","1656.3","0","207.6",",0","4.8",",,,0","","","0",",T,,0","11.64",",0","20.59",",,,0","2.68",",,,0","","","","","","","","","","","",""
"USW00023043","1945-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","2.8","0","2.8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","19",",0","0",",0","","","","","","","-6.7",",0,04,","0",",,0,30,+","0",",T,0,15,+","1.3",",,0,30,","30.6",",0,08,","","","1803.9","0","147.6",",0","3.9",",,,0","","","0",",T,,0","13.51",",0","22.72",",,,0","4.30",",,,0","","","","","","","","","","","",""
"USW00023043","1945-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","123.3","0","120.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","15",",0","","","","","","","6.1",",0,16,+","0",",,0,31,+","0",",,0,31,+","0.5",",,0,15,","37.2",",0,27,","","","1818.9","0","15.0",",0","0.5",",,,0","","","0",",,,0","21.74",",0","30.51",",,,0","12.96",",,,0","","","","","","","","","","","",""
"USW00023043","1945-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","309.9","0","186.6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","","","","","","","11.7",",0,04,+","0",",,0,30,+","0",",,0,30,+","8.1",",,0,19,","38.9",",0,26,","","","1818.9","0","0.0",",0","8.4",",,,0","","","0",",,,0","24.55",",0","33.33",",,,0","15.78",",,,0","","","","","","","","","","","",""
"USW00023043","1945-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","536.8","0","226.9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","","","15.6",",0,04,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,01,","35.6",",0,26,+","","","0.0","0","0.0",",0","36.8",",,,0","","","0",",,,0","25.65",",0","32.45",",,,0","18.85",",,,0","","","","","","","","","","","",""
"USW00023043","1945-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","780.6","0","243.8",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","","","14.4",",0,26,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,20,","38.3",",0,20,+","","","0.0","0","0.0",",0","45.6",",,,0","","","0",",,,0","26.20",",0","33.28",",,,0","19.12",",,,0","","","","","","","","","","","",""
"USW00023043","1945-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","927.2","0","146.6",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","15",",0","","","","","","","2.2",",0,29,","0",",,0,30,+","0",",,0,30,+","10.2",",,0,28,","37.8",",0,05,","","","32.5","0","32.5",",0","20.2",",,,0","","","0",",,,0","22.14",",0","30.28",",,,0","13.99",",,,0","","","","","","","","","","","",""
"USW00023043","1945-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","936.7","0","9.5",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","","","","","","","-1.1",",0,24,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,08,","31.7",",0,31,","","","131.2","0","98.7",",0","35.3",",,,0","","","0",",,,0","15.46",",0","22.76",",,,0","8.15",",,,0","","","","","","","","","","","",""
