"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023043","1945-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","939.5","0","2.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","16",",0","0",",0","","","","","","","-7.2",",0,22,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","29.4",",0,05,","","","349.9","0","218.7",",0","0.0",",,,0","","","0",",,,0","11.13",",0","20.55",",,,0","1.71",",,,0","","","","","","","","","","","",""
"USW00023043","1945-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","939.5","0","0.0",",0","3",",0","2",",0","0",",0","2",",0","2",",0","0",",0","23",",0","0",",0","2",",0","0",",0","","","","","","","-10.6",",0,11,","51",",,0,15,+","109",",,0,14,","13.5",",,0,14,","24.4",",0,29,","","","763.5","0","413.6",",0","18.8",",,,0","","","139",",,,0","4.99",",0","12.56",",,,0","-2.58",",,,0","","","","","","","","","","","",""
"USW00023043","1946-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","6","1,0","4","1,0","0","1,0","6",",0","3",",0","0",",0","27",",0","0",",0","3",",0","0",",0","","","","","","","-13.9",",0,16,","152",",,0,15,","150",",,0,14,","14.0","1,,0,14,","25.6",",0,25,","","","1220.7","0","457.2",",0","29.2","1,,,0","","","295",",,,0","3.59",",0","10.22",",,,0","-3.05",",,,0","","","","","","","","","","","",""
"USW00023043","1946-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","6",",0","0",",0","","","","","","","-7.8",",0,15,","0",",T,0,09,","36",",,0,09,","1.8",",,0,09,","26.1",",0,28,","","","1530.6","0","309.9",",0","1.8",",,,0","","","36",",,,0","7.26",",0","16.90",",,,0","-2.38",",,,0","","","","","","","","","","","",""
"USW00023043","1946-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","3.9","0","3.9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","16",",0","1",",0","","","","","","","-5.6",",0,08,","0",",,0,31,+","0",",,0,31,+","6.4",",,0,26,","32.8",",0,31,","","","1721.2","0","190.6",",0","13.6",",,,0","","","0",",,,0","12.31",",0","21.27",",,,0","3.35",",,,0","","","","","","","","","","","",""
"USW00023043","1946-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","36.6","0","32.7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","2.8",",0,16,","0",",,0,30,+","0",",,0,30,+","7.4",",,0,29,","31.7",",0,02,","","","1755.3","0","34.1",",0","8.7",",,,0","","","0",",,,0","18.29",",0","27.28",",,,0","9.29",",,,0","","","","","","","","","","","",""
"USW00023043","1946-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","100.8","0","64.2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","","","","","","","5.6",",0,11,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,04,","33.3",",0,27,","","","1776.0","0","20.7",",0","7.1",",,,0","","","0",",,,0","19.74",",0","27.60",",,,0","11.87",",,,0","","","","","","","","","","","",""
"USW00023043","1946-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","316.3","0","215.5",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","","","","","","","11.1",",0,01,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,23,","39.4",",0,30,","","","1776.0","0","0.0",",0","42.4",",,,0","","","0",",,,0","25.52",",0","33.68",",,,0","17.35",",,,0","","","","","","","","","","","",""
"USW00023043","1946-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","569.6","0","253.3",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","","","15.6",",0,23,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,01,","38.3",",0,28,","","","0.0","0","0.0",",0","32.0",",,,0","","","0",",,,0","26.50",",0","34.03",",,,0","18.98",",,,0","","","","","","","","","","","",""
"USW00023043","1946-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","826.3","0","256.7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","","","17.2",",0,31,","0",",,0,31,+","0",",,0,31,+","13.0",",,0,27,","38.3",",0,17,","","","0.0","0","0.0",",0","24.0",",,,0","","","0",",,,0","26.61",",0","33.46",",,,0","19.77",",,,0","","","","","","","","","","","",""
"USW00023043","1946-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","961.5","0","135.2",",0","12",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","","","","","7.8",",0,23,","0",",,0,30,+","0",",,0,30,+","41.1",",,0,18,","34.4",",0,27,+","","","11.1","0","11.1",",0","74.6",",,,0","","","0",",,,0","22.47",",0","28.75",",,,0","16.18",",,,0","","","","","","","","","","","",""
"USW00023043","1946-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","980.1","0","18.6",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","1.1",",0,12,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,04,","29.4",",0,29,+","","","72.6","0","61.5",",0","33.3",",,,0","","","0",",,,0","16.95",",0","24.78",",,,0","9.12",",,,0","","","","","","","","","","","",""
"USW00023043","1946-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","980.1","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","7",",0","0",",0","","","","","","","-3.9",",0,26,+","0",",T,0,05,+","25",",,0,05,","5.3",",,0,06,","25.6",",0,23,","","","373.1","0","300.5",",0","9.1",",,,0","","","25",",,,0","8.32",",0","16.36",",,,0","0.27",",,,0","","","","","","","","","","","",""
"USW00023043","1946-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","980.1","0","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","5",",0","0",",0","","","","","","","-9.4",",0,31,+","0",",T,0,31,+","3",",,0,31,","10.9",",,0,11,","24.4",",0,16,+","","","722.8","0","349.7",",0","19.8",",,,0","","","3",",,,0","7.05",",0","15.03",",,,0","-0.93",",,,0","","","","","","","","","","","",""
"USW00023043","1947-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","6",",0","4",",0","0",",0","3",",0","4",",0","2",",0","22",",0","4",",0","3",",0","0",",0","","","","","","","-19.4",",0,04,","76",",,0,08,+","130",",,0,08,","7.9",",,0,08,","22.8",",0,28,+","","","1177.0","0","454.2",",0","20.5",",,,0","","","262",",,,0","3.68",",0","10.74",",,,0","-3.38",",,,0","","","","","","","","","","","",""
"USW00023043","1947-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","2",",0","0",",0","","","","","","","-6.7",",0,02,+","0",",,0,28,+","0",",T,0,27,","0.0",",T,0,27,","23.3",",0,17,","","","1534.2","0","357.2",",0","0.0",",T,,0","","","0",",T,,0","5.58",",0","13.94",",,,0","-2.78",",,,0","","","","","","","","","","","",""
"USW00023043","1947-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","1",",0","1",",0","0",",0","11",",0","1",",0","15",",0","0",",0","","","","","","","-7.8",",0,07,+","51",",,0,06,","89",",,0,06,","5.1",",,0,06,","29.4",",0,26,","","","1785.0","0","250.8",",0","9.0",",,,0","","","89",",,,0","10.24",",0","18.50",",,,0","1.99",",,,0","","","","","","","","","","","",""
"USW00023043","1947-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","12.5","0","12.5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","","","","","","","-0.6",",0,17,","0",",,0,30,+","0",",,0,30,+","9.9",",,0,14,","31.7",",0,21,","","","1911.4","0","126.4",",0","12.2",",,,0","","","0",",,,0","14.54",",0","22.76",",,,0","6.32",",,,0","","","","","","","","","","","",""
"USW00023043","1947-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","102.0","0","89.5",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","","","","","","","4.4",",0,29,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,09,","38.3",",0,04,","","","1926.4","0","15.0",",0","43.4",",,,0","","","0",",,,0","20.74",",0","28.91",",,,0","12.56",",,,0","","","","","","","","","","","",""
"USW00023043","1947-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","292.3","0","190.3","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","25","1,0","","","","","","","11.1","1,0,14,+","0",",,0,30,+","0",",,0,30,+","7.6",",,0,25,","40.0","1,0,09,+","","","1926.4","0","0.0","1,0","14.2",",,,0","","","0",",,,0","24.90","1,0","34.62","1,,,0","15.18","1,,,0","","","","","","","","","","","",""
"USW00023043","1947-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","487.1","0","194.8","1,0","2",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","28","1,0","","","","","","","11.1","1,0,29,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,16,","37.8","1,0,05,","","","0.0","0","0.0","1,0","16.5",",,,0","","","0",",,,0","24.83","1,0","34.35","1,,,0","15.31","1,,,0","","","","","","","","","","","",""
"USW00023043","1947-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","706.9","0","219.8",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","11","","15.0",",0,19,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,26,","38.3",",0,11,","","","0.0","0","0.0",",0","39.4",",,,0","","","0",",,,0","25.42",",0","33.17",",,,0","17.67",",,,0","","","","","","","","","","","",""
"USW00023043","1947-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","828.2","0","121.3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","","","","","7.8",",0,30,","0",",,0,30,+","0",",,0,30,+","8.4",",,0,08,","36.7",",0,03,","","","1.7","0","1.7",",0","9.9",",,,0","","","0",",,,0","22.32",",0","31.87",",,,0","12.77",",,,0","","","","","","","","","","","",""
"USW00023043","1947-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","855.2","0","27.0",",0","3",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","28",",0","2",",0","4","","","","2","","0.6",",0,24,","","","","","6.9",",,0,12,","32.8",",0,07,","","","51.9","0","50.2",",0","13.3",",,,0","","","","","17.59",",0","27.30",",,,0","7.87",",,,0","","","","","","","","","","","",""
"USW00023043","1947-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","855.2","0","0.0",",0","6",",0","4",",0","0",",0","","","","","0",",0","18",",0","1",",0","3",",0","0",",0","7","","","","","","-7.8",",0,11,","","","","","8.6",",,0,17,","24.4",",0,05,","","","404.1","0","352.2",",0","23.6",",,,0","","","","","6.59",",0","14.35",",,,0","-1.16",",,,0","","","","","","","","","","","",""
"USW00023043","1947-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","855.2","0","0.0",",0","4",",0","3",",0","0",",0","1",",0","1",",0","0",",0","28",",0","0",",0","0",",0","0",",0","","","","","","","-13.9",",0,31,","51",",,0,31,","89",",,0,31,","8.4",",,0,02,","20.0",",0,28,","","","858.9","0","454.8",",0","21.2",",,,0","","","92",",,,0","3.66",",0","12.40",",,,0","-5.07",",,,0","","","","","","","","","","","",""
"USW00023043","1948-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","2",",0","2",",0","3",",0","30",",0","2",",0","1",",0","0",",0","2","","","","","","-23.3",",0,29,","76",",,0,28,","86",",,0,23,","8.1",",,0,27,+","26.1",",0,08,","","","1397.7","0","538.8",",0","17.3",",,,0","","","160",",,,0","0.95",",0","9.43",",,,0","-7.53",",,,0","","","","","","","","","","","",""
"USW00023043","1948-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","0","2,0","1","1,0","0",",0","23",",0","2",",0","7",",0","0",",0","9","","","","","","-12.2",",0,12,+","0","2,T,0,12,+","30","1,,0,08,","15.0",",,0,04,","23.9",",0,22,","","","1779.1","0","381.4",",0","31.2",",,,0","","","30","1,,,0","5.18",",0","13.30",",,,0","-2.93",",,,0","","","","","","","","","","","",""
"USW00023043","1948-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0","1,0","4",",0","3",",0","0",",0","2",",0","2",",0","1","1,0","19","1,0","2",",0","10",",0","0",",0","2","","","","","","-20.6","1,0,11,","25",",,0,11,+","64",",,0,10,","7.1",",,0,10,","27.8",",0,14,","","","2094.4","0","315.3",",0","16.3",",,,0","","","95",",,,0","7.57","1,0","16.79",",,,0","-1.65","1,,,0","","","","","","","","","","","",""
"USW00023043","1948-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","26.6","0","26.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","27",",0","10",",0","1","","","","3","","-4.4",",0,01,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,21,","34.4",",0,29,+","","","2155.8","0","61.4",",0","7.1",",,,0","","","0",",,,0","17.18",",0","28.02",",,,0","6.33",",,,0","","","","","","","","","","","",""
"USW00023043","1948-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","109.0","0","82.4",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","13",",0","1","","","","9","","5.0",",0,04,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,31,","36.1",",0,30,+","","","2168.3","0","12.5",",0","23.4",",,,0","","","0",",,,0","20.59",",0","30.21",",,,0","10.97",",,,0","","","","","","","","","","","",""
"USW00023043","1948-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","327.7","0","218.7",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","26",",0","","","","","12","","12.2",",0,29,","0",",,0,30,+","0",",,0,30,+","12.2",",,0,02,","40.6",",0,17,","","","2168.3","0","0.0",",0","39.9",",,,0","","","0",",,,0","25.62",",0","34.13",",,,0","17.12",",,,0","","","","","","","","","","","",""
"USW00023043","1948-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","571.1","0","243.4",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","16","","14.4",",0,02,","0",",,0,31,+","0",",,0,31,+","21.8",",,0,20,","38.3",",0,09,","","","0.0","0","0.0",",0","48.0",",,,0","","","0",",,,0","26.18",",0","34.32",",,,0","18.05",",,,0","","","","","","","","","","","",""
"USW00023043","1948-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","805.2","0","234.1",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","14","","14.4",",0,30,+","0",",,0,31,+","0",",,0,31,+","12.2",",,0,12,","37.8",",0,20,","","","0.0","0","0.0",",0","26.2",",,,0","","","0",",,,0","25.89",",0","34.14",",,,0","17.63",",,,0","","","","","","","","","","","",""
"USW00023043","1948-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","919.5","0","114.3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","1","","","","4","","3.3",",0,28,","0",",,0,30,+","0",",,0,30,+","4.8",",,0,08,","39.4",",0,05,","","","16.7","0","16.7",",0","5.3",",,,0","","","0",",,,0","21.59",",0","30.60",",,,0","12.57",",,,0","","","","","","","","","","","",""
"USW00023043","1948-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","932.6","0","13.1",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","0",",0","2","","","","4","","0.0",",0,26,","0",",,0,31,+","0",",,0,31,+","7.9",",,0,31,","31.7",",0,15,","","","133.2","0","116.5",",0","18.1",",,,0","","","0",",,,0","15.00",",0","23.74",",,,0","6.26",",,,0","","","","","","","","","","","",""
"USW00023043","1948-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","932.6","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","10",",0","0",",0","","","","","","","-10.0",",0,29,","0",",,0,30,+","0",",T,0,27,+","0.0",",T,0,27,+","28.3",",0,17,","","","474.3","0","341.1",",0","0.0",",T,,0","","","0",",T,,0","6.96",",0","17.00",",,,0","-3.08",",,,0","","","","","","","","","","","",""
"USW00023043","1948-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","932.6","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","1",",0","0",",0","23",",0","0",",0","5",",0","0",",0","2","","","","","","-12.2",",0,01,","0",",T,0,26,+","46",",,0,25,","3.0",",,0,25,","25.0",",0,22,","","","837.4","0","363.1",",0","3.8",",,,0","","","46",",,,0","6.62",",0","15.27",",,,0","-2.03",",,,0","","","","","","","","","","","",""
"USW00023043","1949-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","10",",0","5",",0","0",",0","13",",0","4",",0","3",",0","29",",0","12",",0","0",",0","0",",0","17","","","","1","","-26.1",",0,18,","305",",,0,17,","198",",,0,16,","10.7",",,0,16,","18.3",",0,23,","","","1466.9","0","629.5",",0","43.2",",,,0","","","475",",,,0","-1.97",",0","4.25",",,,0","-8.20",",,,0","","","","","","","","","","","",""
"USW00023043","1949-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","3","2,0","0","2,0","0","2,0","3",",0","0",",0","1",",0","20",",0","1",",0","7",",0","0",",0","4","","","","1","","-17.8",",0,01,","51",",,0,02,+","0",",T,0,28,+","1.0","2,,0,28,","23.3",",0,18,","","","1806.6","0","339.7",",0","2.0","2,,,0","","","0",",T,,0","6.20",",0","14.28",",,,0","-1.87",",,,0","","","","","","","","","","","",""
"USW00023043","1949-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","20",",0","0",",0","","","","","","","-2.8",",0,02,","0",",,0,31,+","0",",T,0,01,","0.0",",T,0,20,+","27.2",",0,28,","","","2006.3","0","199.7",",0","0.0",",T,,0","","","0",",T,,0","11.89",",0","21.53",",,,0","2.25",",,,0","","","","","","","","","","","",""
"USW00023043","1949-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","9.2","0","9.2",",0","8",",0","1",",0","0",",0","0",",0","1",",0","0",",0","3",",0","0",",0","22",",0","1",",0","6","","","","4","","-1.7",",0,05,","0",",,0,30,+","25",",,0,02,","4.6",",,0,02,","33.3",",0,26,","","","2138.1","0","131.8",",0","12.9",",,,0","","","25",",,,0","14.25",",0","22.44",",,,0","6.05",",,,0","","","","","","","","","","","",""
"USW00023043","1949-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","92.3","0","83.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","","","","","6","","7.8",",0,02,","0",",,0,31,+","0",",T,0,04,","11.9",",,0,04,","36.1",",0,30,+","","","2140.9","0","2.8",",0","19.1",",,,0","","","0",",T,,0","20.92",",0","29.53",",,,0","12.32",",,,0","","","","","","","","","","","",""
"USW00023043","1949-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","285.2","0","192.9",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","16","","10.0",",0,08,","0",",,0,30,+","0",",T,0,10,+","24.6",",,0,05,","38.9",",0,23,+","","","2140.9","0","0.0",",0","72.2",",,,0","","","0",",T,,0","24.76",",0","33.08",",,,0","16.44",",,,0","","","","","","","","","","","",""
"USW00023043","1949-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","539.8","0","254.6",",0","14",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","16","","16.7",",0,27,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,12,","39.4",",0,21,","","","0.0","0","0.0",",0","82.6",",,,0","","","0",",,,0","26.55",",0","33.96",",,,0","19.14",",,,0","","","","","","","","","","","",""
"USW00023043","1949-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","739.2","0","199.4",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","","","","","15","","13.3",",0,06,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,20,","36.7",",0,19,","","","0.0","0","0.0",",0","33.9",",,,0","","","0",",,,0","24.77",",0","32.54",",,,0","16.99",",,,0","","","","","","","","","","","",""
"USW00023043","1949-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","840.0","0","100.8",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","3","","","","8","","7.2",",0,25,","0",",,0,30,+","0",",,0,30,+","18.5",",,0,13,","35.0",",0,17,+","","","3.4","0","3.4",",0","47.4",",,,0","","","0",",,,0","21.58",",0","28.73",",,,0","14.43",",,,0","","","","","","","","","","","",""
"USW00023043","1949-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","850.8","0","10.8",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","23",",0","0",",0","4","","","","2","","-3.3",",0,31,","0",",,0,31,+","0",",T,0,17,","15.5",",,0,22,","31.7",",0,07,","","","147.8","0","144.4",",0","27.9",",,,0","","","0",",T,,0","14.02",",0","22.93",",,,0","5.12",",,,0","","","","","","","","","","","",""
"USW00023043","1949-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","850.8","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","22",",0","0",",0","","","","","","","-5.6",",0,22,","0",",,0,30,+","0",",,0,30,+","0.3",",,0,11,","28.3",",0,27,+","","","356.3","0","208.5",",0","0.3",",,,0","","","0",",,,0","11.38",",0","22.31",",,,0","0.45",",,,0","","","","","","","","","","","",""
