"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00201486","1990-08","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","107.1","0","39.8",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","4.4",",0,07,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,04,","28.9",",0,31,+","82.1","0","  17.8",",,,0,5,2","  18.9",",,,0,5,3","37.0",",0","  23.3",",,,0,5,2","  25.0",",,,0,5,3","  11.1",",,,0,5,2","  15.6",",,,0,5,3","  18.9",",,,0,5,2","  17.2",",,,0,5,3","  15.2",",,,0,5,2","  17.2",",,,0,5,3","  20.8",",,,0,5,2","  19.0",",,,0,5,3","56.1",",,,0","0",",,,0","18.42",",0","25.31",",,,0","11.54",",,,0"
"USC00201486","1990-09","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","123.0","0","15.9",",0","18",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","0.6",",0,17,","0",",,0,30,+","0",",,0,30,+","18.3",",,0,14,","28.3",",0,01,","214.0","0","  16.7",",,,0,5,2","  17.2","1,,,0,5,3","131.9",",0","  21.7",",,,0,5,2","  19.4","1,,,0,5,3","   5.0",",,,0,5,2","   9.4","1,,,0,5,3","  11.1",",,,0,5,2","  11.7","1,,,0,5,3","  12.1",",,,0,5,2","  13.8","1,,,0,5,3","  16.3",",,,0,5,2","  15.7","1,,,0,5,3","92.3",",,,0","0",",,,0","14.46",",0","20.75",",,,0","8.17",",,,0"
"USC00201486","1990-10","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","123.0","0","0.0",",0","19",",0","8",",0","2",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","-4.4",",0,13,","0",",T,0,27,","0",",T,0,27,","28.2",",,0,18,","20.6",",0,03,+","559.0","0","   9.4",",,,0,5,2","  11.1",",,,0,5,3","345.0",",0","  11.7",",,,0,5,2","  11.7",",,,0,5,3","   1.1",",,,0,5,2","   2.8",",,,0,5,3","   3.3",",,,0,5,2","   3.9",",,,0,5,3","   5.1",",,,0,5,2","   6.6",",,,0,5,3","   7.4",",,,0,5,2","   7.9",",,,0,5,3","112.5",",,,0","0",",T,,0","7.20",",0","12.56",",,,0","1.85",",,,0"
"USC00201486","1990-11","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","123.0","0","0.0",",0","2","1,0","1","1,0","0","1,0","0",",0","2",",0","0",",0","21",",0","3",",0","0",",0","0",",0","","","-8.9",",0,26,","0",",T,0,28,+","51",",,0,09,","4.1","1,,0,28,","18.9",",0,01,","1025.1","0","   6.7","1,,,0,5,2","   8.3",",,,0,5,3","466.1",",0","   8.9","1,,,0,5,2","  10.6",",,,0,5,3","  -1.1","1,,,0,5,2","   1.1",",,,0,5,3","  -0.6","1,,,0,5,2","   1.1",",,,0,5,3","   1.3","1,,,0,5,2","   2.9",",,,0,5,3","   2.7","1,,,0,5,2","   3.8",",,,0,5,3","5.9","1,,,0","76",",,,0","2.80",",0","6.83",",,,0","-1.24",",,,0"
"USC00201486","1990-12","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","123.0","0","0.0",",0","14",",0","5",",0","0",",0","29",",0","14",",0","6",",0","30",",0","17",",0","0",",0","0",",0","","","-26.1",",0,26,","330",",,0,19,","229",",,0,19,","10.2",",,0,18,","11.1",",0,09,","1759.0","0","   0.0","1,,,0,5,2","   1.1",",,,0,5,3","733.9",",0","   0.0","1,,,0,5,2","   1.1","1,,,0,5,3","  -2.8","1,,,0,5,2","  -2.8",",,,0,5,3","  -2.8","1,,,0,5,2","  -2.2","1,,,0,5,3","  -1.3","1,,,0,5,2","  -0.4",",,,0,5,3","  -1.2","1,,,0,5,2","  -0.2","1,,,0,5,3","35.2",",,,0","1244",",,,0","-5.34",",0","-1.15",",,,0","-9.53",",,,0"
"USC00201486","1991-01","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0",",0","17",",0","4",",0","0",",0","31",",0","17",",0","12",",0","31",",0","28",",0","0",",0","0",",0","","","-29.4",",0,30,","356",",,0,31,+","127",",,0,28,+","3.8",",,0,21,","3.9",",0,19,","2634.4","0","  -2.8","1,,,0,5,2","  -1.7",",,,0,5,3","875.4",",0","  -2.2","1,,,0,5,2","  -1.7",",,,0,5,3","  -3.9","1,,,0,5,2","  -2.2",",,,0,5,3","  -3.9","1,,,0,5,2","  -2.2",",,,0,5,3","  -3.3","1,,,0,5,2","  -1.9",",,,0,5,3","  -3.1","1,,,0,5,2","  -1.8",",,,0,5,3","21.4",",,,0","1040",",,,0","-9.90",",0","-4.97",",,,0","-14.84",",,,0"
"USC00201486","1991-02","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0",",0","13",",0","1",",0","0",",0","28",",0","12",",0","5",",0","28",",0","14",",0","0",",0","0",",0","","","-23.9",",0,28,+","305",",,0,24,+","152",",,0,14,","3.0",",,0,24,","13.3",",0,04,","3289.2","0","  -2.2",",,,1,5,2","  -1.1",",,,2,5,3","654.8",",0","  -2.2",",,,1,5,2","  -1.1",",,,2,5,3","  -7.2",",,,1,5,2","  -4.4",",,,2,5,3","  -7.2",",,,1,5,2","  -4.4",",,,2,5,3","  -4.6",",,,1,5,2","  -2.7",",,,2,5,3","  -4.1",",,,1,5,2","  -2.5",",,,2,5,3","9.9",",,,0","748",",,,0","-5.05",",0","0.99",",,,0","-11.10",",,,0"
"USC00201486","1991-03","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0",",0","10",",0","9",",0","0",",0","28",",0","5",",0","0",",0","29",",0","5",",0","0",",0","0",",0","","","-15.6",",0,12,+","305",",,0,04,+","152",",,0,02,","22.4",",,0,23,","10.6",",0,25,","3899.7","0","  -1.1","1,,,0,5,2","  -1.1",",,,0,5,3","610.5",",0","   0.0","1,,,0,5,2","  -1.1",",,,0,5,3","  -6.1","1,,,0,5,2","  -4.4",",,,0,5,3","  -5.0","1,,,0,5,2","  -3.9",",,,0,5,3","  -3.5","1,,,0,5,2","  -2.2",",,,0,5,3","  -2.8","1,,,0,5,2","  -2.0",",,,0,5,3","79.0",",,,0","432",",,,0","-1.36",",0","3.83",",,,0","-6.55",",,,0"
"USC00201486","1991-04","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0",",0","9",",0","7",",0","0",",0","2",",0","2",",0","0",",0","15",",0","0",",0","8",",0","0",",0","","","-7.8",",0,12,+","178",",,0,10,","254",",,0,10,","15.2",",,0,09,","26.1",",0,07,","4243.6","0","   9.4",",,,0,5,2","  10.6","1,,,0,5,3","343.9",",0","  13.3",",,,0,5,2","  11.1","1,,,0,5,3","  -1.1",",,,0,5,2","  -1.1","1,,,0,5,3","  -1.1",",,,0,5,2","  -1.1","1,,,0,5,3","   1.6",",,,0,5,2","   2.2","1,,,0,5,3","   5.6",",,,0,5,2","   4.4","1,,,0,5,3","53.5",",,,0","305",",,,0","6.87",",0","12.99",",,,0","0.74",",,,0"
"USC00201486","1991-05","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","23.8","0","23.8",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","19",",0","0",",0","","","-3.3",",0,08,","0",",,0,31,+","0",",,0,31,+","42.2",",,0,13,","30.0",",0,16,+","4397.8","0","  19.4",",,,0,5,2","  17.8",",,,0,5,3","154.2",",0","  21.7",",,,0,5,2","  18.9",",,,0,5,3","   2.2",",,,0,5,2","   3.3",",,,0,5,3","   6.1",",,,0,5,2","   6.1",",,,0,5,3","   9.8",",,,0,5,2","  11.0",",,,0,5,3","  15.3",",,,0,5,2","  13.0",",,,0,5,3","116.8",",,,0","0",",,,0","14.13",",0","21.16",",,,0","7.09",",,,0"
"USC00201486","1991-06","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","71.8","0","48.0",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","","","2.8",",0,13,","0",",,0,30,+","0",",,0,30,+","68.6",",,0,29,","35.0",",0,27,","4442.8","0","  19.4",",,,0,5,2","  21.7",",,,0,5,3","45.0",",0","  25.6",",,,0,5,2","  23.3",",,,0,5,3","  12.2",",,,0,5,2","  13.9",",,,0,5,3","  19.4",",,,0,5,2","  16.1",",,,0,5,3","  15.4",",,,0,5,2","  17.1",",,,0,5,3","  22.4",",,,0,5,2","  19.4",",,,0,5,3","112.2",",,,0","0",",,,0","18.43",",0","25.97",",,,0","10.89",",,,0"
"USC00201486","1991-07","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","125.8","0","54.0",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","6.1",",0,26,","0",",,0,31,+","0",",,0,31,+","25.7",",,0,03,","32.8",",0,17,+","22.8","0","  21.7",",,,0,5,2","  22.2",",,,0,5,3","22.8",",0","  26.7",",,,0,5,2","  23.9",",,,0,5,3","  13.9",",,,0,5,2","  15.6",",,,0,5,3","  18.3",",,,0,5,2","  17.2",",,,0,5,3","  17.2",",,,0,5,2","  18.3",",,,0,5,3","  22.5",",,,0,5,2","  20.5",",,,0,5,3","143.1",",,,0","0",",,,0","19.34",",0","25.87",",,,0","12.80",",,,0"
"USC00201486","1991-08","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","212.4","0","86.6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","5.0",",0,20,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,17,","35.6",",0,28,","52.3","0","  21.1",",,,0,5,2","  22.8",",,,0,5,3","29.5",",0","  26.7",",,,0,5,2","  24.4",",,,0,5,3","  12.8",",,,0,5,2","  15.0",",,,0,5,3","  18.3",",,,0,5,2","  17.8",",,,0,5,3","  17.1",",,,0,5,2","  18.2",",,,0,5,3","  22.5",",,,0,5,2","  20.6",",,,0,5,3","22.6",",,,0","0",",,,0","20.17",",0","27.44",",,,0","12.91",",,,0"
"USC00201486","1991-09","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","231.8","0","19.4",",0","15",",0","11",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","15",",0","0",",0","","","-3.9",",0,28,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,10,","28.9",",0,15,","214.7","0","  18.9",",,,0,5,2","  19.4",",,,0,5,3","162.4",",0","  21.7",",,,0,5,2","  21.1",",,,0,5,3","   4.4",",,,0,5,2","   5.6",",,,0,5,3","   7.2",",,,0,5,2","   7.2",",,,0,5,3","  12.3",",,,0,5,2","  13.6",",,,0,5,3","  15.7",",,,0,5,2","  15.5",",,,0,5,3","100.8",",,,0","0",",,,0","13.57",",0","19.87",",,,0","7.26",",,,0"
"USC00201486","1991-10","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","231.8","0","0.0",",0","15",",0","9",",0","2",",0","0",",0","1",",0","0",",0","10",",0","0",",0","0",",0","0",",0","","","-4.4",",0,16,","0",",T,0,06,","25",",,0,06,","25.9",",,0,29,","20.6",",0,17,","551.2","0","   8.3",",,,0,5,2","   8.9","1,,,0,5,3","336.5",",0","  11.7",",,,0,5,2","  11.7","1,,,0,5,3","   3.3",",,,0,5,2","   3.9","1,,,0,5,3","   5.0",",,,0,5,2","   5.6","1,,,0,5,3","   5.7",",,,0,5,2","   6.4","1,,,0,5,3","   7.6",",,,0,5,2","   8.1","1,,,0,5,3","140.9",",,,0","25",",,,0","7.48",",0","12.75",",,,0","2.21",",,,0"
"USC00201486","1991-11","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","231.8","0","0.0","1,0","14",",0","10",",0","1",",0","14",",0","6",",0","0","1,0","25","1,0","8",",0","0",",0","0",",0","","","-16.1","1,0,08,","457",",,0,25,","229",",,0,25,","25.4",",,0,30,","11.1",",0,19,+","1099.2","0","","","","","548.0",",0","","","","","","","","","","","","","","","","","","","","","100.7",",,,0","737",",,,0","-0.60","1,0","3.66",",,,0","-4.85","1,,,0"
"USC00201486","1991-12","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","231.8","0","0.0","1,0","14",",0","5",",0","0",",0","31",",0","13",",0","3","1,0","30","1,0","14",",0","0",",0","0",",0","","","-20.0","1,0,16,","457",",,0,15,","381",",,0,15,","10.9",",,0,12,","6.7",",0,22,+","1783.4","0","","","","","684.2",",0","","","","","","","","","","","","","","","","","","","","","42.1",",,,0","1191",",,,0","-4.57","1,0","-0.46",",,,0","-8.68","1,,,0"
"USC00201486","1992-01","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0",",0","20",",0","5",",0","0",",0","31",",0","20",",0","5",",0","30",",0","18",",0","0",",0","0",",0","","","-23.9",",0,25,","381",",,0,27,+","152",",,0,24,","7.1",",,0,16,","2.8",",0,12,+","2546.1","0","","","","","762.7",",0","","","","","","","","","","","","","","","","","","","","","33.6",",,,0","1013",",,,0","-6.27",",0","-2.58",",,,0","-9.96",",,,0"
"USC00201486","1992-02","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0",",0","13",",0","4",",0","0",",0","25","4,0","13",",0","3",",0","29",",0","19",",0","0",",0","0",",0","","","-30.0",",0,12,","584","4,,0,28,","203",",,0,07,","10.4",",,0,25,","4.4",",0,17,","3232.0","0","  -1.7","1,,,0,5,2","","","685.9",",0","  -1.7","1,,,0,5,2","   0.0",",,,0,5,3","  -7.2","1,,,0,5,2","","","  -2.2","1,,,0,5,2","   0.0",",,,0,5,3","  -2.2","1,,,0,5,2","","","  -2.0","1,,,0,5,2","   0.0",",,,0,5,3","35.6",",,,0","1065",",,,0","-5.32",",0","-0.90",",,,0","-9.74",",,,0"
"USC00201486","1992-03","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0","5,0","9","1,0","3","1,0","0","1,0","31",",0","8","1,0","4","1,0","28","1,0","5","5,0","0","5,0","0","5,0","","","-20.0","1,0,18,","559",",,0,02,+","203","1,,0,09,","19.3","1,,0,09,","10.0","5,0,29,","3805.6","0","  -1.7","1,,,0,5,2","   0.0","1,,,0,5,3","573.6","5,0","  -0.6",",,,0,5,2","   0.6","1,,,0,5,3","  -2.2","1,,,0,5,2","  -0.6","1,,,0,5,3","  -2.2",",,,0,5,2","   0.0","1,,,0,5,3","  -1.9","1,,,0,5,2","   0.0","1,,,0,5,3","  -1.9",",,,0,5,2","   0.0","1,,,0,5,3","31.3","1,,,0","660","1,,,0","-3.31","5,0","2.97","5,,,0","-9.59","1,,,0"
"USC00201486","1992-04","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0","1,0","8","1,0","4","1,0","0","1,0","9",",0","3","2,0","0","1,0","19","1,0","1",",0","0",",0","0",",0","","","-13.3","1,0,13,","305",",,0,02,+","102","2,,0,11,+","14.0","1,,0,22,+","16.7",",0,22,+","4227.1","0","   6.7",",,,0,5,2","   7.2",",,,0,5,3","421.5",",0","   9.4",",,,0,5,2","   9.4",",,,0,5,3","  -2.2",",,,0,5,2","  -0.6",",,,0,5,3","  -2.2",",,,0,5,2","  -0.6",",,,0,5,3","   0.2",",,,0,5,2","   1.3",",,,0,5,3","   1.5",",,,0,5,2","   2.2",",,,0,5,3","41.4","1,,,0","229","2,,,0","3.83","1,0","9.52",",,,0","-1.87","1,,,0"
"USC00201486","1992-05","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","4.6","0","4.6",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","20",",0","0",",0","","","-6.1",",0,06,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,12,","29.4",",0,22,+","4411.2","0","  13.3",",,,0,5,2","  14.4",",,,0,5,3","184.1",",0","  20.6",",,,0,5,2","  17.2",",,,0,5,3","   2.2",",,,0,5,2","   3.9",",,,0,5,3","   7.8",",,,0,5,2","   7.2",",,,0,5,3","   7.8",",,,0,5,2","   9.3",",,,0,5,3","  13.5",",,,0,5,2","  11.8",",,,0,5,3","29.6",",,,0","0",",,,0","12.54",",0","21.11",",,,0","3.98",",,,0"
"USC00201486","1992-06","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","18.8","0","14.2",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","1",",0","","","-2.2",",0,22,","0",",,0,30,+","0",",,0,30,+","16.5",",,0,16,","33.9",",0,12,","4542.9","0","  16.7","1,,,0,5,2","  17.8","1,,,0,5,3","131.7",",0","  22.8",",,,0,5,2","  20.6","1,,,0,5,3","   8.3","1,,,0,5,2","   9.4","1,,,0,5,3","  13.9",",,,0,5,2","  11.7","1,,,0,5,3","  12.0","1,,,0,5,2","  13.7","1,,,0,5,3","  18.0",",,,0,5,2","  15.8","1,,,0,5,3","53.9",",,,0","0",",,,0","14.42",",0","21.95",",,,0","6.88",",,,0"
"USC00201486","1992-07","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","28.3","0","9.5","1,0","19",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","20","1,0","0","1,0","","","1.7",",0,21,","0",",,0,31,+","0",",,0,31,+","59.9",",,0,02,","26.1","1,0,25,+","88.9","0","  17.8",",,,0,5,2","  20.0","2,,,0,5,3","88.9","1,0","  22.2",",,,0,5,2","  23.3","2,,,0,5,3","  10.6",",,,0,5,2","  11.7","2,,,0,5,3","  12.2",",,,0,5,2","  13.3","2,,,0,5,3","  13.6",",,,0,5,2","  15.0","2,,,0,5,3","  19.0",",,,0,5,2","  17.7","2,,,0,5,3","145.8",",,,0","0",",,,0","15.77","1,0","21.83","1,,,0","9.70",",,,0"
"USC00201486","1992-08","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","55.4","0","27.1",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","1.1",",0,14,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,08,","29.4",",0,25,+","171.9","0","  18.9","1,,,0,5,2","  19.4",",,,0,5,3","83.0",",0","  22.2","1,,,0,5,2","  22.2",",,,0,5,3","  11.1","1,,,0,5,2","  12.8",",,,0,5,3","  14.4","1,,,0,5,2","  15.6",",,,0,5,3","  14.4","1,,,0,5,2","  16.0",",,,0,5,3","  19.6","1,,,0,5,2","  18.7",",,,0,5,3","65.3",",,,0","0",",,,0","16.53",",0","23.04",",,,0","10.02",",,,0"
"USC00201486","1992-09","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","57.1","0","1.7",",0","14","1,0","6","1,0","0","1,0","0",",0","0",",0","0",",0","1",",0","0",",0","5",",0","0",",0","","","-1.1",",0,23,","0",",,0,30,+","0",",,0,30,+","21.1","1,,0,27,","23.3",",0,17,+","316.0","0","  15.6","1,,,0,5,2","  16.7","2,,,0,5,3","144.1",",0","  17.2","1,,,0,5,2","  17.2","2,,,0,5,3","   7.2","1,,,0,5,2","   8.9","2,,,0,5,3","   9.4","1,,,0,5,2","  11.1","2,,,0,5,3","  11.4","1,,,0,5,2","  12.8","2,,,0,5,3","  14.5","1,,,0,5,2","  14.6","2,,,0,5,3","94.6","1,,,0","0",",,,0","13.59",",0","18.92",",,,0","8.25",",,,0"
"USC00201486","1992-10","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","59.1","0","2.0",",0","12",",0","7",",0","0",",0","4","1,0","5",",0","0",",0","17",",0","0",",0","3",",0","0",",0","","","-6.1",",0,31,","51","1,,0,18,+","76",",,0,18,","20.3",",,0,16,","30.6",",0,02,","682.7","0","  10.0",",,,0,5,2","  11.7",",,,0,5,3","366.7",",0","  13.9",",,,0,5,2","  14.4",",,,0,5,3","   0.6",",,,0,5,2","   2.2",",,,0,5,3","   2.8",",,,0,5,2","   3.3",",,,0,5,3","   5.5",",,,0,5,2","   6.9",",,,0,5,3","   8.0",",,,0,5,2","   8.4",",,,0,5,3","52.1",",,,0","228",",,,0","6.57",",0","12.67",",,,0","0.46",",,,0"
"USC00201486","1992-11","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","59.1","0","0.0","1,0","14",",0","9",",0","1",",0","","","9","1,0","0","1,0","27","1,0","7",",0","0",",0","0",",0","","","-13.3","1,0,07,","","","330","1,,0,14,","34.3",",,0,21,","11.1",",0,11,+","1227.9","0","","","","","545.2",",0","","","","","","","","","","","","","","","","","","","","","79.7",",,,0","939","1,,,0","-0.48","1,0","3.00",",,,0","-3.96","1,,,0"
"USC00201486","1992-12","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","59.1","0","0.0","1,0","19",",0","8",",0","0",",0","","","14","3,0","3","1,0","29","1,0","22",",0","0",",0","0",",0","","","-18.9","1,0,26,+","","","203","3,,0,31,","5.6",",,0,31,+","3.3",",0,16,+","1930.7","0","","","","","702.8",",0","","","","","","","","","","","","","","","","","","","","","39.7",",,,0","760","3,,,0","-5.11","1,0","-0.71",",,,0","-9.51","1,,,0"
"USC00201486","1993-01","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0","2,0","21",",0","1",",0","0",",0","","","20",",0","3","2,0","29","2,0","22",",0","0",",0","0",",0","","","-21.7","2,0,02,","","","178",",,0,13,","18.0",",,0,26,","9.4",",0,31,","2651.6","0","  -2.8","2,,,0,5,2","  -1.1",",,,0,5,3","720.9",",0","  -2.2","2,,,0,5,2","  -0.6",",,,0,5,3","  -4.4","2,,,0,5,2","  -2.2",",,,0,5,3","  -3.9","2,,,0,5,2","  -2.2",",,,0,5,3","  -3.5","2,,,0,5,2","  -1.6",",,,0,5,3","  -3.3","2,,,0,5,2","  -1.6",",,,0,5,3","33.5",",,,0","1270",",,,0","-6.55","2,0","-2.27",",,,0","-10.83","2,,,0"
"USC00201486","1993-02","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0","1,0","7",",0","0",",0","0",",0","","","7",",0","9","1,0","24","1,0","18",",0","0",",0","0",",0","","","-27.2","1,0,25,","","","51",",,0,23,","0.5",",,0,23,+","10.6",",0,04,","3346.0","0","  -2.2",",,,0,5,2","  -1.1","1,,,0,5,3","694.4",",0","  -2.2",",,,0,5,2","  -1.1","1,,,0,5,3","  -5.0",",,,0,5,2","  -4.4","1,,,0,5,3","  -5.0",",,,0,5,2","  -4.4","1,,,0,5,3","  -3.7",",,,0,5,2","  -2.5","1,,,0,5,3","  -3.6",",,,0,5,2","  -2.3","1,,,0,5,3","3.3",",,,0","227",",,,0","-7.17","1,0","-1.21",",,,0","-13.13","1,,,0"
"USC00201486","1993-03","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","","","6",",0","9",",0","31",",0","7",",0","0",",0","0",",0","","","-27.8",",0,20,+","","","76",",,0,14,","7.6",",,0,14,","14.4",",0,25,","4044.5","0","  -2.8",",,,0,5,2","   0.6",",,,0,5,3","698.5",",0","  -2.2",",,,0,5,2","   0.6",",,,0,5,3","  -5.0",",,,0,5,2","  -4.4",",,,0,5,3","  -4.4",",,,0,5,2","  -3.9",",,,0,5,3","  -3.1",",,,0,5,2","  -1.7",",,,0,5,3","  -3.0",",,,0,5,2","  -1.5",",,,0,5,3","20.6",",,,0","279",",,,0","-4.20",",0","5.13",",,,0","-13.53",",,,0"
"USC00201486","1993-04","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","0.0","0","0.0",",0","12","1,0","6","1,0","0","1,0","","","6",",0","0",",0","27",",0","1",",0","0",",0","0",",0","","","-10.0",",0,04,","","","229",",,0,16,","17.8","1,,0,30,+","18.9",",0,29,","4526.6","0","   4.4",",,,0,5,2","   5.6",",,,0,5,3","482.1",",0","   8.9",",,,0,5,2","   7.2",",,,0,5,3","  -5.6",",,,0,5,2","   0.0",",,,0,5,3","  -2.8",",,,0,5,2","   0.0",",,,0,5,3","  -0.6",",,,0,5,2","   1.7",",,,0,5,3","   2.2",",,,0,5,2","   2.8",",,,0,5,3","73.8","1,,,0","636",",,,0","2.26",",0","8.21",",,,0","-3.69",",,,0"
"USC00201486","1993-05","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","3.1","0","3.1",",0","17","1,0","11","1,0","1","1,0","0",",0","0",",0","0",",0","3",",0","0",",0","9",",0","0",",0","","","-2.2",",0,17,","0",",,0,31,+","0",",,0,31,+","33.0","1,,0,03,","28.9",",0,10,","4759.1","0","  11.1",",,,0,5,2","  12.8","1,,,0,5,3","232.5",",0","  16.7",",,,0,5,2","  15.6","1,,,0,5,3","   2.8",",,,0,5,2","   4.4","1,,,0,5,3","   5.6",",,,0,5,2","   6.7","1,,,0,5,3","   7.5",",,,0,5,2","   8.7","1,,,0,5,3","  11.6",",,,0,5,2","  11.0","1,,,0,5,3","147.7","1,,,0","0",",,,0","10.93",",0","17.65",",,,0","4.21",",,,0"
"USC00201486","1993-06","46.3414","-86.9242","265.2","CHATHAM EXPERIMENT FARM 2, MI US","12.5","0","9.4","1,0","14",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","15",",0","0",",0","","","0.0","1,0,04,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,20,","29.4",",0,22,+","4875.2","0","  16.1",",,,0,5,2","  16.7",",,,0,5,3","116.1",",0","  19.4","1,,,0,5,2","  18.3",",,,0,5,3","   5.6",",,,0,5,2","   7.2",",,,0,5,3","   9.4","1,,,0,5,2","   8.9",",,,0,5,3","  12.0",",,,0,5,2","  13.4",",,,0,5,3","  15.2","1,,,0,5,2","  14.8",",,,0,5,3","103.8",",,,0","0",",,,0","14.58","1,0","21.30",",,,0","7.87","1,,,0"
