"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00412364","1940-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","9.1",",,6,08,","","","","","","","","","13.2",",,,6","","","","","","","","","",""
"USC00412364","1940-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","5.8",",,6,11,","","","","","","","","","9.7",",,,6","","","","","","","","","",""
"USC00412364","1941-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","5.3",",,6,28,","","","","","","","","","12.2",",,,6","","","","","","","","","",""
"USC00412364","1941-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","10.4",",,6,01,","","","","","","","","","32.0",",,,6","","","","","","","","","",""
"USC00412364","1941-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","16.0",",,6,18,","","","","","","","","","48.1",",,,6","","","","","","","","","",""
"USC00412364","1941-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","25.9",",,6,26,","","","","","","","","","45.9",",,,6","","","","","","","","","",""
"USC00412364","1941-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18.8",",,6,03,","","","","","","","","","30.8",",,,6","","","","","","","","","",""
"USC00412364","1941-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","6.9",",,6,16,","","","","","","","","","20.4",",,,6","","","","","","","","","",""
"USC00412364","1941-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","60.2",",,6,11,","","","","","","","","","85.1",",,,6","","","","","","","","","",""
"USC00412364","1941-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","10.9",",,6,09,","","","","","","","","","24.1",",,,6","","","","","","","","","",""
"USC00412364","1941-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","4",",6","3",",6","","","","","","","","","","","","","","","","","","","","","46.7",",,6,11,","","","","","","","","","124.5",",,,6","","","","","","","","","",""
"USC00412364","1941-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","10",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","136.9",",,6,24,","","","","","","","","","183.3",",,,6","","","","","","","","","",""
"USC00412364","1941-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","2.3",",,6,28,","","","","","","","","","5.6",",,,6","","","","","","","","","",""
"USC00412364","1941-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","3.3",",,6,21,","","","","","","","","","6.5",",,,6","","","","","","","","","",""
"USC00412364","1942-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","7.4",",,6,15,","","","","","","","","","7.7",",,,6","","","","","","","","","",""
"USC00412364","1942-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","9.7",",,6,11,","","","","","","","","","18.6",",,,6","","","","","","","","","",""
"USC00412364","1942-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","0.8",",,6,01,","","","","","","","","","0.8",",,,6","","","","","","","","","",""
"USC00412364","1942-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","11.4",",,6,07,","","","","","","","","","25.2",",,,6","","","","","","","","","",""
"USC00412364","1942-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","100.6",",,6,19,","","","","","","","","","110.1",",,,6","","","","","","","","","",""
"USC00412364","1942-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","13.2",",,6,05,","","","","","","","","","17.9",",,,6","","","","","","","","","",""
"USC00412364","1942-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","3.3",",,6,06,","","","","","","","","","3.3",",,,6","","","","","","","","","",""
"USC00412364","1942-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","42.9",",,6,31,","","","","","","","","","72.6",",,,6","","","","","","","","","",""
"USC00412364","1942-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","83.1",",,6,08,","","","","","","","","","102.1",",,,6","","","","","","","","","",""
"USC00412364","1942-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","30.2",",,6,03,","","","","","","","","","40.1",",,,6","","","","","","","","","",""
"USC00412364","1942-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19.1",",,6,06,","","","","","","","","","21.2",",,,6","","","","","","","","","",""
"USC00412364","1942-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.4",",,6,21,","","","","","","","","","10.0",",,,6","","","","","","","","","",""
"USC00412364","1943-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","10.2",",,6,06,","","","","","","","","","14.8",",,,6","","","","","","","","","",""
"USC00412364","1943-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","1.0",",,6,02,","","","","","","","","","1.3",",,,6","","","","","","","","","",""
"USC00412364","1943-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","13.5",",,6,25,","","","","","","","","","14.5",",,,6","","","","","","","","","",""
"USC00412364","1943-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","33.5",",,6,08,","","","","","","","","","34.8",",,,6","","","","","","","","","",""
"USC00412364","1943-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9","2,6","7","2,6","2","2,6","","","","","","","","","","","","","","","","","","","","","37.6","2,,6,22,","","","","","","","","","123.7","2,,,6","","","","","","","","","",""
"USC00412364","1943-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","30.7",",,6,05,","","","","","","","","","32.6",",,,6","","","","","","","","","",""
"USC00412364","1943-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","55.1",",,6,12,","","","","","","","","","63.8",",,,6","","","","","","","","","",""
"USC00412364","1943-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","0.0",",,6,31,+","","","","","","","","","0.0",",,,6","","","","","","","","","",""
"USC00412364","1943-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","17.5",",,6,02,","","","","","","","","","40.2",",,,6","","","","","","","","","",""
"USC00412364","1944-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","31.8",",,6,25,","","","","","","","","","38.1",",,,6","","","","","","","","","",""
"USC00412364","1944-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","4.6",",,6,10,","","","","","","","","","11.5",",,,6","","","","","","","","","",""
"USC00412364","1944-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","26.7",",,6,21,","","","","","","","","","26.7",",,,6","","","","","","","","","",""
"USC00412364","1944-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","22.9",",,6,21,","","","","","","","","","83.1",",,,6","","","","","","","","","",""
"USC00412364","1944-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","","","","","","","0",",6","","","","","","","","","","","","","","","","","0",",,6,30,+","","","","","","","","","","","","","0",",,,6","","","","","","","",""
"USC00412364","1944-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,31,+","0.3",",,6,25,","","","","","","","","","0.3",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1944-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,31,+","36.8",",,6,30,","","","","","","","","","106.5",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1944-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","4",",6","3",",6","","","","","","","","","","","","","","","","","","","","","37.6",",,6,27,","","","","","","","","","100.2",",,,6","","","","","","","","","",""
"USC00412364","1944-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","164.8",",,6,04,","","","","","","","","","165.1",",,,6","","","","","","","","","",""
"USC00412364","1944-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18.8",",,6,19,","","","","","","","","","29.4",",,,6","","","","","","","","","",""
"USC00412364","1944-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","14.5",",,6,04,+","","","","","","","","","41.4",",,,6","","","","","","","","","",""
"USC00412364","1945-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","26.2",",,6,18,","","","","","","","","","29.1",",,,6","","","","","","","","","",""
"USC00412364","1945-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","11.9",",,6,12,","","","","","","","","","21.0",",,,6","","","","","","","","","",""
"USC00412364","1945-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","24.1",",,6,10,","","","","","","","","","24.4",",,,6","","","","","","","","","",""
"USC00412364","1945-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.4",",,6,12,","","","","","","","","","10.2",",,,6","","","","","","","","","",""
"USC00412364","1945-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.1",",,6,21,","","","","","","","","","14.9",",,,6","","","","","","","","","",""
"USC00412364","1945-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","7.9",",,6,21,","","","","","","","","","14.5",",,,6","","","","","","","","","",""
"USC00412364","1945-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","77.2",",,6,09,","","","","","","","","","111.5",",,,6","","","","","","","","","",""
"USC00412364","1945-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","1.3",",,6,10,","","","","","","","","","1.6",",,,6","","","","","","","","","",""
"USC00412364","1945-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","1.3",",,6,11,","","","","","","","","","1.6",",,,6","","","","","","","","","",""
"USC00412364","1946-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","0.0","6","0.0","2,6","","","","","","","","","0","2,6","9","2,6","0","2,6","5","2,6","0","2,6","","","","","-3.3","2,6,27,","","","","","24.4","2,6,07,","631.9","3,,,6","","","275.3","2,6","","","","","8.84","2,6","14.82","2,,,6","2.86","2,,,6","2976","3,,,6"
"USC00412364","1946-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","0.5","6","0.5","1,6","2",",6","1",",6","0",",6","","","0",",6","4",",6","0","1,6","12","1,6","0","1,6","","","","","-3.9",",6,10,","","","12.7",",,6,18,","28.3","1,6,23,","1273.8",",,,6","","","135.5","1,6","13.0",",,,6","","","13.30","1,6","20.67","1,,,6","5.94",",,,6","3601",",,,6"
"USC00412364","1946-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","41.9","6","41.4","1,6","2",",6","0",",6","0",",6","","","0",",6","0",",6","0","1,6","29","1,6","3","1,6","","","","","3.3",",6,02,","","","2.0",",,6,13,","37.2","1,6,31,","2285.7",",,,6","","","42.3","1,6","2.3",",,,6","","","18.25","1,6","26.39","1,,,6","10.12",",,,6","4421",",,,6"
"USC00412364","1946-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","184.8","6","142.9",",6","4",",6","3",",6","1",",6","","","0",",6","0",",6","0",",6","30",",6","8",",6","","","","","11.1",",6,17,","","","55.6",",,6,21,","36.7",",6,01,","2525.2",",,,6","","","0.0",",6","82.9",",,,6","","","23.10",",6","29.60",",,,6","16.60",",,,6","4132",",,,6"
"USC00412364","1946-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","368.8","6","184.0",",6","12",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","30",",6","9",",6","","","","","13.9",",6,04,","","","27.2",",,6,05,","36.7",",6,20,","1912.8",",,,6","","","1.1",",6","69.3",",,,6","","","24.23",",6","29.91",",,,6","18.55",",,,6","3562",",,,6"
"USC00412364","1946-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","618.4","6","249.6",",6","6",",6","3",",6","1",",6","","","0",",6","0",",6","0",",6","30",",6","14",",6","","","","","16.1",",6,05,","","","88.4",",,6,20,","36.1",",6,30,+","2395.8","1,,,6","","","0.0",",6","122.8",",,,6","","","26.65",",6","32.07",",,,6","21.23",",,,6","4244",",,,6"
"USC00412364","1946-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","971.5","6","353.1",",6","2",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","31",",6","","","","","20.0",",6,21,+","","","1.8",",,6,21,","41.1",",6,31,+","3188.7",",,,6","0.0","6","0.0",",6","2.1",",,,6","","","29.72",",6","36.91",",,,6","22.54",",,,6","3299",",,,6"
"USC00412364","1946-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","1355.1","6","383.6",",6","2",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","29",",6","","","","","21.1",",6,24,","","","1.8",",,6,29,","40.0",",6,01,","3573.1",",,,6","0.0","6","0.0",",6","2.1",",,,6","","","30.71",",6","37.04",",,,6","24.38",",,,6","3945",",,,6"
"USC00412364","1946-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","1644.5","6","289.4",",6","7",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","22",",6","","","","","16.7",",6,23,","","","12.4",",,6,26,","39.4",",6,23,","2164.5",",,,6","0.0","6","0.0",",6","40.8",",,,6","","","27.98",",6","33.46",",,,6","22.50",",,,6","3559",",,,6"
"USC00412364","1946-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","1792.6","6","148.1",",6","6",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","0",",6","","","","","7.8",",6,12,","","","16.8",",,6,09,","31.7",",6,05,","1384.4",",,,6","9.4","6","9.4",",6","28.7",",,,6","","","22.81",",6","27.99",",,,6","17.62",",,,6","3549",",,,6"
"USC00412364","1946-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","1817.4","6","24.8",",6","2",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","19",",6","0",",6","","","","","1.1",",6,30,+","","","2.3",",,6,10,","30.0",",6,09,+","1114.7",",,,6","112.7","6","103.3",",6","2.8",",,,6","","","15.72",",6","22.38",",,,6","9.05",",,,6","2860",",,,6"
"USC00412364","1946-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","1820.7","6","3.3","1,6","4",",6","3",",6","0",",6","","","0","1,6","4","1,6","0",",6","16",",6","0",",6","","","","","-3.9","1,6,31,","","","8.6",",,6,10,","30.0",",6,29,","874.3","1,,,6","276.1","6","163.4",",6","22.3",",,,6","","","13.09","1,6","20.00",",,,6","6.18","1,,,6","2733",",,,6"
"USC00412364","1947-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","0.0","","0.0",",6","9",",6","6",",6","1",",6","","","0",",6","7",",6","2",",6","5",",6","0",",6","","","","","-8.3",",6,04,","","","30.0",",,6,18,","28.9",",6,28,","","","616.0","","339.9",",6","81.6",",,,6","","","7.37",",6","12.65",",,,6","2.08",",,,6","2545",",,,6"
"USC00412364","1947-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","1.1","","1.1",",6","1",",6","1",",6","0",",6","","","0",",6","4",",6","0",",6","10",",6","0",",6","","","","","-0.6",",6,06,+","","","7.1",",,6,28,","28.3",",6,18,","1201.4",",,,6","845.8","","229.8",",6","7.1",",,,6","","","10.17",",6","17.60",",,,6","2.74",",,,6","2848",",,,6"
"USC00412364","1947-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","18.2","","17.1",",6","3",",6","2",",6","0",",6","","","0",",6","1",",6","0",",6","17",",6","1",",6","","","","","0.0",",6,16,","","","24.4",",,6,18,","32.2",",6,28,","1785.9",",,,6","981.3","","135.5",",6","28.2",",,,6","","","14.51",",6","21.78",",,,6","7.25",",,,6","4652",",,,6"
"USC00412364","1947-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","119.8","","101.6",",6","4",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","25",",6","6",",6","","","","","4.4",",6,17,","","","16.5",",,6,25,","34.4",",6,05,","2048.2",",,,6","1015.5","","34.2",",6","21.6",",,,6","","","20.58",",6","27.29",",,,6","13.87",",,,6","4247",",,,6"
"USC00412364","1947-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","329.4","","209.6",",6","9",",6","5",",6","1",",6","","","0",",6","0",",6","0",",6","31",",6","13",",6","","","","","12.2",",6,21,","","","39.6",",,6,11,","37.8",",6,06,+","2602.7",",,,6","1015.8","","0.3",",6","71.4",",,,6","","","25.09",",6","31.80",",,,6","18.37",",,,6","4077",",,,6"
"USC00412364","1947-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","622.4","","293.0","1,6","7",",6","3",",6","1",",6","","","0",",6","0",",6","0","1,6","29","1,6","24","1,6","","","","","18.9",",6,15,","","","36.1",",,6,19,","38.9","1,6,02,","2622.6",",,,6","1015.8","","0.0","1,6","54.5",",,,6","","","28.44","1,6","34.37","1,,,6","22.51",",,,6","4273",",,,6"
"USC00412364","1947-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","976.9","","354.5",",6","3",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","30",",6","","","","","21.7",",6,21,+","0",",,6,31,+","9.1",",,6,20,","40.0",",6,19,","3265.9",",,,6","0.0","","0.0",",6","11.9",",,,6","0",",,,6","29.77",",6","36.08",",,,6","23.46",",,,6","3764",",,,6"
"USC00412364","1947-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9",",6","3",",6","1",",6","","","","","","","","","","","","","","","6","","","","","","56.6",",,6,12,","","","","","","","","","91.0",",,,6","","","","","","","","","",""
"USC00412364","1947-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","1",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","34.0",",,6,13,","","","","","","","","","34.0",",,,6","","","","","","","","","",""
"USC00412364","1947-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","14.7",",,6,29,","","","","","","","","","17.6",",,,6","","","","","","","","","",""
"USC00412364","1947-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","3",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","22.1",",,6,17,","","","","","","","","","46.0",",,,6","","","","","","","","","",""
"USC00412364","1947-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","2",",6","0",",6","1",",6","","","","","","","","","","","2","","","","","","71",",,6,15,","9.7",",,6,15,","","","","","","","","","16.3",",,,6","71",",,,6","","","","","","","",""
"USC00412364","1948-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","0",",6","0",",6","","","","","","","","","","","","","4","","","","","","","","0.8",",,6,27,+","","","","","","","","","2.2",",,,6","","","","","","","","","",""
"USC00412364","1948-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","12",",6","2",",6","0",",6","","","","","","","","","","","","","15","","1","","","","","","5.3",",,6,27,","","","","","","","","","17.6",",,,6","","","","","","","","","",""
"USC00412364","1948-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","0",",6","0",",6","","","","","","","","","","","","","2","","","","","","","","1.3",",,6,01,","","","","","","","","","4.1",",,,6","","","","","","","","","",""
"USC00412364","1948-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","1","","3","","","","","","15.7",",,6,25,","","","","","","","","","23.1",",,,6","","","","","","","","","",""
"USC00412364","1948-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","7","","","","","","55.6",",,6,25,","","","","","","","","","90.4",",,,6","","","","","","","","","",""
"USC00412364","1948-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","5",",6","1",",6","","","","","","","","","","","","","","","6","","","","","","119.1",",,6,04,","","","","","","","","","157.1",",,,6","","","","","","","","","",""
"USC00412364","1948-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","9.4",",,6,17,","","","","","","","","","9.9",",,,6","","","","","","","","","",""
"USC00412364","1948-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","29.0",",,6,09,","","","","","","","","","54.7",",,,6","","","","","","","","","",""
"USC00412364","1948-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","6","","1","","","","","","19.3",",,6,22,","","","","","","","","","39.7",",,,6","","","","","","","","","",""
"USC00412364","1948-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","4","","","","","","","","6.4",",,6,14,","","","","","","","","","9.7",",,,6","","","","","","","","","",""
"USC00412364","1948-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","0",",6","0",",6","","","","","","","","","","","","","6","","","","","","","","2.3",",,6,26,","","","","","","","","","3.9",",,,6","","","","","","","","","",""
"USC00412364","1949-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","456.2","3,,,6","","","","","","","","","","","","","","","2284",",,,6"
"USC00412364","1949-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2319",",,,6"
"USC00412364","1949-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","","","","","","","","","","","","","","","","","","","4","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
