"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093193","1990-12","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","1.5",",X","1127.6","0","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","1",",0","0",",0","27","","5","","","","-7.8",",0,23,","0",",,0,31,+","0",",T,0,21,+","9.9",",,0,15,","22.8",",0,10,","617.7","0","","","","","405.4",",0","","","","","","","","","","","","","","","","","","","","","17.3",",,,0","","","0",",T,,0","5.25",",0","11.78",",,,0","-1.27",",,,0","11551",",X","360",",X","","","","","315",",X","","","6.3",",X","","","","","8.2",",X","",""
"USW00093193","1991-01","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","1.2",",X","0.0","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","25","","6","","","","-2.8",",0,01,","0",",,0,31,+","0",",,0,31,+","1.8",",,0,04,","20.0",",0,18,","928.2","0","","","","","310.5",",0","","","","","","","","","","","","","","","","","","","","","3.3",",,,0","","","0",",,,0","8.32",",0","14.19",",,,0","2.45",",,,0","10064",",X","340",",X","","","","","315",",X","","","5.4",",X","","","","","6.7",",X","",""
"USW00093193","1991-02","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.3",",X","0.0","0","0.0",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","15","","7","","","","-0.6",",0,01,","0",",,0,28,+","0",",,0,28,+","13.2",",,0,27,","26.7",",0,26,","1071.7","0","","","","","143.5",",0","","","","","","","","","","","","","","","","","","","","","25.6",",,,0","","","0",",,,0","13.21",",0","20.48",",,,0","5.94",",,,0","12385",",X","310",",X","","","","","180",",X","","","8.9",",X","","","","","14.4",",X","",""
"USW00093193","1991-03","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.1",",X","0.0","0","0.0",",0","16",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","4","","","","2","","1.7",",0,16,+","0",",,0,31,+","0",",T,0,25,+","29.2",",,0,01,","25.6",",0,30,","1304.2","0","","","","","232.5",",0","","","","","","","","","","","","","","","","","","","","","183.8",",,,0","","","0",",T,,0","10.83",",0","15.71",",,,0","5.95",",,,0","12496",",X","320",",X","","","","","315",",X","","","10.3",",X","","","","","13.4",",X","",""
"USW00093193","1991-04","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.8",",X","2.8","0","2.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","1","","","","","","3.9",",0,11,","0",",,0,30,+","0",",,0,30,+","0.5",",,0,20,","30.6",",0,30,","1399.0","0","","","","","94.8",",0","","","","","","","","","","","","","","","","","","","","","0.5",",,,0","","","0",",,,0","15.27",",0","22.38",",,,0","8.15",",,,0","21883",",X","320",",X","","","","","360",",X","","","13.0",",X","","","","","17.5",",X","",""
"USW00093193","1991-05","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","4.5",",X","58.4","0","55.6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","","","","","","","6.7",",0,02,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,13,","35.6",",0,24,","1436.2","0","","","","","37.2",",0","","","","","","","","","","","","","","","","","","","","","0.8",",,,0","","","0",",,,0","18.93",",0","26.64",",,,0","11.22",",,,0","23229",",X","320",",X","","","","","315",",X","","","13.4",",X","","","","","18.5",",X","",""
"USW00093193","1991-06","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","4.0",",X","219.4","0","161.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","","","11.7",",0,22,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,28,","40.6",",0,11,","1436.2","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","0",",,,0","23.70",",0","32.14",",,,0","15.26",",,,0","24831",",X","290",",X","","","","","315",",X","","","10.3",",X","","","","","12.3",",X","",""
"USW00093193","1991-07","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.9",",X","542.0","0","322.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","","","16.7",",0,16,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","44.4",",0,05,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","0",",,,0","28.74",",0","37.27",",,,0","20.21",",,,0","26453",",X","310",",X","","","","","315",",X","","","8.9",",X","","","","","12.3",",X","",""
"USW00093193","1991-08","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.7",",X","776.4","0","234.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","","","13.9",",0,28,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,12,","40.6",",0,24,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","0",",,,0","25.90",",0","34.00",",,,0","17.79",",,,0","24070",",X","300",",X","","","","","315",",X","","","9.8",",X","","","","","12.9",",X","",""
"USW00093193","1991-09","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.5",",X","1023.5","0","247.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","","","","","1","","11.1",",0,10,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,25,","39.4",",0,03,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","0",",,,0","26.57",",0","35.33",",,,0","17.81",",,,0","21648",",X","310",",X","","","","","315",",X","","","9.8",",X","","","","","14.9",",X","",""
"USW00093193","1991-10","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.5",",X","1164.7","0","141.2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","18",",0","5","","2","","","","5.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","19.6",",,0,26,","37.2",",0,10,","46.4","0","","","","","46.4",",0","","","","","","","","","","","","","","","","","","","","","20.4",",,,0","","","0",",,,0","21.39",",0","29.50",",,,0","13.28",",,,0","18662",",X","320",",X","","","","","360",",X","","","9.4",",X","","","","","20.6",",X","",""
"USW00093193","1991-11","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.2",",X","1167.2","0","2.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","19","","2","","","","-0.6",",0,30,","0",",,0,30,+","0",",,0,30,+","1.0",",,0,17,","28.9",",0,07,","202.7","0","","","","","156.3",",0","","","","","","","","","","","","","","","","","","","","","1.0",",,,0","","","0",",,,0","13.21",",0","20.00",",,,0","6.41",",,,0","14593",",X","320",",X","","","","","360",",X","","","12.5",",X","","","","","19.5",",X","",""
"USW00093193","1991-12","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.2",",X","1167.2","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","1",",0","0",",0","21","","9","","","","-2.2",",0,21,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,29,","22.2",",0,27,","513.1","0","","","","","310.4",",0","","","","","","","","","","","","","","","","","","","","","31.0",",,,0","","","0",",,,0","8.32",",0","14.01",",,,0","2.63",",,,0","11099",",X","220",",X","","","","","180",",X","","","12.5",",X","","","","","21.6",",X","",""
"USW00093193","1992-01","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","1.8",",X","0.0","0","0.0",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","1",",0","0",",0","28","","22","","","","-1.7",",0,13,+","0",",,0,31,+","0",",,0,31,+","25.9",",,0,05,","21.1",",0,31,","897.5","0","","","","","384.4",",0","","","","","","","","","","","","","","","","","","","","","49.3",",,,0","","","0",",,,0","5.93",",0","9.32",",,,0","2.54",",,,0","5001",",X","360",",X","","","","","360",",X","","","10.3",",X","","","","","17.5",",X","",""
"USW00093193","1992-02","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.0",",X","0.0","0","0.0",",0","12",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","11","","6","","2","","0.6",",0,03,","0",",,0,29,+","0",",T,0,15,","37.1",",,0,15,","26.1",",0,27,+","1050.0","0","","","","","152.5",",0","","","","","","","","","","","","","","","","","","","","","120.2",",,,0","","","0",",T,,0","13.07",",0","18.53",",,,0","7.62",",,,0","12119",",X","130",",X","","","","","135",",X","","","11.2",",X","","","","","15.4",",X","",""
"USW00093193","1992-03","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.7",",X","0.0","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","10","","2","","2","","5.0",",0,18,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,22,","25.0",",0,13,","1156.8","0","","","","","106.8",",0","","","","","","","","","","","","","","","","","","","","","54.4",",,,0","","","0",",,,0","14.89",",0","20.25",",,,0","9.52",",,,0","18267",",X","230",",X","","","","","225",",X","","","9.8",",X","","","","","18.5",",X","",""
"USW00093193","1992-04","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.6",",X","46.5","0","46.5",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","1","","","","","","6.7",",0,06,","0",",,0,30,+","0",",,0,30,+","4.6",",,0,12,","33.3",",0,25,","1172.9","0","","","","","16.1",",0","","","","","","","","","","","","","","","","","","","","","4.6",",,,0","","","0",",,,0","19.34",",0","27.19",",,,0","11.50",",,,0","22615",",X","300",",X","","","","","315",",X","","","10.3",",X","","","","","13.9",",X","",""
"USW00093193","1992-05","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.8",",X","236.6","0","190.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","1","","11.7",",0,02,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,06,+","37.8",",0,31,","1172.9","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","0",",,,0","24.47",",0","32.73",",,,0","16.20",",,,0","25637",",X","120",",X","","","","","135",",X","","","12.5",",X","","","","","15.9",",X","",""
"USW00093193","1992-06","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","4.2",",X","436.3","0","199.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","","","11.7",",0,16,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,29,+","40.6",",0,04,","1173.7","0","","","","","0.8",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","0",",,,0","24.96",",0","32.60",",,,0","17.33",",,,0","25217",",X","310",",X","","","","","315",",X","","","12.5",",X","","","","","15.4",",X","",""
"USW00093193","1992-07","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.9",",X","716.0","0","279.7",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","","","15.0",",0,01,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,12,","40.6",",0,29,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","5.6",",,,0","","","0",",,,0","27.36",",0","35.32",",,,0","19.39",",,,0","25795",",X","310",",X","","","","","315",",X","","","9.4",",X","","","","","11.3",",X","",""
"USW00093193","1992-08","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.4",",X","1028.9","0","312.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","","","13.3",",0,23,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,14,","42.2",",0,18,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","0",",,,0","28.43",",0","37.45",",,,0","19.41",",,,0","24711",",X","310",",X","","","","","315",",X","","","8.0",",X","","","","","11.3",",X","",""
"USW00093193","1992-09","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.0",",X","1227.5","0","198.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","","","","","13.9",",0,15,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,17,","38.9",",0,29,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","0",",,,0","24.95",",0","33.81",",,,0","16.10",",,,0","21513",",X","310",",X","","","","","315",",X","","","9.4",",X","","","","","13.4",",X","",""
"USW00093193","1992-10","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.5",",X","1299.7","0","72.2",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","9","","","","","","8.9",",0,31,","0",",,0,31,+","0",",,0,31,+","36.3",",,0,30,","34.4",",0,12,+","10.8","0","","","","","10.8",",0","","","","","","","","","","","","","","","","","","","","","55.6",",,,0","","","0",",,,0","20.31",",0","27.56",",,,0","13.06",",,,0","17818",",X","120",",X","","","","","135",",X","","","10.3",",X","","","","","13.9",",X","",""
"USW00093193","1992-11","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","1.9",",X","1299.7","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","24","","4","","","","1.1",",0,30,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,22,+","23.9",",0,06,","190.6","0","","","","","179.8",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","0",",,,0","12.34",",0","18.76",",,,0","5.92",",,,0","12990",",X","320",",X","","","","","315",",X","","","8.9",",X","","","","","11.3",",X","",""
"USW00093193","1992-12","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.8",",X","1299.7","0","0.0",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","0",",0","0",",0","24","","11","","1","","-1.7",",0,19,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,07,","19.4",",0,02,","529.7","0","","","","","339.1",",0","","","","","","","","","","","","","","","","","","","","","68.1",",,,0","","","0",",,,0","7.39",",0","11.94",",,,0","2.85",",,,0","8317",",X","340",",X","","","","","360",",X","","","10.3",",X","","","","","15.9",",X","",""
"USW00093193","1993-01","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.0",",X","0.0","0","0.0",",0","13",",0","11",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","25","","13","","","","-3.3",",0,04,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,01,","18.3",",0,21,","837.8","0","","","","","308.1",",0","","","","","","","","","","","","","","","","","","","","","131.5",",,,0","","","0",",,,0","8.39",",0","12.34",",,,0","4.45",",,,0","5909",",X","140",",X","","","","","135",",X","","","17.4",",X","","","","","21.6",",X","",""
"USW00093193","1993-02","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.1",",X","0.0","0","0.0",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12","","1","","","","1.1",",0,01,","0",",,0,28,+","0",",,0,28,+","14.0",",,0,08,","23.3",",0,04,","1041.6","0","","","","","203.8",",0","","","","","","","","","","","","","","","","","","","","","62.0",",,,0","","","0",",,,0","11.05",",0","16.25",",,,0","5.85",",,,0","9526",",X","120",",X","","","","","90",",X","","","11.6",",X","","","","","18.5",",X","",""
"USW00093193","1993-03","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.7",",X","1.4","0","1.4",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","14","","2","","","","4.4",",0,02,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,25,","28.3",",0,08,","1125.4","0","","","","","83.8",",0","","","","","","","","","","","","","","","","","","","","","44.8",",,,0","","","0",",,,0","15.68",",0","21.60",",,,0","9.76",",,,0","16877",",X","300",",X","","","","","315",",X","","","8.9",",X","","","","","12.3",",X","",""
"USW00093193","1993-04","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","4.1",",X","12.0","0","10.6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","3","","","","","","5.0",",0,12,","0",",,0,30,+","0",",,0,30,+","2.0",",,0,17,+","30.6",",0,30,+","1191.3","0","","","","","65.9",",0","","","","","","","","","","","","","","","","","","","","","5.0",",,,0","","","0",",,,0","16.49",",0","23.42",",,,0","9.55",",,,0","21432",",X","310",",X","","","","","315",",X","","","10.3",",X","","","","","14.4",",X","",""
"USW00093193","1993-05","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","4.0",",X","101.8","0","89.8",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","","","7.8",",0,13,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,31,","37.2",",0,10,","1196.5","0","","","","","5.2",",0","","","","","","","","","","","","","","","","","","","","","6.4",",,,0","","","0",",,,0","21.06",",0","28.86",",,,0","13.26",",,,0","23993",",X","300",",X","","","","","315",",X","","","13.0",",X","","","","","16.4",",X","",""
"USW00093193","1993-06","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.7",",X","286.4","0","184.6",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","18",",0","1","","","","1","","8.9",",0,06,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,05,","42.2",",0,26,","1203.5","0","","","","","7.0",",0","","","","","","","","","","","","","","","","","","","","","40.9",",,,0","","","0",",,,0","24.26",",0","32.38",",,,0","16.13",",,,0","24046",",X","20",",X","","","","","360",",X","","","9.4",",X","","","","","13.4",",X","",""
"USW00093193","1993-07","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.5",",X","547.5","0","261.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","","","15.0",",0,21,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","38.3",",0,07,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","0",",,,0","26.76",",0","35.14",",,,0","18.37",",,,0","26623",",X","300",",X","","","","","315",",X","","","9.4",",X","","","","","10.8",",X","",""
"USW00093193","1993-08","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.4",",X","800.0","0","252.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","","","13.9",",0,30,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","41.7",",0,02,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","0",",,,0","26.48",",0","35.11",",,,0","17.85",",,,0","24678",",X","300",",X","","","","","315",",X","","","8.0",",X","","","","","11.3",",X","",""
"USW00093193","1993-09","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.9",",X","979.0","0","179.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","","","10.6",",0,23,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","38.3",",0,03,","0.3","0","","","","","0.3",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","0",",,,0","24.29",",0","33.36",",,,0","15.22",",,,0","22041",",X","320",",X","","","","","315",",X","","","10.3",",X","","","","","13.4",",X","",""
"USW00093193","1993-10","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.2",",X","1033.0","0","54.0",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","6","","","","","","7.8",",0,18,","0",",,0,31,+","0",",,0,31,+","1.8",",,0,10,","35.0",",0,03,","7.3","0","","","","","7.0",",0","","","","","","","","","","","","","","","","","","","","","3.2",",,,0","","","0",",,,0","19.85",",0","27.42",",,,0","12.28",",,,0","17123",",X","310",",X","","","","","270","2,X","","","6.7",",X","","","","","9.3","2,X","",""
"USW00093193","1993-11","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.4",",X","1033.0","0","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9",",0","0",",0","13","","","","","","-1.7",",0,25,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,11,","26.1",",0,02,","192.3","0","","","","","185.0",",0","","","","","","","","","","","","","","","","","","","","","29.6",",,,0","","","0",",,,0","12.17",",0","19.24",",,,0","5.09",",,,0","13605",",X","300",",X","","","","","315",",X","","","12.5",",X","","","","","15.9",",X","",""
"USW00093193","1993-12","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.3",",X","1033.0","0","0.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27","","13","","","","0.6",",0,25,+","0",",,0,31,+","0",",,0,31,+","15.5",",,0,14,","20.6",",0,10,","526.8","0","","","","","334.5",",0","","","","","","","","","","","","","","","","","","","","","26.2",",,,0","","","0",",,,0","7.54",",0","11.91",",,,0","3.17",",,,0","8072",",X","230",",X","","","","","225",",X","","","10.3",",X","","","","","19.0",",X","",""
"USW00093193","1994-01","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.1",",X","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","3",",0","0",",0","28","","18","","","","-1.1",",0,08,+","0",",,0,31,+","0",",,0,31,+","17.3",",,0,24,","22.2",",0,21,+","838.6","0","","","","","311.8",",0","","","","","","","","","","","","","","","","","","","","","29.3",",,,0","","","0",",,,0","8.28",",0","14.19",",,,0","2.36",",,,0","10127",",X","110",",X","","","","","90",",X","","","9.4",",X","","","","","10.8",",X","",""
"USW00093193","1994-02","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.7",",X","0.0","0","0.0",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","1",",0","0",",0","19","","3","","","","-1.1",",0,13,","0",",,0,28,+","0",",T,0,18,","11.4",",,0,18,","22.2",",0,25,","1073.2","0","","","","","234.6",",0","","","","","","","","","","","","","","","","","","","","","48.8",",,,0","","","0",",T,,0","9.95",",0","15.91",",,,0","3.99",",,,0","11116",",X","140",",X","","","","","135",",X","","","11.6",",X","","","","","17.0",",X","",""
"USW00093193","1994-03","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.0",",X","0.3","0","0.3",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","9","","2","","","","3.3",",0,23,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,06,","27.8",",0,14,","1171.4","0","","","","","98.2",",0","","","","","","","","","","","","","","","","","","","","","13.2",",,,0","","","0",",,,0","15.17",",0","22.25",",,,0","8.10",",,,0","19400",",X","310",",X","","","","","315",",X","","","12.5",",X","","","","","17.0",",X","",""
"USW00093193","1994-04","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.6",",X","27.8","0","27.5",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","2","","","","","","5.6",",0,10,","0",",,0,30,+","0",",,0,30,+","13.5",",,0,25,","33.9",",0,15,","1228.7","0","","","","","57.3",",0","","","","","","","","","","","","","","","","","","","","","34.6",",,,0","","","0",",,,0","17.34",",0","24.60",",,,0","10.08",",,,0","19932",",X","280",",X","","","","","45",",X","","","8.9",",X","","","","","13.9",",X","",""
"USW00093193","1994-05","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.6",",X","108.9","0","81.1",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","7",",0","2","","","","2","","9.4",",0,02,+","0",",,0,31,+","0",",,0,31,+","12.2",",,0,06,","35.0",",0,29,","1250.4","0","","","","","21.7",",0","","","","","","","","","","","","","","","","","","","","","33.0",",,,0","","","0",",,,0","20.25",",0","27.31",",,,0","13.18",",,,0","23026",",X","240",",X","","","","","225",",X","","","10.7",",X","","","","","14.9",",X","",""
