"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00386114","2012-05","34.1944","-79.2472","33.5","MULLINS, SC US","184.3","7","122.8",",7","9",",7","7",",7","3",",7","","","","","0",",7","0",",7","0",",7","31",",7","0",",7","","","","","11.7",",7,20,+","","","","","51.8",",,7,30,","31.7",",7,06,","1286.2","7","  23.9",",,,7,5,2","","","3.1",",7","  24.4",",,,7,5,2","  16.7",",,,7,5,2","","","  18.3",",,,7,5,2","  19.6",",,,7,5,2","","","  21.6",",,,7,5,2","175.0",",,,7","","","22.20",",7","27.52",",,,7","16.87",",,,7"
"USC00386114","2012-06","34.1944","-79.2472","33.5","MULLINS, SC US","326.4","7","142.1",",7","7",",7","4",",7","1",",7","","","","","0",",7","0",",7","0",",7","30",",7","3",",7","","","","","13.9",",7,17,+","","","","","58.7",",,7,13,","37.2",",7,30,","1286.2","7","  25.0",",,,7,5,2","","","0.0",",7","  27.2",",,,7,5,2","  20.0",",,,7,5,2","","","  20.0",",,,7,5,2","  21.7",",,,7,5,2","","","  23.5",",,,7,5,2","84.3",",,,7","","","23.07",",7","28.87",",,,7","17.27",",,,7"
"USC00386114","2012-07","34.1944","-79.2472","33.5","MULLINS, SC US","630.7","7","304.3",",7","13",",7","8",",7","1",",7","","","","","0",",7","0",",7","0",",7","31",",7","23",",7","","","","","20.6",",7,02,","","","","","31.0",",,7,14,","38.9",",7,01,","0.0","7","  27.8","1,,,7,5,2","","","0.0",",7","  30.6","1,,,7,5,2","  23.3","1,,,7,5,2","","","  25.0","1,,,7,5,2","  25.4","1,,,7,5,2","","","  27.2","1,,,7,5,2","94.6",",,,7","","","28.15",",7","33.57",",,,7","22.73",",,,7"
"USC00386114","2012-08","34.1944","-79.2472","33.5","MULLINS, SC US","844.9","7","214.2",",7","17",",7","13",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","5",",7","","","","","16.7",",7,27,+","","","","","28.4",",,7,06,","34.4",",7,03,","0.0","7","  25.6",",,,7,5,2","","","0.0",",7","  28.3",",,,7,5,2","  21.1",",,,7,5,2","","","  23.3",",,,7,5,2","  23.8",",,,7,5,2","","","  26.1",",,,7,5,2","147.4",",,,7","","","25.24",",7","29.60",",,,7","20.88",",,,7"
"USC00386114","2012-09","34.1944","-79.2472","33.5","MULLINS, SC US","971.9","7","127.0",",7","6",",7","4",",7","2",",7","","","","","0",",7","0",",7","0",",7","30",",7","5",",7","","","","","10.6",",7,26,+","","","","","62.7",",,7,09,","32.8",",7,04,+","2.2","7","  26.7",",,,7,5,2","","","2.2",",7","  27.2",",,,7,5,2","  18.3",",,,7,5,2","","","  21.1",",,,7,5,2","  21.9",",,,7,5,2","","","  23.9",",,,7,5,2","119.9",",,,7","","","22.49",",7","27.91",",,,7","17.07",",,,7"
"USC00386114","2012-10","34.1944","-79.2472","33.5","MULLINS, SC US","1002.9","7","31.0",",7","8",",7","6",",7","1",",7","","","","","0",",7","0",",7","0",",7","19",",7","0",",7","","","","","3.9",",7,31,","","","","","48.3",",,7,09,","30.6",",7,03,","74.5","7","  21.7","1,,,7,5,2","","","72.3",",7","  23.9","1,,,7,5,2","  12.8","1,,,7,5,2","","","  17.2","1,,,7,5,2","  17.2","1,,,7,5,2","","","  20.8","1,,,7,5,2","81.3",",,,7","","","17.00",",7","22.28",",,,7","11.72",",,,7"
"USC00386114","2012-11","34.1944","-79.2472","33.5","MULLINS, SC US","1003.7","7","0.8",",7","6",",7","3",",7","0",",7","","","","","0",",7","10",",7","0",",7","4",",7","0",",7","","","","","-3.3",",7,26,+","","","","","22.4",",,7,16,","25.0",",7,13,","355.0","7","  16.1",",,,7,5,2","","","280.5",",7","  17.8",",,,7,5,2","   5.0",",,,7,5,2","","","   8.9",",,,7,5,2","  10.5",",,,7,5,2","","","  12.9",",,,7,5,2","40.2",",,,7","","","9.01",",7","15.25",",,,7","2.77",",,,7"
"USC00386114","2012-12","34.1944","-79.2472","33.5","MULLINS, SC US","1004.3","7","0.6",",7","13",",7","10",",7","0",",7","","","","","0",",7","7",",7","0",",7","6",",7","0",",7","","","","","-3.3",",7,31,","","","","","20.3",",,7,29,","23.3",",7,10,","607.4","7","  17.8",",,,7,5,2","","","252.4",",7","  18.3",",,,7,5,2","   2.2",",,,7,5,2","","","   5.0",",,,7,5,2","   8.7",",,,7,5,2","","","  12.0",",,,7,5,2","108.0",",,,7","","","10.21",",7","15.67",",,,7","4.75",",,,7"
"USC00386114","2013-01","34.1944","-79.2472","33.5","MULLINS, SC US","1.9","7","1.9",",7","7",",7","3",",7","0",",7","","","","","0",",7","12",",7","0",",7","9",",7","0",",7","","","","","-5.6",",7,25,","","","","","17.3",",,7,18,","25.0",",7,18,+","896.7","7","  15.6",",,,7,5,2","","","289.3",",7","  17.8",",,,7,5,2","   0.6",",,,7,5,2","","","   2.8",",,,7,5,2","   7.4",",,,7,5,2","","","  10.7",",,,7,5,2","32.9",",,,7","","","9.06",",7","15.02",",,,7","3.10",",,,7"
"USC00386114","2013-02","34.1944","-79.2472","33.5","MULLINS, SC US","1.9","7","0.0","2,7","7","4,7","7","4,7","2","4,7","","","","","0","2,7","10","2,7","0","1,7","0","1,7","0","1,7","","","","","-5.6","2,7,19,+","","","","","33.0","4,,7,27,","20.6","1,7,27,","1197.3","7","  11.1","3,,,7,5,2","","","300.6","1,7","  13.3","3,,,7,5,2","   0.0","3,,,7,5,2","","","   4.4","3,,,7,5,2","   7.2","3,,,7,5,2","","","  10.0","3,,,7,5,2","126.1","1,a,,7","","","6.87","2,7","12.90","1,,,7","0.83","2,,,7"
"USC00386114","2013-03","34.1944","-79.2472","33.5","MULLINS, SC US","2.7","7","0.8",",7","6",",7","5",",7","0",",7","","","","","0",",7","16",",7","0",",7","4",",7","0",",7","","","","","-2.8",",7,04,","","","","","18.8",",,7,25,","26.7",",7,18,","1509.0","7","  15.6",",,,7,5,2","","","311.7",",7","  19.4",",,,7,5,2","   4.4",",,,7,5,2","","","   6.1",",,,7,5,2","   8.8",",,,7,5,2","","","  12.3",",,,7,5,2","61.7",",,,7","","","8.30",",7","14.88",",,,7","1.73",",,,7"
"USC00386114","2013-04","34.1944","-79.2472","33.5","MULLINS, SC US","21.8","7","19.1",",7","10",",7","8",",7","1",",7","","","","","0",",7","0",",7","0",",7","21",",7","0",",7","1","","","","3.9",",7,06,","","","","","27.4",",,7,20,","29.4",",7,20,","1594.9","7","  20.6",",,,7,5,2","","","85.9",",7","  23.3",",,,7,5,2","   9.4",",,,7,5,2","","","  10.6",",,,7,5,2","  15.5",",,,7,5,2","","","  18.4",",,,7,5,2","110.8",",,,7","","","16.11",",7","22.40",",,,7","9.81",",,,7"
"USC00386114","2013-05","34.1944","-79.2472","33.5","MULLINS, SC US","87.9","7","66.1",",7","7",",7","5",",7","2",",7","","","","","0",",7","0",",7","0",",7","27",",7","0",",7","1","","","","7.2",",7,25,+","","","","","27.2",",,7,06,","30.6",",7,18,+","1622.7","7","  21.7",",,,7,5,2","","","27.8",",7","  23.9",",,,7,5,2","  13.9",",,,7,5,2","","","  14.4",",,,7,5,2","  17.6",",,,7,5,2","","","  20.7",",,,7,5,2","78.0",",,,7","","","19.57",",7","25.43",",,,7","13.71",",,,7"
"USC00386114","2013-06","34.1944","-79.2472","33.5","MULLINS, SC US","280.0","7","192.1",",7","18",",7","14",",7","4",",7","","","","","0",",7","0",",7","0",",7","30",",7","2",",7","","","","","16.1",",7,21,","","","","","57.2",",,7,11,","34.4",",7,14,","1622.7","7","  23.9",",,,7,5,2","","","0.0",",7","  26.1",",,,7,5,2","  18.9",",,,7,5,2","","","  22.8",",,,7,5,2","  22.0",",,,7,5,2","","","  23.7",",,,7,5,2","278.2",",,,7","","","24.74",",7","29.28",",,,7","20.19",",,,7"
"USC00386114","2013-07","34.1944","-79.2472","33.5","MULLINS, SC US","517.2","7","237.2",",7","15",",7","13",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","5",",7","","","","","20.0",",7,27,+","","","","","76.5",",,7,02,","33.3",",7,18,","0.0","7","  25.0",",,,7,5,2","","","0.0",",7","  26.7",",,,7,5,2","  21.1",",,,7,5,2","","","  22.8",",,,7,5,2","  23.5",",,,7,5,2","","","  25.0",",,,7,5,2","224.9",",,,7","","","25.98",",7","30.07",",,,7","21.90",",,,7"
"USC00386114","2013-08","34.1944","-79.2472","33.5","MULLINS, SC US","710.8","7","193.6",",7","15",",7","9",",7","3",",7","","","","","0",",7","0",",7","0",",7","30",",7","4",",7","","","","","15.6",",7,16,+","","","","","33.3",",,7,20,","33.3",",7,13,","0.0","7","  28.3","1,,,7,5,2","","","0.0",",7","  29.4","1,,,7,5,2","  18.3","1,,,7,5,2","","","  19.4","1,,,7,5,2","  22.1","1,,,7,5,2","","","  24.4","1,,,7,5,2","142.5",",,,7","","","24.58",",7","28.90",",,,7","20.25",",,,7"
"USC00386114","2013-09","34.1944","-79.2472","33.5","MULLINS, SC US","831.2","7","120.4",",7","5",",7","4",",7","0",",7","","","","","0",",7","0",",7","0",",7","30",",7","1",",7","","","","","12.2",",7,24,+","","","","","18.0",",,7,02,","32.2",",7,02,","0.8","7","  23.9",",,,7,5,2","","","0.8",",7","  30.0",",,,7,5,2","  16.7",",,,7,5,2","","","  20.0",",,,7,5,2","  20.3",",,,7,5,2","","","  24.2",",,,7,5,2","38.0",",,,7","","","22.32",",7","27.84",",,,7","16.80",",,,7"
"USC00386114","2013-10","34.1944","-79.2472","33.5","MULLINS, SC US","866.5","7","35.3",",7","6",",7","5",",7","0",",7","","","","","0",",7","0",",7","0",",7","21",",7","0",",7","","","","","0.6",",7,27,+","","","","","7.9",",,7,08,","30.6",",7,06,","68.9","7","  21.7",",,,7,5,2","","","68.1",",7","  26.1",",,,7,5,2","   4.4",",,,7,5,2","","","  10.0",",,,7,5,2","  15.4",",,,7,5,2","","","  19.5",",,,7,5,2","24.4",",,,7","","","17.27",",7","22.50",",,,7","12.05",",,,7"
"USC00386114","2013-11","34.1944","-79.2472","33.5","MULLINS, SC US","869.0","7","2.5",",7","8",",7","6",",7","1",",7","","","","","0",",7","8",",7","0",",7","8",",7","0",",7","","","","","-5.0",",7,26,+","","","","","39.1",",,7,27,","26.1",",7,02,","312.7","7","  19.4","1,,,7,5,2","","","243.8",",7","  23.3","1,,,7,5,2","   0.0","1,,,7,5,2","","","   3.3","1,,,7,5,2","   9.0","1,,,7,5,2","","","  13.9","1,,,7,5,2","82.8",",,,7","","","10.29",",7","16.80",",,,7","3.79",",,,7"
"USC00386114","2013-12","34.1944","-79.2472","33.5","MULLINS, SC US","875.7","7","6.7",",7","11",",7","7",",7","1",",7","","","","","0",",7","14",",7","0",",7","7",",7","0",",7","","","","","-3.9",",7,14,+","","","","","44.2",",,7,15,","26.1",",7,23,","597.7","7","  17.8",",,,7,5,2","","","285.0",",7","  21.7",",,,7,5,2","   1.7",",,,7,5,2","","","   4.4",",,,7,5,2","   8.0",",,,7,5,2","","","  12.5",",,,7,5,2","106.1",",,,7","","","9.35",",7","15.31",",,,7","3.40",",,,7"
"USC00386114","2014-01","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","7","0.0",",7","8",",7","8",",7","0",",7","","","","","0",",7","20",",7","3",",7","2",",7","0",",7","","","","","-10.0",",7,08,+","","","","","18.3",",,7,12,","22.2",",7,12,+","1044.5","7","  10.0",",,,7,5,2","","","446.8",",7","  15.0",",,,7,5,2","  -4.4",",,,7,5,2","","","  -1.1",",,,7,5,2","   2.6",",,,7,5,2","","","   7.0",",,,7,5,2","83.9",",,,7","","","3.92",",7","10.05",",,,7","-2.21",",,,7"
"USC00386114","2014-02","34.1944","-79.2472","33.5","MULLINS, SC US","1.4","7","1.4","3,7","9","3,7","7","3,7","0","3,7","","","","","0","3,7","10","3,7","0","3,7","5","3,7","0","3,7","1","","","","-2.8","3,7,12,+","","","","","15.0","3,,7,12,","27.8","3,7,21,","1292.1","7","  15.6","1,,,7,5,2","","","247.6","3,7","  21.7","1,,,7,5,2","  -3.9","1,,,7,5,2","","","   0.6","1,,,7,5,2","   7.7","1,,,7,5,2","","","  11.7","1,,,7,5,2","109.5",",a,,7","","","8.49","3,7","14.60","3,,,7","2.38","3,,,7"
"USC00386114","2014-03","34.1944","-79.2472","33.5","MULLINS, SC US","1.4","7","0.0",",7","13",",7","7",",7","2",",7","","","","","0",",7","10",",7","0",",7","12",",7","0",",7","","","","","-5.6",",7,05,+","","","","","43.4",",,7,07,","25.6",",7,23,","1591.9","7","  15.0","2,,,7,5,2","","","299.8",",7","  18.9","2,,,7,5,2","   1.1","2,,,7,5,2","","","   1.7","2,,,7,5,2","   7.8","2,,,7,5,2","","","  12.2","2,,,7,5,2","125.5",",,,7","","","8.66",",7","15.23",",,,7","2.09",",,,7"
"USC00386114","2014-04","34.1944","-79.2472","33.5","MULLINS, SC US","34.1","7","32.7",",7","8",",7","5",",7","1",",7","","","","","0",",7","0",",7","0",",7","24",",7","0",",7","","","","","2.2",",7,17,+","","","","","32.3",",,7,19,","31.7",",7,03,","1660.9","7","  22.8",",,,7,5,2","","","69.0",",7","  24.4",",,,7,5,2","  10.0",",,,7,5,2","","","  11.7",",,,7,5,2","  17.0",",,,7,5,2","","","  20.6",",,,7,5,2","72.4",",,,7","","","17.12",",7","24.33",",,,7","9.92",",,,7"
"USC00386114","2014-05","34.1944","-79.2472","33.5","MULLINS, SC US","162.1","7","128.0",",7","6",",7","3",",7","1",",7","","","","","0",",7","0",",7","0",",7","29",",7","6",",7","","","","","8.9",",7,17,","","","","","139.7",",,7,16,","33.3",",7,24,","1672.3","7","  25.0","1,,,7,5,2","","","11.4",",7","  27.2","1,,,7,5,2","  16.1","1,,,7,5,2","","","  18.9","1,,,7,5,2","  21.3","1,,,7,5,2","","","  24.0","1,,,7,5,2","170.3",",,,7","","","22.09",",7","28.46",",,,7","15.73",",,,7"
"USC00386114","2014-06","34.1944","-79.2472","33.5","MULLINS, SC US","379.9","7","217.8",",7","8",",7","7",",7","1",",7","","","","","0",",7","0",",7","0",",7","30",",7","14",",7","","","1","","12.8",",7,02,","","","","","47.8",",,7,06,","34.4",",7,20,","1672.3","7","  26.7",",,,7,5,2","","","0.0",",7","  30.6",",,,7,5,2","  18.3",",,,7,5,2","","","  22.8",",,,7,5,2","  23.4",",,,7,5,2","","","  26.1",",,,7,5,2","99.4",",,,7","","","25.59",",7","31.13",",,,7","20.06",",,,7"
"USC00386114","2014-07","34.1944","-79.2472","33.5","MULLINS, SC US","614.6","7","234.7",",7","11",",7","6",",7","3",",7","","","","","0",",7","0",",7","0",",7","31",",7","11",",7","","","","","18.3",",7,31,+","","","","","92.5",",,7,11,","35.6",",7,10,","0.0","7","  26.1",",,,7,5,2","","","0.0",",7","  30.6",",,,7,5,2","  19.4",",,,7,5,2","","","  25.0",",,,7,5,2","  22.8",",,,7,5,2","","","  28.1",",,,7,5,2","220.2",",,,7","","","25.90",",7","30.94",",,,7","20.87",",,,7"
"USC00386114","2014-08","34.1944","-79.2472","33.5","MULLINS, SC US","830.1","7","215.5",",7","13",",7","6",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","11",",7","","","1","","16.7",",7,29,+","","","","","24.1",",,7,11,","34.4",",7,23,","0.0","7","  25.0","1,,,7,5,2","","","0.0",",7","  29.4","1,,,7,5,2","  19.4","1,,,7,5,2","","","  21.1","1,,,7,5,2","  22.9","1,,,7,5,2","","","  26.2","1,,,7,5,2","84.2",",,,7","","","25.28",",7","30.29",",,,7","20.28",",,,7"
"USC00386114","2014-09","34.1944","-79.2472","33.5","MULLINS, SC US","975.4","7","145.3",",7","12",",7","10",",7","3",",7","","","","","0",",7","0",",7","0",",7","28",",7","5",",7","2","","","","13.3",",7,24,","","","","","61.5",",,7,09,","34.4",",7,03,","5.6","7","  25.6","1,,,7,5,2","","","5.6",",7","  30.6","1,,,7,5,2","  16.1","1,,,7,5,2","","","  17.8","1,,,7,5,2","  21.2","1,,,7,5,2","","","  24.2","1,,,7,5,2","217.7",",,,7","","","22.99",",7","27.11",",,,7","18.87",",,,7"
"USC00386114","2014-10","34.1944","-79.2472","33.5","MULLINS, SC US","1016.8","7","41.4",",7","5",",7","5",",7","0",",7","","","","","0",",7","0",",7","0",",7","24",",7","0",",7","1","","","","5.6",",7,06,+","","","","","7.6",",,7,16,","30.0",",7,12,","59.8","7","  21.7",",,,7,5,2","","","54.2",",7","  25.0",",,,7,5,2","  10.6",",,,7,5,2","","","  15.6",",,,7,5,2","  16.8",",,,7,5,2","","","  20.9",",,,7,5,2","28.5",",,,7","","","17.92",",7","24.36",",,,7","11.48",",,,7"
"USC00386114","2014-11","34.1944","-79.2472","33.5","MULLINS, SC US","1016.8","7","0.0",",7","10",",7","6",",7","2",",7","","","","","0",",7","12",",7","0",",7","4",",7","0",",7","","","","","-6.7",",7,20,+","","","","","44.2",",,7,26,","24.4",",7,07,","341.4","7","  15.0","1,,,7,5,2","","","281.6",",7","  17.2","1,,,7,5,2","  -1.1","1,,,7,5,2","","","   2.8","1,,,7,5,2","   7.7","1,,,7,5,2","","","  11.8","1,,,7,5,2","127.8",",,,7","","","8.95",",7","14.91",",,,7","2.98",",,,7"
"USC00386114","2014-12","34.1944","-79.2472","33.5","MULLINS, SC US","1016.8","7","0.0",",7","11",",7","5",",7","1",",7","","","","","0",",7","9",",7","0",",7","2",",7","0",",7","1","","","","-3.9",",7,13,+","","","","","27.4",",,7,24,","23.3",",7,29,","639.2","7","  14.4",",,,7,5,2","","","297.8",",7","  18.3",",,,7,5,2","   0.6",",,,7,5,2","","","   5.6",",,,7,5,2","   7.2",",,,7,5,2","","","  12.1",",,,7,5,2","83.2",",,,7","","","8.73",",7","14.54",",,,7","2.92",",,,7"
"USC00386114","2015-01","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","7","0.0","1,7","12",",7","7",",7","0",",7","","","","","0","1,7","16","1,7","1",",7","1",",7","0",",7","","","","","-10.6","1,7,09,+","","","","","17.5",",,7,24,","23.3",",7,05,","1018.8","7","  10.6",",,,7,5,2","","","379.6",",7","  17.2",",,,7,5,2","  -3.9",",,,7,5,2","","","  -1.7",",,,7,5,2","   4.5",",,,7,5,2","","","   8.5",",,,7,5,2","90.0",",,,7","","","5.71","1,7","11.51",",,,7","-0.09","1,,,7"
"USC00386114","2015-02","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","7","0.0",",7","10",",7","7",",7","1",",7","","","","","0",",7","24",",7","3",",7","1",",7","0",",7","","","","","-11.1",",7,21,+","","","","","39.6",",,7,26,","21.7",",7,10,","1432.8","7","  10.0",",,,7,5,2","","","414.0",",7","  17.8",",,,7,5,2","  -3.9",",,,7,5,2","","","  -3.9",",,,7,5,2","   1.7",",,,7,5,2","","","   6.2",",,,7,5,2","100.6",",,,7","","","3.55",",7","9.59",",,,7","-2.49",",,,7"
"USC00386114","2015-03","34.1944","-79.2472","33.5","MULLINS, SC US","8.1","7","8.1",",7","11",",7","8",",7","1",",7","","","","","0",",7","5",",7","0",",7","11",",7","0",",7","1","","","","-3.9",",7,07,","","","","","26.2",",,7,15,","29.4",",7,12,","1624.6","7","  20.0",",,,7,5,2","","","191.8",",7","  23.3",",,,7,5,2","   4.4",",,,7,5,2","","","   5.6",",,,7,5,2","  11.3",",,,7,5,2","","","  15.2",",,,7,5,2","113.3",",,,7","","","12.41",",7","18.59",",,,7","6.23",",,,7"
"USC00386114","2015-04","34.1944","-79.2472","33.5","MULLINS, SC US","41.7","7","33.6",",7","13",",7","10",",7","1",",7","","","","","0",",7","0",",7","0",",7","23",",7","0",",7","","","1","","5.0",",7,01,","","","","","25.7",",,7,16,","31.1",",7,10,","1684.8","7","  23.3",",,,7,5,2","","","60.2",",7","  23.9",",,,7,5,2","   9.4",",,,7,5,2","","","  16.1",",,,7,5,2","  17.4",",,,7,5,2","","","  20.6",",,,7,5,2","94.5",",,,7","","","17.45",",7","23.31",",,,7","11.58",",,,7"
"USC00386114","2015-05","34.1944","-79.2472","33.5","MULLINS, SC US","148.0","7","106.3",",7","8",",7","4",",7","1",",7","","","","","0",",7","0",",7","0",",7","30",",7","0",",7","","","","","8.3",",7,03,+","","","","","36.3",",,7,28,","31.7",",7,21,+","1693.4","7","  24.4",",,,7,5,2","","","8.6",",7","  28.3",",,,7,5,2","  12.2",",,,7,5,2","","","  17.2",",,,7,5,2","  20.2",",,,7,5,2","","","  24.3",",,,7,5,2","65.0",",,,7","","","21.48",",7","27.57",",,,7","15.40",",,,7"
"USC00386114","2015-06","34.1944","-79.2472","33.5","MULLINS, SC US","396.4","7","248.4",",7","8",",7","6",",7","1",",7","","","","","0",",7","0",",7","0",",7","30",",7","15",",7","","","2","","17.8",",7,08,+","","","","","33.0",",,7,03,","37.2",",7,17,","1693.4","7","  27.2","1,,,7,5,2","","","0.0",",7","  30.0","1,,,7,5,2","  20.0","1,,,7,5,2","","","  20.6","1,,,7,5,2","  23.6","1,,,7,5,2","","","  27.3","1,,,7,5,2","118.5",",,,7","","","26.61",",7","32.21",",,,7","21.01",",,,7"
"USC00386114","2015-07","34.1944","-79.2472","33.5","MULLINS, SC US","683.2","7","286.8",",7","9",",7","7",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","23",",7","1","","3","","18.3",",7,26,","","","","","24.6",",,7,31,","37.8",",7,24,","0.0","7","  26.7",",,,7,5,2","","","0.0",",7","  31.7",",,,7,5,2","  21.1",",,,7,5,2","","","  25.0",",,,7,5,2","  23.9",",,,7,5,2","","","  29.3",",,,7,5,2","82.2",",,,7","","","27.59",",7","33.30",",,,7","21.87",",,,7"
"USC00386114","2015-08","34.1944","-79.2472","33.5","MULLINS, SC US","923.7","7","240.5",",7","9",",7","8",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","11",",7","","","","","17.2",",7,29,","","","","","39.4",",,7,31,","36.7",",7,06,","0.0","7","  25.6","1,,,7,5,2","","","0.0",",7","  31.1","1,,,7,5,2","  21.1","1,,,7,5,2","","","  25.6","1,,,7,5,2","  22.9","1,,,7,5,2","","","  28.5","1,,,7,5,2","134.7",",,,7","","","26.09",",7","31.40",",,,7","20.78",",,,7"
"USC00386114","2015-09","34.1944","-79.2472","33.5","MULLINS, SC US","1077.4","7","153.7","1,7","11","1,7","8","1,7","0","1,7","","","","","0","1,7","0","1,7","0","1,7","28","1,7","3","1,7","1","","","","10.6","1,7,16,+","","","","","16.8","1,,7,25,","32.8","1,7,05,+","0.8","7","  25.0",",,,2,5,2","","","0.8","1,7","  30.6",",,,2,5,2","  17.2",",,,2,5,2","","","  20.0",",,,2,5,2","  21.4",",,,2,5,2","","","  25.4",",,,2,5,2","70.4","1,,,7","","","23.61","1,7","28.14","1,,,7","19.07","1,,,7"
"USC00386114","2015-10","34.1944","-79.2472","33.5","MULLINS, SC US","1097.4","7","20.0",",7","10",",7","9",",7","4",",7","","","","","0",",7","0",",7","0",",7","23",",7","0",",7","2","","","","1.7",",7,20,+","","","","","66.5",",,7,05,","28.3",",7,01,","57.4","7","  21.7",",,,7,5,2","","","56.6",",7","  23.3",",,,7,5,2","   7.8",",,,7,5,2","","","  11.7",",,,7,5,2","  16.4",",,,7,5,2","","","  20.1",",,,7,5,2","264.0",",,,7","","","17.15",",7","22.66",",,,7","11.64",",,,7"
"USC00386114","2015-11","34.1944","-79.2472","33.5","MULLINS, SC US","1103.8","7","6.4",",7","11",",7","10",",7","1",",7","","","","","0",",7","2",",7","0",",7","12",",7","0",",7","1","","","","-1.7",",7,25,+","","","","","122.7",",,7,05,","25.0",",7,08,+","202.9","7","  20.0","1,,,7,5,2","","","145.5",",7","  22.8","1,,,7,5,2","   1.7","1,,,7,5,2","","","   8.3","1,,,7,5,2","  11.8","1,,,7,5,2","","","  16.7","1,,,7,5,2","247.7",",,,7","","","13.70",",7","18.95",",,,7","8.44",",,,7"
"USC00386114","2015-12","34.1944","-79.2472","33.5","MULLINS, SC US","1129.4","7","25.6",",7","13",",7","10",",7","2",",7","","","","","0",",7","3",",7","0",",7","15",",7","0",",7","","","","","-2.2",",7,21,+","","","","","47.2",",,7,23,","26.7",",7,31,","345.1","7","  20.6","2,,,7,5,2","","","142.2",",7","  24.4","2,,,7,5,2","   3.3","2,,,7,5,2","","","   8.9","2,,,7,5,2","  12.5","2,,,7,5,2","","","  17.0","2,,,7,5,2","162.6",",,,7","","","14.57",",7","19.46",",,,7","9.68",",,,7"
"USC00386114","2016-01","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","7","0.0",",7","10",",7","8",",7","0",",7","","","","","0",",7","18",",7","0",",7","1",",7","0",",7","1","","","","-7.2",",7,20,+","","","","","20.3",",,7,23,","21.7",",7,01,","752.8","7","  17.2","1,,,7,5,2","","","407.7",",7","  21.1","1,,,7,5,2","  -2.8","1,,,7,5,2","","","   0.0","1,,,7,5,2","   4.6","1,,,7,5,2","","","   8.7","1,,,7,5,2","83.6",",,,7","","","5.18",",7","10.24",",,,7","0.13",",,,7"
"USC00386114","2016-02","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","7","0.0",",7","9",",7","9",",7","2",",7","","","","","0",",7","15",",7","0",",7","4",",7","0",",7","","","","","-6.1",",7,15,+","","","","","48.5",",,7,04,","23.3",",7,25,","1059.0","7","  15.6","3,,,7,5,2","","","306.2",",7","  20.0","3,,,7,5,2","  -2.8","3,,,7,5,2","","","  -1.7","3,,,7,5,2","   6.0","3,,,7,5,2","","","  10.8","3,,,7,5,2","163.6",",,,7","","","7.78",",7","13.79",",,,7","1.76",",,,7"
"USC00386114","2016-03","34.1944","-79.2472","33.5","MULLINS, SC US","11.8","7","11.8","1,7","6","1,7","6","1,7","0","1,7","","","","","0","1,7","0","1,7","0","1,7","18","1,7","0","1,7","","","","","0.6","1,7,23,+","","","","","13.2","1,,7,04,","28.9","1,7,17,","1179.3","7","  21.7","2,,,7,5,2","","","120.3","1,7","  25.0","2,,,7,5,2","   3.9","2,,,7,5,2","","","  10.0","2,,,7,5,2","  14.1","2,,,7,5,2","","","  18.8","2,,,7,5,2","42.9","1,,,7","","","14.72","1,7","21.54","1,,,7","7.90","1,,,7"
