"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094850","1995-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","86.7","0","82.3",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","5",",0","8","","2","","5","","1.7",",0,08,","0",",,0,30,+","0",",,0,30,+","13.2",",,0,10,","35.6",",0,18,","4831.5","0","61.1",",0","37.8",",,,0","","","0",",,,0","19.04",",0","25.50",",,,0","12.58",",,,0","20465",",X","","","","","","","","","","","",""
"USW00094850","1995-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","136.8","0","50.1",",0","15",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","10","","6","","9","","4.4",",0,02,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,31,","33.9",",0,30,","39.7","0","39.7",",0","99.8",",,,0","","","0",",,,0","18.67",",0","24.54",",,,0","12.80",",,,0","17779",",X","","","","","","","","","","","",""
"USW00094850","1995-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","202.6","0","65.8",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","13","","3","","5","","8.3",",0,22,","0",",,0,31,+","0",",,0,31,+","46.0",",,0,03,","31.1",",0,18,","52.6","0","12.9",",0","109.7",",,,0","","","0",",,,0","20.04",",0","25.34",",,,0","14.74",",,,0","16682",",X","","","","","","","","","","","",""
"USW00094850","1995-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","206.8","0","4.2",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12",",0","0",",0","6","","3","","4","","-3.3",",0,23,","0",",,0,30,+","0",",T,0,22,+","47.5",",,0,06,","28.3",",0,04,","242.7","0","190.1",",0","91.4",",,,0","","","0",",T,,0","12.13",",0","18.28",",,,0","5.99",",,,0","13880",",X","","","","","","","","","","","",""
"USW00094850","1995-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","209.0","0","2.2",",0","17",",0","11",",0","2",",0","1",",0","1",",0","0",",0","11",",0","0",",0","3",",0","0",",0","17","","3","","5","","-2.8",",0,30,","25",",,0,21,","56",",,0,20,","28.2",",,0,06,","29.4",",0,12,","601.1","0","358.4",",0","161.8",",,,0","","","84",",,,0","6.84",",0","11.16",",,,0","2.53",",,,0","5610",",X","","","","","","","","","","","",""
"USW00094850","1995-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","209.0","0","0.0",",0","20",",0","7",",0","1",",0","29",",0","12",",0","2",",0","29",",0","21",",0","0",",0","0",",0","8","","","","","","-17.8",",0,24,+","356",",,0,28,","130",",,0,01,","39.6",",,0,01,","6.1",",0,05,","1311.9","0","710.8",",0","75.6",",,,0","","","804",",,,0","-5.36",",0","-1.46",",,,0","-9.26",",,,0","5202",",X","","","","","","","","","","","",""
"USW00094850","1995-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","209.0","0","0.0",",0","17",",0","8",",0","0",",0","31",",0","12",",0","8",",0","31",",0","28",",0","0",",0","0",",0","4","","","","","","-27.2",",0,13,","610",",,0,28,","183",",,0,09,","8.1",",,0,09,","1.7",",0,03,+","2154.3","0","842.4",",0","63.0",",,,0","","","1147",",,,0","-8.84",",0","-4.85",",,,0","-12.83",",,,0","4334",",X","","","","","","","","","","","",""
"USW00094850","1996-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","17",",0","10",",0","2",",0","29","2,0","15","1,0","14",",0","31",",0","28",",0","0",",0","0",",0","5","","1","","","","-32.8",",0,31,","864","2,,0,30,","211","1,,0,26,","33.8",",,0,18,","6.7",",0,18,","3093.9","0","939.6",",0","132.6",",,,0","","","1301","1,,,0","-11.98",",0","-6.91",",,,0","-17.05",",,,0","5377",",X","","","","","","","","","","","",""
"USW00094850","1996-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","13",",0","7",",0","0",",0","29",",0","9",",0","16",",0","29",",0","21",",0","0",",0","0",",0","6","","1","","","","-35.0",",0,04,+","914",",,0,28,","211",",,0,28,","16.8",",,0,11,","6.7",",0,24,","3950.0","0","856.1",",0","74.0",",,,0","","","963",",,,0","-11.19",",0","-5.21",",,,0","-17.17",",,,0","9517",",X","","","","","","","","","","","",""
"USW00094850","1996-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","13",",0","3",",0","1",",0","31",",0","5",",0","8",",0","29",",0","18",",0","0",",0","0",",0","5","","1","","","","-26.1",",0,04,","838",",,0,06,+","295",",,0,25,","28.4",",,0,25,","13.3",",0,13,","4734.7","0","784.7",",0","53.3",",,,0","","","582",",,,0","-6.98",",0","-1.33",",,,0","-12.64",",,,0","13673",",X","","","","","","","","","","","",""
"USW00094850","1996-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","16",",0","14",",0","1",",0","30",",0","9",",0","0",",0","26",",0","9",",0","0",",0","0",",0","4","","1","","1","","-15.6",",0,07,","864",",,0,16,","320",",,0,30,","36.8",",,0,30,","16.1",",0,19,","5292.8","0","558.1",",0","165.0",",,,0","","","1104",",,,0","-0.27",",0","4.83",",,,0","-5.37",",,,0","10179",",X","","","","","","","","","","","",""
"USW00094850","1996-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","1.7","0","1.7",",0","5",",0","3",",0","1",",0","11",",0","0",",0","0",",0","13",",0","0",",0","5",",0","0",",0","5","","","","1","","-6.7",",0,02,","432",",,0,01,","15",",,0,01,","30.5",",,0,19,","28.3",",0,18,","5611.4","0","318.6",",0","43.2",",,,0","","","15",",,,0","8.11",",0","14.41",",,,0","1.81",",,,0","15093",",X","","","","","","","","","","","",""
"USW00094850","1996-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","38.4","0","36.7",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","2",",0","10","","1","","4","","2.8",",0,05,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,02,","33.9",",0,28,","5692.6","0","81.2",",0","100.1",",,,0","","","0",",,,0","16.85",",0","22.90",",,,0","10.80",",,,0","19259",",X","","","","","","","","","","","",""
"USW00094850","1996-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","53.5","0","15.1",",0","16",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","11","","","","4","","5.0",",0,20,","0",",,0,31,+","0",",,0,31,+","39.1",",,0,18,","31.7",",0,17,+","73.4","0","73.4",",0","112.6",",,,0","","","0",",,,0","16.45",",0","22.06",",,,0","10.84",",,,0","16590",",X","","","","","","","","","","","",""
"USW00094850","1996-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","88.0","0","34.5",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","7","","","","4","","5.0",",0,30,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,22,","30.6",",0,06,","115.3","0","41.9",",0","53.6",",,,0","","","0",",,,0","18.10",",0","24.46",",,,0","11.73",",,,0","21354",",X","","","","","","","","","","","",""
"USW00094850","1996-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","108.6","0","20.6",",0","14",",0","7",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","11",",0","0",",0","22","","","","3","","-1.1",",0,30,+","0",",,0,30,+","0",",,0,30,+","26.4",",,0,12,","31.1",",0,06,","281.7","0","166.4",",0","91.0",",,,0","","","0",",,,0","13.48",",0","18.52",",,,0","8.43",",,,0","9986",",X","","","","","","","","","","","",""
"USW00094850","1996-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","108.6","0","0.0",",0","12",",0","6",",0","1",",0","1",",0","0",",0","0",",0","14",",0","1",",0","3",",0","0",",0","11","","","","1","","-7.8",",0,31,","25",",,0,10,","20",",,0,10,","31.8",",,0,17,","22.8",",0,01,","646.9","0","365.2",",0","92.4",",,,0","","","38",",,,0","6.55",",0","12.22",",,,0","0.88",",,,0","8790",",X","","","","","","","","","","","",""
"USW00094850","1996-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","108.6","0","0.0",",0","16",",0","8",",0","0",",0","20",",0","6",",0","0",",0","28",",0","19",",0","0",",0","0",",0","4","","","","","","-11.7",",0,23,","178",",,0,12,+","135",",,0,11,","13.0",",,0,16,","11.1",",0,06,","1284.2","0","637.3",",0","47.5",",,,0","","","398",",,,0","-2.91",",0","0.22",",,,0","-6.04",",,,0","3890",",X","","","","","","","","","","","",""
"USW00094850","1996-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","108.6","0","0.0",",0","20",",0","14",",0","0",",0","31",",0","17",",0","4",",0","31",",0","28",",0","0",",0","0",",0","9","","","","","","-26.7",",0,26,","889",",,0,31,","292",",,0,23,","19.6",",,0,15,","1.7",",0,13,","2067.4","0","783.2",",0","113.2",",,,0","","","2028",",,,0","-6.93",",0","-3.77",",,,0","-10.10",",,,0","2471",",X","","","","","","","","","","","",""
"USW00094850","1997-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","22",",0","13",",0","1",",0","31",",0","14",",0","10",",0","31",",0","27",",0","0",",0","0",",0","4","","","","","","-27.2",",0,17,","1118",",,0,28,+","396",",,0,04,","45.7",",,0,04,","1.7",",0,02,","2964.8","0","897.4",",0","167.9",",,,0","","","2329",",,,0","-10.61",",0","-6.18",",,,0","-15.05",",,,0","4356",",X","","","","","","","","","","","",""
"USW00094850","1997-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","14",",0","2",",0","0",",0","28",",0","7",",0","9",",0","28",",0","21",",0","0",",0","0",",0","5","","","","","","-26.7",",0,12,","1118",",,0,17,","157",",,0,16,","7.4",",,0,16,","11.1",",0,18,","3713.6","0","748.8",",0","24.8",",,,0","","","477",",,,0","-8.41",",0","-2.68",",,,0","-14.14",",,,0","5868",",X","","","","","","","","","","","",""
"USW00094850","1997-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","19",",0","8",",0","1",",0","31",",0","8",",0","7",",0","31",",0","16",",0","0",",0","0",",0","7","","","","","","-26.7",",0,16,","1600",",,0,15,","665",",,0,14,","41.9",",,0,14,","9.4",",0,27,+","4468.1","0","754.5",",0","93.0",",,,0","","","1281",",,,0","-6.00",",0","-0.02",",,,0","-11.99",",,,0","7595",",X","","","","","","","","","","","",""
"USW00094850","1997-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","10",",0","2",",0","0",",0","23",",0","1",",0","0",",0","23",",0","4",",0","0",",0","0",",0","5","","","","","","-12.8",",0,10,","1041",",,0,01,","81",",,0,08,","10.7",",,0,27,","20.0",",0,29,","4954.3","0","486.2",",0","26.3",",,,0","","","137",",,,0","2.13",",0","7.95",",,,0","-3.69",",,,0","14334",",X","","","","","","","","","","","",""
"USW00094850","1997-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","16",",0","9",",0","0",",0","2",",0","3",",0","0",",0","15",",0","0",",0","2",",0","0",",0","9","","","","","","-3.9",",0,04,","25",",,0,17,+","81",",,0,16,","10.7",",,0,18,+","27.2",",0,31,","5303.1","0","348.8",",0","75.4",",,,0","","","231",",,,0","7.08",",0","12.89",",,,0","1.27",",,,0","12392",",X","","","","","","","","","","","",""
"USW00094850","1997-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","43.3","0","43.3",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","","","","","","","3.3",",0,17,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,07,","32.2",",0,24,","5353.8","0","50.7",",0","87.4",",,,0","","","0",",,,0","18.09",",0","24.89",",,,0","11.29",",,,0","19042",",X","","","","","","","","","","","",""
"USW00094850","1997-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","83.2","0","39.9",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","","","6.1",",0,09,+","0",",,0,31,+","0",",,0,31,+","15.5",",,0,02,","30.6",",0,13,","64.8","0","64.8",",0","40.7",",,,0","","","0",",,,0","17.53",",0","23.07",",,,0","11.99",",,,0","18374",",X","","","","","","","","","","","",""
"USW00094850","1997-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","100.5","0","17.3",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","","","","","3.9",",0,11,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,15,","29.4",",0,07,","175.1","0","110.3",",0","76.5",",,,0","","","0",",,,0","15.33",",0","20.80",",,,0","9.86",",,,0","16907",",X","","","","","","","","","","","",""
"USW00094850","1997-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","104.9","0","4.4",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","","","","","","","1.1",",0,04,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,18,","27.2",",0,14,","330.6","0","155.5",",0","34.5",",,,0","","","0",",,,0","13.30",",0","18.37",",,,0","8.22",",,,0","17466",",X","","","","","","","","","","","",""
"USW00094850","1997-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","106.6","0","1.7",",0","11",",0","6",",0","0",",0","9",",0","1",",0","0",",0","14",",0","4",",0","7",",0","0",",0","","","","","","","-7.2",",0,28,+","152",",,0,22,","165",",,0,21,","15.7",",,0,13,","25.6",",0,08,","694.0","0","363.4",",0","60.4",",,,0","","","211",",,,0","6.66",",0","11.90",",,,0","1.43",",,,0","12581",",X","","","","","","","","","","","",""
"USW00094850","1997-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","106.6","0","0.0",",0","19",",0","10",",0","0",",0","25",",0","10",",0","0",",0","28",",0","15",",0","0",",0","0",",0","","","","","","","-13.3",",0,24,","305",",,0,16,+","241",",,0,10,","17.0",",,0,01,","10.6",",0,01,","1323.3","0","629.3",",0","88.6",",,,0","","","947",",,,0","-2.65",",0","0.56",",,,0","-5.85",",,,0","6376",",X","","","","","","","","","","","",""
"USW00094850","1997-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","106.6","0","0.0",",0","11",",0","7",",0","0",",0","31",",0","9",",0","0",",0","31",",0","25",",0","0",",0","0",",0","","","","","","","-17.2",",0,21,","483",",,0,07,+","249",",,0,05,","15.0",",,0,05,","10.6",",0,15,","2018.5","0","695.2",",0","60.9",",,,0","","","987",",,,0","-4.09",",0","-1.28",",,,0","-6.90",",,,0","4708",",X","","","","","","","","","","","",""
"USW00094850","1998-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","20",",0","8",",0","0",",0","31",",0","15",",0","6",",0","31",",0","27",",0","0",",0","0",",0","","","","","","","-24.4",",0,13,","711",",,0,27,","211",",,0,09,","18.0",",,0,09,","2.8",",0,03,+","2831.4","0","812.9",",0","69.1",",,,0","","","1059",",,,0","-7.89",",0","-4.66",",,,0","-11.12",",,,0","3659",",X","","","","","","","","","","","",""
"USW00094850","1998-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","28",",0","4",",0","3",",0","26",",0","11",",0","0",",0","0",",0","","","","","","","-18.9",",0,04,","762",",,0,03,+","130",",,0,01,","13.0",",,0,01,","8.9",",0,25,","3401.5","0","570.1",",0","28.5",",,,0","","","390",",,,0","-2.03",",0","2.05",",,,0","-6.11",",,,0","5094",",X","","","","","","","","","","","",""
"USW00094850","1998-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","20",",0","14",",0","0",",0","31",",0","10",",0","2",",0","28",",0","17",",0","0",",0","0",",0","","","","","","","-25.6",",0,16,","635",",,0,16,+","175",",,0,14,","22.6",",,0,29,","13.9",",0,28,","4095.8","0","694.3",",0","135.9",",,,0","","","900",",,,0","-4.06",",0","0.68",",,,0","-8.80",",,,0","8632",",X","","","","","","","","","","","",""
"USW00094850","1998-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","7",",0","2",",0","0",",0","4",",0","1",",0","0",",0","18",",0","0",",0","3",",0","0",",0","","","","","","","-5.6",",0,06,+","102",",,0,17,","135",",,0,16,","13.2",",,0,16,","24.4",",0,30,","4484.1","0","388.3",",0","22.9",",,,0","","","145",",,,0","5.39",",0","11.15",",,,0","-0.37",",,,0","","","","","","","","","","","","","",""
"USW00094850","1998-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","13.1","0","13.1",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","","","","","","","-0.6",",0,22,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,17,","29.4",",0,18,","4669.1","0","185.0",",0","49.0",",,,0","","","0",",,,0","12.79",",0","19.66",",,,0","5.91",",,,0","23445",",X","","","","","","","","","","","",""
"USW00094850","1998-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","37.8","0","24.7",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","0",",0","","","","","","","0.0",",0,05,","0",",,0,30,+","0",",T,0,02,","25.4",",,0,02,","30.0",",0,20,","4785.5","0","116.4",",0","77.7",",,,0","","","0",",T,,0","15.28",",0","20.63",",,,0","9.93",",,,0","20733",",X","","","","","","","","","","","",""
"USW00094850","1998-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","83.1","0","45.3",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","3",",0","","","","","","","7.2",",0,05,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,06,","33.9",",0,14,","37.8","0","37.8",",0","15.2",",,,0","","","0",",,,0","18.57",",0","25.00",",,,0","12.15",",,,0","24532",",X","","","","","","","","","","","",""
"USW00094850","1998-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","126.4","0","43.3",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","","","6.1",",0,19,","0",",,0,31,+","0",",,0,31,+","38.9",",,0,22,","30.6",",0,09,","68.3","0","30.5",",0","68.7",",,,0","","","0",",,,0","18.75",",0","24.49",",,,0","13.00",",,,0","20034",",X","","","","","","","","","","","",""
"USW00094850","1998-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","140.8","0","14.4",",0","14",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","1",",0","","","","","","","0.6",",0,23,","0",",,0,30,+","0",",T,0,22,","28.7",",,0,13,","33.3",",0,11,","195.2","0","126.9",",0","90.6",",,,0","","","0",",T,,0","14.59",",0","20.60",",,,0","8.57",",,,0","","","","","","","","","","","","","",""
"USW00094850","1998-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","140.8","0","0.0",",0","15",",0","6",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","3",",0","0",",0","","","","","","","-3.9",",0,15,","0",",,0,31,+","8",",,0,21,","14.0",",,0,06,","21.7",",0,24,","498.4","0","303.2",",0","49.1",",,,0","","","8",",,,0","8.55",",0","13.08",",,,0","4.03",",,,0","11899",",X","","","","","","","","","","","",""
"USW00094850","1998-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","140.8","0","0.0",",0","17",",0","8",",0","0",",0","5",",0","4",",0","0",",0","24",",0","5",",0","0",",0","0",",0","","","","","","","-11.7",",0,21,","51",",,0,21,+","66",",,0,20,","19.6",",,0,10,","13.9",",0,30,","1013.8","0","515.4",",0","73.5",",,,0","","","236",",,,0","1.15",",0","4.39",",,,0","-2.09",",,,0","5997",",X","","","","","","","","","","","",""
"USW00094850","1998-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","140.8","0","0.0",",0","10",",0","7",",0","0",",0","14",",0","7",",0","7",",0","30",",0","16",",0","0",",0","0",",0","","","","","","","-22.8",",0,22,","330",",,Z,20,","201",",,0,18,","15.5",",,0,18,","15.0",",0,03,","1747.4","0","733.6",",0","40.7",",,,0","","","713",",,,0","-5.33",",0","-0.76",",,,0","-9.91",",,,0","9194",",X","","","","","","","","","","","",""
"USW00094850","1999-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","18",",0","10",",0","0",",0","31",",0","12",",0","13",",0","31",",0","25",",0","0",",0","0",",0","","","","","","","-29.4",",0,11,","864",",,0,29,","422",",,0,03,","24.4",",,0,03,","3.9",",0,30,","2665.1","0","917.7",",0","125.3",",,,0","","","1719",",,,0","-11.27",",0","-7.25",",,,0","-15.29",",,,0","9053",",X","","","","","","","","","","","",""
"USW00094850","1999-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","13",",0","7",",0","0",",0","28",",0","7",",0","3",",0","28",",0","17",",0","0",",0","0",",0","","","","","","","-26.1",",0,22,","940",",,0,19,+","239",",,0,17,","23.4",",,0,11,","5.6",",0,11,","3342.3","0","677.2",",0","80.0",",,,0","","","875",",,,0","-5.85",",0","-1.57",",,,0","-10.14",",,,0","7440",",X","","","","","","","","","","","",""
"USW00094850","1999-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","11",",0","4",",0","0",",0","31",",0","6",",0","2",",0","28",",0","13",",0","0",",0","0",",0","","","","","","","-24.4",",0,07,","940",",,0,06,+","112",",,0,21,","9.4",",,0,21,","18.9",",0,31,","4000.8","0","658.5",",0","26.6",",,,0","","","532",",,,0","-2.91",",0","2.70",",,,0","-8.52",",,,0","","","","","","","","","","","","","",""
"USW00094850","1999-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","8",",0","6",",0","0",",0","12",",0","1",",0","0",",0","22",",0","0",",0","1",",0","0",",0","","","","","","","-6.1",",0,24,","203",",,0,01,","30",",,0,17,","23.4",",,0,04,","21.7",",0,25,","4428.8","0","428.0",",0","56.1",",,,0","","","45",",,,0","4.07",",0","9.17",",,,0","-1.04",",,,0","","","","","","","","","","","","","",""
"USW00094850","1999-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","6.7","0","6.7",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","14",",0","0",",0","","","","","","","-1.1",",0,09,","0",",,0,31,+","0",",,0,31,+","35.6",",,0,24,","31.1",",0,29,","4625.0","0","196.2",",0","145.9",",,,0","","","0",",,,0","12.22",",0","18.26",",,,0","6.18",",,,0","19159",",X","","","","","","","","","","","",""
"USW00094850","1999-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","48.4","0","41.7",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","","","","","","","2.2",",0,03,+","0",",,0,30,+","0",",,0,30,+","16.5",",,0,27,","32.2",",0,26,","4712.8","0","87.8",",0","77.7",",,,0","","","0",",,,0","16.80",",0","22.54",",,,0","11.05",",,,0","22151",",X","","","","","","","","","","","",""
"USW00094850","1999-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","136.3","0","87.9",",0","16",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","","","","","","","9.4",",0,10,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,09,","36.1",",0,30,","23.0","0","23.0",",0","121.5",",,,0","","","0",",,,0","20.42",",0","26.22",",,,0","14.63",",,,0","24462",",X","","","","","","","","","","","",""
"USW00094850","1999-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","153.3","0","17.0",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","","","3.3",",0,30,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,12,","30.0",",0,27,+","88.8","0","65.8",",0","59.6",",,,0","","","0",",,,0","16.76",",0","22.65",",,,0","10.86",",,,0","","","","","","","","","","","","","",""
