"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094850","1965-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","60.6","0","2.8",",0","13",",0","7",",0","0",",0","0","5,0","","","0",",0","13",",0","1",",0","3",",0","0",",0","12","","3","","2","","-6.1",",0,05,","0","5,,0,31,+","","","20.1",",,0,14,","25.6",",0,18,","815.1","0","365.8",",0","49.1",",,,0","","","","","6.62",",0","11.06",",,,0","2.19",",,,0","","","","","","","","","","","","","",""
"USW00094850","1965-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","60.6","0","0.0",",0","14",",0","7",",0","1",",0","19",",0","","","0",",0","28",",0","13",",0","0",",0","0",",0","15","","4","","1","","-14.4",",0,18,","406",",,0,30,","","","30.5",",,0,26,","19.4",",0,03,","1405.7","0","590.6",",0","92.5",",,,0","","","","","-1.36",",0","2.26",",,,0","-4.97",",,,0","","","","","","","","","","","","","",""
"USW00094850","1965-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","60.6","0","0.0",",0","13",",0","3",",0","0",",0","31",",0","","","1",",0","30",",0","19",",0","0",",0","0",",0","16","","7","","","","-17.8",",0,06,","457",",,0,11,+","","","19.6",",,0,12,","7.2",",0,31,","2112.0","0","706.3",",0","54.1",",,,0","","","","","-4.45",",0","-1.31",",,,0","-7.60",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","14",",0","3",",0","0",",0","31",",0","4",",0","14",",0","31",",0","29",",0","0",",0","0",",0","6","","2","","","","-25.0",",0,18,","686",",,0,31,+","203",",,0,07,","7.1",",,0,02,","1.7",",0,04,","3058.1","0","946.1",",0","21.1",",,,0","","","450",",,,0","-12.19",",0","-8.02",",,,0","-16.35",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","9",",0","2",",0","0",",0","26","2,0","2","1,0","8",",0","27",",0","20",",0","0",",0","0",",0","8","","3","","","","-29.4",",0,19,","914","2,,0,05,+","46","1,,0,02,","3.3",",,0,16,+","5.0",",0,09,","3820.3","0","762.2",",0","13.6",",,,0","","","110","1,,,0","-8.89",",0","-4.23",",,,0","-13.55",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","17",",0","7",",0","1",",0","29","2,0","6","1,0","4",",0","29",",0","11",",0","0",",0","0",",0","10","","6","","1","","-23.3",",0,28,","737","2,,0,26,+","411","1,,0,23,","34.5",",,0,23,","16.1",",0,17,","4486.3","0","666.0",",0","100.1",",,,0","","","853","1,,,0","-3.15",",0","1.70",",,,0","-8.00",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","14",",0","5",",0","0",",0","20","2,0","1","1,0","0",",0","26",",0","4",",0","0",",0","0",",0","13","","3","","1","","-12.2",",0,11,+","635","2,,0,09,+","61","1,,0,01,","7.6",",,0,20,","15.6",",0,23,","5013.8","0","527.5",",0","30.6",",,,0","","","88","1,,,0","0.75",",0","6.32",",,,0","-4.82",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.3","0","0.3",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","13",",0","1",",0","3",",0","0",",0","5","","","","1","","-7.2",",0,02,","0",",,0,31,+","0",",T,0,28,+","9.7",",,0,18,","27.2",",0,26,","5366.0","0","352.2",",0","21.1",",,,0","","","0",",T,,0","6.98",",0","12.98",",,,0","0.98",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","37.8","0","37.5",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","21",",0","0",",0","7","","2","","8","","0.0",",0,09,+","0",",,0,30,+","0",",,0,30,+","25.9",",,0,05,","31.7",",0,30,","5454.7","0","88.7",",0","69.7",",,,0","","","0",",,,0","16.63",",0","23.63",",,,0","9.62",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","110.5","0","72.7",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","8","","2","","5","","4.4",",0,15,","0",",,0,31,+","0",",,0,31,+","36.3",",,0,25,","34.4",",0,10,","22.7","0","22.7",",0","71.1",",,,0","","","0",",,,0","19.95",",0","26.81",",,,0","13.08",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","132.1","0","21.6",",0","16",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","14","","7","","6","","4.4",",0,19,","0",",,0,31,+","0",",,0,31,+","31.0",",,0,21,","28.9",",0,29,+","107.2","0","84.5",",0","91.3",",,,0","","","0",",,,0","16.30",",0","21.50",",,,0","11.11",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","138.5","0","6.4",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","11",",0","0",",0","16","","2","","4","","-1.1",",0,26,+","0",",,0,30,+","0",",,0,30,+","32.5",",,0,29,","29.4",",0,01,","298.4","0","191.2",",0","69.9",",,,0","","","0",",,,0","12.17",",0","18.13",",,,0","6.22",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","138.5","0","0.0",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","18",",0","0",",0","2",",0","0",",0","11","","2","","1","","-10.0",",0,30,","0",",T,0,31,+","10",",,0,16,","31.0",",,0,14,","24.4",",0,07,","691.4","0","393.0",",0","82.1",",,,0","","","18",",,,0","5.66",",0","10.79",",,,0","0.52",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","138.5","0","0.0",",0","12",",0","8",",0","0",",0","22","2,0","6","1,0","0",",0","26",",0","11",",0","0",",0","0",",0","16","","11","","","","-16.7",",0,30,+","406","2,,0,30,+","216","1,,0,28,","21.6",",,0,28,","8.3",",0,22,","1297.5","0","606.1",",0","80.2",",,,0","","","761","1,,,0","-1.87",",0","0.95",",,,0","-4.69",",,,0","","","","","","","","","","","","","",""
"USW00094850","1966-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","138.5","0","0.0",",0","20",",0","9",",0","0",",0","31",",0","9",",0","4",",0","31",",0","23",",0","0",",0","0",",0","10","","3","","","","-22.2",",0,02,","1118",",,0,31,+","178",",,0,29,","16.5",",,0,21,","3.3",",0,06,","2081.4","0","783.9",",0","94.9",",,,0","","","980",",,,0","-6.95",",0","-3.75",",,,0","-10.15",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","19",",0","6",",0","0",",0","31",",0","7",",0","10",",0","31",",0","27",",0","0",",0","0",",0","9","","2","","1","","-28.9",",0,18,","1346",",,0,11,+","244",",,0,07,","24.4",",,0,07,","4.4",",0,23,","2950.9","0","869.5",",0","81.8",",,,0","","","733",",,,0","-9.71",",0","-4.95",",,,0","-14.48",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","10",",0","2",",0","0",",0","26","2,0","3","1,0","17",",0","28",",0","28",",0","0",",0","0",",0","6","","","","","","-35.0",",0,12,","1143","2,,0,22,+","102","1,,0,15,+","10.2",",,0,15,","0.0",",0,26,","3859.6","0","908.7",",0","22.5",",,,0","","","325","1,,,0","-14.12",",0","-8.62",",,,0","-19.62",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","31",",0","2",",0","8",",0","30",",0","15",",0","0",",0","0",",0","11","","3","","1","","-27.8",",0,01,","1041",",,0,01,","66",",,0,21,","7.9",",,0,21,","15.6",",0,31,","4587.6","0","728.0",",0","22.0",",,,0","","","141",",,,0","-5.15",",0","0.69",",,,0","-10.99",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","8",",0","5",",0","0",",0","11",",0","2",",0","0",",0","25",",0","4",",0","0",",0","0",",0","10","","3","","3","","-10.6",",0,11,+","178",",,0,01,","51",",,0,17,","23.4",",,0,30,","18.3",",0,21,","5055.3","0","467.7",",0","55.9",",,,0","","","79",",,,0","2.74",",0","8.52",",,,0","-3.04",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","8",",0","5",",0","0",",0","2",",0","2",",0","0",",0","18",",0","0",",0","3",",0","0",",0","6","","2","","2","","-6.7",",0,03,","76",",,0,11,","61",",,0,10,","11.4",",,0,01,","23.3",",0,26,+","5424.5","0","369.2",",0","38.7",",,,0","","","117",",,,0","6.42",",0","12.82",",,,0","0.03",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","11.4","0","11.4",",0","19",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","17","","10","","5","","2.8",",0,01,","0",",,0,30,+","0",",,0,30,+","13.5",",,0,06,","28.3",",0,14,+","5516.4","0","91.9",",0","99.5",",,,0","","","0",",,,0","15.65",",0","21.56",",,,0","9.74",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","38.4","0","27.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","13","","3","","8","","1.1",",0,05,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,10,","30.0",",0,21,","68.1","0","68.1",",0","43.1",",,,0","","","0",",,,0","17.01",",0","23.10",",,,0","10.91",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","56.5","0","18.1",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","11","","4","","7","","1.1",",0,22,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,26,","29.4",",0,25,","170.9","0","102.8",",0","63.3",",,,0","","","0",",,,0","15.60",",0","21.68",",,,0","9.52",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","59.3","0","2.8",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","18",",0","0",",0","12","","2","","2","","-2.8",",0,10,","0",",,0,30,+","3",",,0,28,","6.6",",,0,15,","27.8",",0,06,","339.7","0","168.8",",0","31.3",",,,0","","","3",",,,0","12.80",",0","18.99",",,,0","6.61",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","59.3","0","0.0",",0","17",",0","12",",0","2",",0","3",",0","2",",0","0",",0","13",",0","1",",0","2",",0","0",",0","17","","3","","1","","-3.9",",0,29,+","102",",,0,28,","61",",,0,28,","29.5",",,0,08,","25.6",",0,02,","734.1","0","394.4",",0","140.5",",,,0","","","176",",,,0","5.61",",0","9.59",",,,0","1.63",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","59.3","0","0.0",",0","15",",0","4",",0","0",",0","20","4,0","2","2,0","0",",0","27",",0","18",",0","0",",0","0",",0","11","","1","","","","-17.2",",0,29,+","178","4,,0,05,","173","2,,0,04,","17.3",",,0,04,","14.4",",0,11,","1372.2","0","638.1",",0","39.7",",,,0","","","302","2,,,0","-2.94",",0","0.31",",,,0","-6.18",",,,0","","","","","","","","","","","","","",""
"USW00094850","1967-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","59.3","0","0.0",",0","8",",0","2",",0","0",",0","28",",0","2",",0","7",",0","31",",0","17",",0","0",",0","0",",0","12","","4","","","","-27.8",",0,31,","102",",,0,11,+","56",",,0,07,","5.6",",,0,07,","8.3",",0,21,","2156.4","0","784.2",",0","14.0",",,,0","","","102",",,,0","-6.96",",0","-2.83",",,,0","-11.10",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","9",",0","2",",0","0",",0","29","2,0","3","1,0","10",",0","31",",0","24",",0","0",",0","0",",0","8","","2","","","","-31.7",",0,08,","229","2,,0,14,+","51","1,,0,27,","10.4",",,0,29,","4.4",",0,19,","3060.3","0","903.9",",0","23.1",",,,0","","","152","1,,,0","-10.83",",0","-6.02",",,,0","-15.63",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","17",",0","8",",0","0",",0","29",",0","11",",0","16",",0","29",",0","25",",0","0",",0","0",",0","1","","1","","","","-25.0",",0,17,","711",",,0,25,+","132",",,0,02,","10.4",",,0,06,","7.2",",0,05,","3930.7","0","870.4",",0","58.2",",,,0","","","798",",,,0","-11.68",",0","-6.47",",,,0","-16.89",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","12",",0","4",",0","0",",0","24",",0","1",",0","3",",0","28",",0","12",",0","0",",0","0",",0","6","","1","","1","","-20.6",",0,12,","737",",,0,03,","124",",,0,02,","12.4",",,0,02,","16.1",",0,28,","4556.1","0","625.4",",0","30.0",",,,0","","","150",",,,0","-1.84",",0","3.99",",,,0","-7.67",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","15",",0","8",",0","0",",0","2",",0","2",",0","0",",0","19",",0","2",",0","1",",0","0",",0","14","","9","","2","","-15.6",",0,05,","25",",,0,26,+","41",",,0,24,","14.2",",,0,20,","26.7",",0,12,","4973.6","0","417.5",",0","66.4",",,,0","","","71",",,,0","4.42",",0","10.07",",,,0","-1.24",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","2",",0","0",",0","14","","7","","1","","-6.1",",0,06,","0",",,0,31,+","0",",T,0,17,+","31.8",",,0,16,","27.2",",0,15,","5274.7","0","301.1",",0","86.7",",,,0","","","0",",T,,0","8.62",",0","14.71",",,,0","2.53",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","10.8","0","10.8",",0","22",",0","16",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","21","","5","","13","","1.1",",0,20,","0",",,0,30,+","0",",,0,30,+","103.9",",,0,27,","31.1",",0,08,","5401.4","0","126.7",",0","311.5",",,,0","","","0",",,,0","14.47",",0","19.95",",,,0","8.99",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","51.6","0","40.8",",0","12",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","8","","","","9","","1.1",",0,10,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,14,","32.2",",0,15,","72.5","0","72.5",",0","64.3",",,,0","","","0",",,,0","17.31",",0","23.38",",,,0","11.24",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","84.8","0","33.2",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","0",",0","14","","6","","6","","0.0",",0,18,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,23,","30.0",",0,06,","167.2","0","94.7",",0","78.7",",,,0","","","0",",,,0","16.35",",0","22.94",",,,0","9.76",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","90.4","0","5.6",",0","12",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","18","","6","","5","","1.7",",0,07,","0",",,0,30,+","0",",,0,30,+","45.5",",,0,09,","26.1",",0,14,","296.7","0","129.5",",0","193.0",",,,0","","","0",",,,0","14.20",",0","18.63",",,,0","9.78",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","97.4","0","7.0",",0","12",",0","8",",0","1",",0","4",",0","2",",0","0",",0","11",",0","0",",0","4",",0","0",",0","13","","1","","1","","-7.2",",0,30,","102",",,0,29,","76",",,0,28,","28.4",",,0,27,","26.1",",0,15,","621.1","0","324.4",",0","90.0",",,,0","","","127",",,,0","8.09",",0","12.47",",,,0","3.71",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","97.4","0","0.0",",0","15",",0","7",",0","0",",0","24",",0","7",",0","0",",0","27",",0","13",",0","0",",0","0",",0","12","","","","","","-10.0",",0,29,","406",",,0,20,","127",",,0,18,+","12.7",",,0,18,","13.9",",0,01,","1192.3","0","571.2",",0","55.9",",,,0","","","564",",,,0","-0.71",",0","2.07",",,,0","-3.49",",,,0","","","","","","","","","","","","","",""
"USW00094850","1968-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","97.4","0","0.0",",0","23",",0","14",",0","1",",0","31",",0","16",",0","6",",0","30",",0","25",",0","0",",0","0",",0","7","","3","","","","-27.2",",0,31,","889",",,0,25,+","330",",,0,22,","33.3",",,0,22,","5.0",",0,13,+","1983.6","0","791.3",",0","175.6",",,,0","","","1709",",,,0","-7.19",",0","-3.89",",,,0","-10.49",",,,0","","","","","","","","","","","","","",""
"USW00094850","1969-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","22",",0","9",",0","0",",0","31",",0","9",",0","6",",0","30",",0","25",",0","0",",0","0",",0","10","","2","","","","-23.9",",0,01,","1372",",,0,12,+","356",",,0,09,","16.3",",,0,09,","4.4",",0,23,","2819.7","0","836.1",",0","89.4",",,,0","","","1169",",,,0","-8.64",",0","-5.44",",,,0","-11.84",",,,0","","","","","","","","","","","","","",""
"USW00094850","1969-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","8",",0","2",",0","0",",0","28",",0","2",",0","12",",0","28",",0","24",",0","0",",0","0",",0","6","","","","","","-24.4",",0,06,","1346",",,0,14,","229",",,0,11,","21.6",",,0,12,","2.2",",0,28,","3576.9","0","757.2",",0","47.4",",,,0","","","498",",,,0","-8.71",",0","-3.28",",,,0","-14.15",",,,0","","","","","","","","","","","","","",""
"USW00094850","1969-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","9",",0","3",",0","1",",0","31",",0","4",",0","12",",0","31",",0","17",",0","0",",0","0",",0","10","","3","","","","-22.2",",0,12,","889",",,0,12,+","330",",,0,20,","33.0",",,0,20,","10.0",",0,18,","4370.4","0","793.5",",0","57.1",",,,0","","","607",",,,0","-7.26",",0","-0.63",",,,0","-13.90",",,,0","","","","","","","","","","","","","",""
"USW00094850","1969-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","8",",0","7",",0","1",",0","18",",0","2",",0","0",",0","21",",0","1",",0","0",",0","0",",0","12","","8","","","","-9.4",",0,06,","584",",,0,01,","53",",,0,22,","29.2",",,0,21,","18.9",",0,25,+","4807.2","0","436.8",",0","98.8",",,,0","","","98",",,,0","3.77",",0","9.16",",,,0","-1.61",",,,0","","","","","","","","","","","","","",""
"USW00094850","1969-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","12.2","0","12.2",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","8",",0","1",",0","7","","2","","5","","-3.3",",0,21,+","0",",,0,31,+","10",",,0,10,","34.5",",,0,16,","35.0",",0,28,","5077.1","0","269.9",",0","75.2",",,,0","","","10",",,,0","10.02",",0","16.76",",,,0","3.28",",,,0","","","","","","","","","","","","","",""
"USW00094850","1969-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","17.2","0","5.0",",0","16",",0","13",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","7",",0","0",",0","17","","5","","6","","-0.6",",0,04,","0",",,0,30,+","0",",T,0,02,","12.7",",,0,11,","25.6",",0,09,","5279.5","0","202.4",",0","95.6",",,,0","","","0",",T,,0","11.75",",0","16.95",",,,0","6.55",",,,0","","","","","","","","","","","","","",""
"USW00094850","1969-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","54.9","0","37.7",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","10","","1","","7","","2.2",",0,07,","0",",,0,31,+","0",",,0,31,+","13.0",",,0,27,","32.2",",0,13,","58.9","0","58.9",",0","49.2",",,,0","","","0",",,,0","17.65",",0","23.64",",,,0","11.66",",,,0","","","","","","","","","","","","","",""
"USW00094850","1969-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","122.6","0","67.7",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","5","","","","4","","2.2",",0,21,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,07,","32.8",",0,30,+","84.9","0","26.0",",0","14.5",",,,0","","","0",",,,0","19.68",",0","27.10",",,,0","12.25",",,,0","","","","","","","","","","","","","",""
